# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 3.936707e-01
1.123324e-15 1.889476e-01
1.261857e-15 6.787224e-01
1.417474e-15 5.576465e-01
1.592283e-15 5.129530e-01
1.788650e-15 5.142011e-01
2.009233e-15 5.050898e-01
2.257020e-15 6.299996e-01
2.535364e-15 6.334408e-01
2.848036e-15 7.285208e-01
3.199267e-15 6.096119e-01
3.593814e-15 7.009103e-01
4.037017e-15 6.525872e-01
4.534879e-15 7.727268e-01
5.094138e-15 8.632699e-01
5.722368e-15 9.983364e-01
6.428073e-15 8.395091e-01
7.220809e-15 8.404623e-01
8.111308e-15 1.187225e+00
9.111628e-15 9.207920e-01
1.023531e-14 9.672569e-01
1.149757e-14 1.072683e+00
1.291550e-14 1.135239e+00
1.450829e-14 1.163130e+00
1.629751e-14 1.258628e+00
1.830738e-14 1.200831e+00
2.056512e-14 1.347241e+00
2.310130e-14 1.184165e+00
2.595024e-14 1.411157e+00
2.915053e-14 1.356191e+00
3.274549e-14 1.385299e+00
3.678380e-14 1.753778e+00
4.132012e-14 1.685136e+00
4.641589e-14 1.724078e+00
5.214008e-14 1.591628e+00
5.857021e-14 1.659817e+00
6.579332e-14 1.858615e+00
7.390722e-14 1.763185e+00
8.302176e-14 1.568988e+00
9.326033e-14 2.048478e+00
1.047616e-13 1.751812e+00
1.176812e-13 1.680145e+00
1.321941e-13 1.898895e+00
1.484968e-13 1.932477e+00
1.668101e-13 2.099344e+00
1.873817e-13 1.963483e+00
2.104904e-13 1.995198e+00
2.364489e-13 2.265423e+00
2.656088e-13 2.103814e+00
2.983647e-13 2.077563e+00
3.351603e-13 2.244049e+00
3.764936e-13 2.261302e+00
4.229243e-13 2.333442e+00
4.750810e-13 2.274240e+00
5.336699e-13 2.437198e+00
5.994843e-13 2.498084e+00
6.734151e-13 2.537828e+00
7.564633e-13 2.558644e+00
8.497534e-13 2.481665e+00
9.545485e-13 2.578898e+00
1.072267e-12 2.879167e+00
1.204504e-12 2.987615e+00
1.353048e-12 2.763249e+00
1.519911e-12 3.154640e+00
1.707353e-12 3.153954e+00
1.917910e-12 3.244607e+00
2.154435e-12 3.598648e+00
2.420128e-12 3.674235e+00
2.718588e-12 3.438371e+00
3.053856e-12 3.881767e+00
3.430469e-12 4.051619e+00
3.853529e-12 4.147427e+00
4.328761e-12 4.429158e+00
4.862602e-12 4.703000e+00
5.462277e-12 4.841999e+00
6.135907e-12 5.158052e+00
6.892612e-12 5.297051e+00
7.742637e-12 5.535252e+00
8.697490e-12 5.936291e+00
9.770100e-12 5.904754e+00
1.097499e-11 5.800657e+00
1.232847e-11 6.481751e+00
1.384886e-11 6.594015e+00
1.555676e-11 6.909638e+00
1.747528e-11 6.699784e+00
1.963041e-11 7.300865e+00
2.205131e-11 7.663002e+00
2.477076e-11 8.620764e+00
2.782559e-11 8.848588e+00
3.125716e-11 9.146613e+00
3.511192e-11 9.384093e+00
3.944206e-11 1.017544e+01
4.430621e-11 1.033243e+01
4.977024e-11 1.131658e+01
5.590810e-11 1.175434e+01
6.280291e-11 1.254887e+01
7.054802e-11 1.312609e+01
7.924829e-11 1.335635e+01
8.902151e-11 1.406975e+01
1.000000e-10 1.515537e+01
