# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 1.732868e-01
1.123324e-15 3.890317e-01
1.261857e-15 2.692548e-01
1.417474e-15 1.768680e-01
1.592283e-15 2.413079e-01
1.788650e-15 4.452206e-01
2.009233e-15 3.263991e-01
2.257020e-15 6.039724e-01
2.535364e-15 6.312512e-01
2.848036e-15 7.959099e-01
3.199267e-15 8.573906e-01
3.593814e-15 1.231743e+00
4.037017e-15 7.607880e-01
4.534879e-15 1.134909e+00
5.094138e-15 9.289713e-01
5.722368e-15 1.140735e+00
6.428073e-15 1.146504e+00
7.220809e-15 1.194356e+00
8.111308e-15 1.258318e+00
9.111628e-15 1.194355e+00
1.023531e-14 1.492383e+00
1.149757e-14 1.106793e+00
1.291550e-14 1.482777e+00
1.450829e-14 1.446036e+00
1.629751e-14 1.393720e+00
1.830738e-14 1.590140e+00
2.056512e-14 1.639864e+00
2.310130e-14 1.740080e+00
2.595024e-14 1.844324e+00
2.915053e-14 1.856718e+00
3.274549e-14 1.838616e+00
3.678380e-14 1.982748e+00
4.132012e-14 1.863506e+00
4.641589e-14 2.061877e+00
5.214008e-14 2.170964e+00
5.857021e-14 1.738548e+00
6.579332e-14 2.155023e+00
7.390722e-14 2.352486e+00
8.302176e-14 2.244378e+00
9.326033e-14 2.268869e+00
1.047616e-13 2.397167e+00
1.176812e-13 2.398168e+00
1.321941e-13 2.526396e+00
1.484968e-13 2.818366e+00
1.668101e-13 2.633138e+00
1.873817e-13 2.724514e+00
2.104904e-13 2.788878e+00
2.364489e-13 2.682291e+00
2.656088e-13 2.724658e+00
2.983647e-13 2.645789e+00
3.351603e-13 3.116843e+00
3.764936e-13 2.949225e+00
4.229243e-13 2.694888e+00
4.750810e-13 3.086979e+00
5.336699e-13 2.976364e+00
5.994843e-13 2.852838e+00
6.734151e-13 3.461157e+00
7.564633e-13 3.253249e+00
8.497534e-13 3.160065e+00
9.545485e-13 3.369756e+00
1.072267e-12 3.527214e+00
1.204504e-12 3.675000e+00
1.353048e-12 3.786502e+00
1.519911e-12 3.718557e+00
1.707353e-12 3.733838e+00
1.917910e-12 3.893928e+00
2.154435e-12 4.284132e+00
2.420128e-12 4.629664e+00
2.718588e-12 4.256210e+00
3.053856e-12 4.597909e+00
3.430469e-12 4.535305e+00
3.853529e-12 4.460138e+00
4.328761e-12 4.677512e+00
4.862602e-12 5.253543e+00
5.462277e-12 5.057600e+00
6.135907e-12 5.259668e+00
6.892612e-12 5.070954e+00
7.742637e-12 5.594739e+00
8.697490e-12 5.630412e+00
9.770100e-12 5.981256e+00
1.097499e-11 6.428172e+00
1.232847e-11 6.558134e+00
1.384886e-11 7.082491e+00
1.555676e-11 7.249552e+00
1.747528e-11 7.144609e+00
1.963041e-11 6.638828e+00
2.205131e-11 7.447289e+00
2.477076e-11 7.562471e+00
2.782559e-11 8.150962e+00
3.125716e-11 8.770447e+00
3.511192e-11 9.116775e+00
3.944206e-11 9.405084e+00
4.430621e-11 1.022823e+01
4.977024e-11 1.028019e+01
5.590810e-11 1.065107e+01
6.280291e-11 1.056770e+01
7.054802e-11 1.136605e+01
7.924829e-11 1.161865e+01
8.902151e-11 1.301065e+01
1.000000e-10 1.266192e+01
