# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 1.154242e-01
1.123324e-15 1.453668e-01
1.261857e-15 1.562500e-01
1.417474e-15 1.562500e-01
1.592283e-15 1.562500e-01
1.788650e-15 2.966487e-01
2.009233e-15 2.735988e-01
2.257020e-15 3.114692e-01
2.535364e-15 2.589013e-01
2.848036e-15 3.431012e-01
3.199267e-15 5.353266e-01
3.593814e-15 5.276089e-01
4.037017e-15 7.338024e-01
4.534879e-15 7.897225e-01
5.094138e-15 1.015889e+00
5.722368e-15 1.067499e+00
6.428073e-15 1.202635e+00
7.220809e-15 1.271627e+00
8.111308e-15 1.382994e+00
9.111628e-15 1.560419e+00
1.023531e-14 1.529412e+00
1.149757e-14 1.592695e+00
1.291550e-14 1.775885e+00
1.450829e-14 1.629010e+00
1.629751e-14 1.981668e+00
1.830738e-14 2.085908e+00
2.056512e-14 2.182290e+00
2.310130e-14 2.311333e+00
2.595024e-14 2.389115e+00
2.915053e-14 2.495613e+00
3.274549e-14 2.599916e+00
3.678380e-14 2.623415e+00
4.132012e-14 2.599463e+00
4.641589e-14 2.709654e+00
5.214008e-14 2.666048e+00
5.857021e-14 2.987640e+00
6.579332e-14 2.950073e+00
7.390722e-14 3.313592e+00
8.302176e-14 3.341769e+00
9.326033e-14 3.525157e+00
1.047616e-13 3.432263e+00
1.176812e-13 3.555493e+00
1.321941e-13 3.768078e+00
1.484968e-13 3.925252e+00
1.668101e-13 3.843943e+00
1.873817e-13 4.086910e+00
2.104904e-13 4.353548e+00
2.364489e-13 3.927312e+00
2.656088e-13 4.128785e+00
2.983647e-13 4.455693e+00
3.351603e-13 4.494004e+00
3.764936e-13 5.032879e+00
4.229243e-13 4.689916e+00
4.750810e-13 4.983741e+00
5.336699e-13 5.102730e+00
5.994843e-13 5.091051e+00
6.734151e-13 4.758692e+00
7.564633e-13 5.353728e+00
8.497534e-13 5.179011e+00
9.545485e-13 5.737781e+00
1.072267e-12 5.514888e+00
1.204504e-12 5.803413e+00
1.353048e-12 5.837202e+00
1.519911e-12 5.559435e+00
1.707353e-12 6.092624e+00
1.917910e-12 5.946669e+00
2.154435e-12 6.025806e+00
2.420128e-12 6.055191e+00
2.718588e-12 6.715488e+00
3.053856e-12 6.499665e+00
3.430469e-12 7.210297e+00
3.853529e-12 6.615466e+00
4.328761e-12 7.203866e+00
4.862602e-12 7.090112e+00
5.462277e-12 7.537339e+00
6.135907e-12 7.484785e+00
6.892612e-12 7.399146e+00
7.742637e-12 7.978772e+00
8.697490e-12 7.848493e+00
9.770100e-12 8.151820e+00
1.097499e-11 8.407522e+00
1.232847e-11 8.397477e+00
1.384886e-11 8.651437e+00
1.555676e-11 8.447404e+00
1.747528e-11 9.098883e+00
1.963041e-11 9.761802e+00
2.205131e-11 9.563858e+00
2.477076e-11 1.006401e+01
2.782559e-11 1.033771e+01
3.125716e-11 1.073215e+01
3.511192e-11 1.071310e+01
3.944206e-11 1.109568e+01
4.430621e-11 1.118932e+01
4.977024e-11 1.168284e+01
5.590810e-11 1.203614e+01
6.280291e-11 1.238124e+01
7.054802e-11 1.284834e+01
7.924829e-11 1.309749e+01
8.902151e-11 1.452214e+01
1.000000e-10 1.420455e+01
