# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 1.562500e-01
1.123324e-15 1.562500e-01
1.261857e-15 1.933982e-01
1.417474e-15 4.131076e-01
1.592283e-15 4.205985e-01
1.788650e-15 3.606663e-01
2.009233e-15 3.174851e-01
2.257020e-15 4.821259e-01
2.535364e-15 5.491273e-01
2.848036e-15 7.806034e-01
3.199267e-15 6.473138e-01
3.593814e-15 7.196511e-01
4.037017e-15 8.380413e-01
4.534879e-15 1.021091e+00
5.094138e-15 8.683729e-01
5.722368e-15 1.209121e+00
6.428073e-15 8.474581e-01
7.220809e-15 1.085844e+00
8.111308e-15 1.229980e+00
9.111628e-15 1.349974e+00
1.023531e-14 1.398476e+00
1.149757e-14 1.435363e+00
1.291550e-14 1.476150e+00
1.450829e-14 1.510068e+00
1.629751e-14 1.673390e+00
1.830738e-14 1.818763e+00
2.056512e-14 1.725928e+00
2.310130e-14 1.806300e+00
2.595024e-14 1.854791e+00
2.915053e-14 2.084587e+00
3.274549e-14 1.979724e+00
3.678380e-14 2.194713e+00
4.132012e-14 2.263358e+00
4.641589e-14 2.067618e+00
5.214008e-14 2.253673e+00
5.857021e-14 2.371502e+00
6.579332e-14 2.301705e+00
7.390722e-14 2.418701e+00
8.302176e-14 2.451140e+00
9.326033e-14 2.650272e+00
1.047616e-13 2.658043e+00
1.176812e-13 2.704876e+00
1.321941e-13 2.403717e+00
1.484968e-13 2.810126e+00
1.668101e-13 2.867568e+00
1.873817e-13 3.100518e+00
2.104904e-13 3.188636e+00
2.364489e-13 2.879117e+00
2.656088e-13 3.270252e+00
2.983647e-13 3.457652e+00
3.351603e-13 3.319677e+00
3.764936e-13 3.516127e+00
4.229243e-13 3.360434e+00
4.750810e-13 3.464867e+00
5.336699e-13 3.706242e+00
5.994843e-13 3.613921e+00
6.734151e-13 3.754013e+00
7.564633e-13 3.684309e+00
8.497534e-13 4.015197e+00
9.545485e-13 4.010329e+00
1.072267e-12 3.969087e+00
1.204504e-12 4.050720e+00
1.353048e-12 4.475276e+00
1.519911e-12 3.920554e+00
1.707353e-12 4.111089e+00
1.917910e-12 4.297231e+00
2.154435e-12 4.858807e+00
2.420128e-12 4.548459e+00
2.718588e-12 4.645230e+00
3.053856e-12 4.948498e+00
3.430469e-12 5.155733e+00
3.853529e-12 5.259489e+00
4.328761e-12 4.937071e+00
4.862602e-12 5.315424e+00
5.462277e-12 5.548560e+00
6.135907e-12 5.737945e+00
6.892612e-12 5.859695e+00
7.742637e-12 6.063784e+00
8.697490e-12 5.949652e+00
9.770100e-12 6.553214e+00
1.097499e-11 6.670972e+00
1.232847e-11 7.269171e+00
1.384886e-11 7.044209e+00
1.555676e-11 6.816735e+00
1.747528e-11 7.025578e+00
1.963041e-11 7.458428e+00
2.205131e-11 7.726707e+00
2.477076e-11 8.222243e+00
2.782559e-11 8.742126e+00
3.125716e-11 8.728437e+00
3.511192e-11 8.872995e+00
3.944206e-11 9.312042e+00
4.430621e-11 9.785875e+00
4.977024e-11 1.037908e+01
5.590810e-11 1.085699e+01
6.280291e-11 1.101135e+01
7.054802e-11 1.172648e+01
7.924829e-11 1.204160e+01
8.902151e-11 1.236910e+01
1.000000e-10 1.235056e+01
