# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 1.562500e-01
1.123324e-15 1.562500e-01
1.261857e-15 2.767591e-01
1.417474e-15 1.710996e-01
1.592283e-15 2.252369e-01
1.788650e-15 3.545704e-01
2.009233e-15 5.319866e-01
2.257020e-15 3.370143e-01
2.535364e-15 2.794802e-01
2.848036e-15 9.179011e-01
3.199267e-15 6.610585e-01
3.593814e-15 6.189048e-01
4.037017e-15 1.027951e+00
4.534879e-15 1.021800e+00
5.094138e-15 1.229504e+00
5.722368e-15 1.135339e+00
6.428073e-15 1.207121e+00
7.220809e-15 1.088875e+00
8.111308e-15 1.458914e+00
9.111628e-15 1.385073e+00
1.023531e-14 1.307025e+00
1.149757e-14 1.437164e+00
1.291550e-14 1.473306e+00
1.450829e-14 1.504960e+00
1.629751e-14 1.433694e+00
1.830738e-14 1.728890e+00
2.056512e-14 1.987552e+00
2.310130e-14 2.040757e+00
2.595024e-14 1.957355e+00
2.915053e-14 1.927870e+00
3.274549e-14 2.017691e+00
3.678380e-14 2.327293e+00
4.132012e-14 2.259648e+00
4.641589e-14 2.301383e+00
5.214008e-14 2.453790e+00
5.857021e-14 2.719983e+00
6.579332e-14 2.338511e+00
7.390722e-14 2.587566e+00
8.302176e-14 2.653152e+00
9.326033e-14 2.677147e+00
1.047616e-13 2.792595e+00
1.176812e-13 2.881621e+00
1.321941e-13 3.033930e+00
1.484968e-13 3.183660e+00
1.668101e-13 2.969969e+00
1.873817e-13 3.278990e+00
2.104904e-13 3.119395e+00
2.364489e-13 3.073831e+00
2.656088e-13 3.531159e+00
2.983647e-13 3.238619e+00
3.351603e-13 3.645169e+00
3.764936e-13 3.396420e+00
4.229243e-13 3.519012e+00
4.750810e-13 3.528594e+00
5.336699e-13 3.941734e+00
5.994843e-13 3.839959e+00
6.734151e-13 4.108120e+00
7.564633e-13 3.910520e+00
8.497534e-13 4.053984e+00
9.545485e-13 4.088506e+00
1.072267e-12 3.990167e+00
1.204504e-12 4.161974e+00
1.353048e-12 4.474906e+00
1.519911e-12 4.395441e+00
1.707353e-12 4.591396e+00
1.917910e-12 4.738179e+00
2.154435e-12 4.747366e+00
2.420128e-12 4.970423e+00
2.718588e-12 4.802982e+00
3.053856e-12 5.066438e+00
3.430469e-12 4.967334e+00
3.853529e-12 5.580048e+00
4.328761e-12 5.749728e+00
4.862602e-12 5.887357e+00
5.462277e-12 5.924569e+00
6.135907e-12 6.086675e+00
6.892612e-12 6.120423e+00
7.742637e-12 6.166456e+00
8.697490e-12 6.728071e+00
9.770100e-12 6.496743e+00
1.097499e-11 7.050127e+00
1.232847e-11 7.100575e+00
1.384886e-11 7.400214e+00
1.555676e-11 7.666518e+00
1.747528e-11 7.603490e+00
1.963041e-11 7.959643e+00
2.205131e-11 8.324041e+00
2.477076e-11 8.572401e+00
2.782559e-11 9.084358e+00
3.125716e-11 8.813548e+00
3.511192e-11 9.327242e+00
3.944206e-11 9.950796e+00
4.430621e-11 1.035817e+01
4.977024e-11 1.000645e+01
5.590810e-11 1.070158e+01
6.280291e-11 1.092489e+01
7.054802e-11 1.143610e+01
7.924829e-11 1.276355e+01
8.902151e-11 1.217930e+01
1.000000e-10 1.335341e+01
