# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 1.562500e-01
1.123324e-15 1.235599e-01
1.261857e-15 1.562500e-01
1.417474e-15 1.562500e-01
1.592283e-15 1.562500e-01
1.788650e-15 1.562500e-01
2.009233e-15 1.686019e-01
2.257020e-15 1.562500e-01
2.535364e-15 1.604017e-01
2.848036e-15 1.870802e-01
3.199267e-15 3.628720e-01
3.593814e-15 2.414090e-01
4.037017e-15 4.603519e-01
4.534879e-15 5.635812e-01
5.094138e-15 6.623137e-01
5.722368e-15 8.685305e-01
6.428073e-15 9.748073e-01
7.220809e-15 1.036557e+00
8.111308e-15 1.431117e+00
9.111628e-15 1.461044e+00
1.023531e-14 1.699289e+00
1.149757e-14 1.645492e+00
1.291550e-14 2.076259e+00
1.450829e-14 1.897119e+00
1.629751e-14 2.231313e+00
1.830738e-14 2.341000e+00
2.056512e-14 2.618812e+00
2.310130e-14 2.461840e+00
2.595024e-14 2.571832e+00
2.915053e-14 2.641826e+00
3.274549e-14 3.005070e+00
3.678380e-14 3.167785e+00
4.132012e-14 3.189936e+00
4.641589e-14 3.411381e+00
5.214008e-14 3.803228e+00
5.857021e-14 3.694656e+00
6.579332e-14 3.966104e+00
7.390722e-14 4.105009e+00
8.302176e-14 3.908106e+00
9.326033e-14 4.391516e+00
1.047616e-13 4.509324e+00
1.176812e-13 4.797834e+00
1.321941e-13 4.343009e+00
1.484968e-13 4.839601e+00
1.668101e-13 5.157047e+00
1.873817e-13 5.158620e+00
2.104904e-13 5.308163e+00
2.364489e-13 5.304241e+00
2.656088e-13 5.620430e+00
2.983647e-13 6.161761e+00
3.351603e-13 5.738402e+00
3.764936e-13 5.779574e+00
4.229243e-13 6.834837e+00
4.750810e-13 6.702085e+00
5.336699e-13 6.708679e+00
5.994843e-13 6.899558e+00
6.734151e-13 6.509454e+00
7.564633e-13 6.936868e+00
8.497534e-13 7.251450e+00
9.545485e-13 7.330418e+00
1.072267e-12 7.847139e+00
1.204504e-12 7.518281e+00
1.353048e-12 7.620476e+00
1.519911e-12 8.007469e+00
1.707353e-12 8.380505e+00
1.917910e-12 8.314914e+00
2.154435e-12 8.203553e+00
2.420128e-12 8.444399e+00
2.718588e-12 8.949694e+00
3.053856e-12 8.822240e+00
3.430469e-12 9.182350e+00
3.853529e-12 8.575087e+00
4.328761e-12 9.449144e+00
4.862602e-12 9.678954e+00
5.462277e-12 9.311905e+00
6.135907e-12 9.865081e+00
6.892612e-12 1.000109e+01
7.742637e-12 9.642490e+00
8.697490e-12 1.073296e+01
9.770100e-12 1.073807e+01
1.097499e-11 1.109511e+01
1.232847e-11 1.152490e+01
1.384886e-11 1.135196e+01
1.555676e-11 1.124669e+01
1.747528e-11 1.180979e+01
1.963041e-11 1.195561e+01
2.205131e-11 1.232237e+01
2.477076e-11 1.296704e+01
2.782559e-11 1.320324e+01
3.125716e-11 1.360230e+01
3.511192e-11 1.285299e+01
3.944206e-11 1.337544e+01
4.430621e-11 1.421551e+01
4.977024e-11 1.481032e+01
5.590810e-11 1.515558e+01
6.280291e-11 1.523568e+01
7.054802e-11 1.567684e+01
7.924829e-11 1.586050e+01
8.902151e-11 1.640834e+01
1.000000e-10 1.750402e+01
