# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 4.672104e-01
1.123324e-15 4.414063e-01
1.261857e-15 3.825420e-01
1.417474e-15 3.792556e-01
1.592283e-15 4.529262e-01
1.788650e-15 4.190775e-01
2.009233e-15 8.729563e-01
2.257020e-15 7.232882e-01
2.535364e-15 5.870356e-01
2.848036e-15 7.430881e-01
3.199267e-15 7.915309e-01
3.593814e-15 7.545122e-01
4.037017e-15 6.799242e-01
4.534879e-15 7.778882e-01
5.094138e-15 9.940097e-01
5.722368e-15 6.531824e-01
6.428073e-15 9.242939e-01
7.220809e-15 6.883115e-01
8.111308e-15 1.168217e+00
9.111628e-15 1.143657e+00
1.023531e-14 1.166178e+00
1.149757e-14 1.097146e+00
1.291550e-14 1.292450e+00
1.450829e-14 1.142878e+00
1.629751e-14 1.358826e+00
1.830738e-14 1.301564e+00
2.056512e-14 1.282222e+00
2.310130e-14 1.542348e+00
2.595024e-14 1.380645e+00
2.915053e-14 1.562916e+00
3.274549e-14 1.815243e+00
3.678380e-14 1.728198e+00
4.132012e-14 1.796845e+00
4.641589e-14 1.643861e+00
5.214008e-14 1.836861e+00
5.857021e-14 1.843439e+00
6.579332e-14 1.938211e+00
7.390722e-14 1.837605e+00
8.302176e-14 2.104952e+00
9.326033e-14 1.973307e+00
1.047616e-13 1.972986e+00
1.176812e-13 1.986508e+00
1.321941e-13 2.145658e+00
1.484968e-13 1.983484e+00
1.668101e-13 2.050495e+00
1.873817e-13 1.916359e+00
2.104904e-13 2.028833e+00
2.364489e-13 2.450014e+00
2.656088e-13 2.234066e+00
2.983647e-13 2.268915e+00
3.351603e-13 2.314189e+00
3.764936e-13 2.163141e+00
4.229243e-13 2.408713e+00
4.750810e-13 2.439324e+00
5.336699e-13 2.537257e+00
5.994843e-13 2.545039e+00
6.734151e-13 2.591589e+00
7.564633e-13 2.851784e+00
8.497534e-13 2.742362e+00
9.545485e-13 2.907221e+00
1.072267e-12 2.966889e+00
1.204504e-12 2.945872e+00
1.353048e-12 3.356097e+00
1.519911e-12 3.285844e+00
1.707353e-12 3.272068e+00
1.917910e-12 3.362395e+00
2.154435e-12 3.664498e+00
2.420128e-12 3.441781e+00
2.718588e-12 3.799392e+00
3.053856e-12 3.843098e+00
3.430469e-12 3.901133e+00
3.853529e-12 3.793847e+00
4.328761e-12 4.064747e+00
4.862602e-12 4.502179e+00
5.462277e-12 4.429018e+00
6.135907e-12 4.925690e+00
6.892612e-12 4.583825e+00
7.742637e-12 5.185768e+00
8.697490e-12 5.201362e+00
9.770100e-12 5.106091e+00
1.097499e-11 5.734173e+00
1.232847e-11 5.825837e+00
1.384886e-11 6.100390e+00
1.555676e-11 6.595117e+00
1.747528e-11 6.317950e+00
1.963041e-11 7.014299e+00
2.205131e-11 7.139091e+00
2.477076e-11 6.885115e+00
2.782559e-11 7.971656e+00
3.125716e-11 8.398270e+00
3.511192e-11 8.443319e+00
3.944206e-11 9.004509e+00
4.430621e-11 9.341494e+00
4.977024e-11 1.045905e+01
5.590810e-11 1.036479e+01
6.280291e-11 1.007625e+01
7.054802e-11 1.076098e+01
7.924829e-11 1.189790e+01
8.902151e-11 1.250173e+01
1.000000e-10 1.301488e+01
