# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 1.562500e-01
1.123324e-15 1.562761e-01
1.261857e-15 2.490026e-01
1.417474e-15 1.562500e-01
1.592283e-15 1.562500e-01
1.788650e-15 1.962773e-01
2.009233e-15 4.365589e-01
2.257020e-15 5.136087e-01
2.535364e-15 3.742968e-01
2.848036e-15 7.122270e-01
3.199267e-15 7.007219e-01
3.593814e-15 6.088458e-01
4.037017e-15 7.061695e-01
4.534879e-15 6.946251e-01
5.094138e-15 1.148634e+00
5.722368e-15 7.302371e-01
6.428073e-15 1.118416e+00
7.220809e-15 9.794228e-01
8.111308e-15 1.103682e+00
9.111628e-15 1.314263e+00
1.023531e-14 1.352766e+00
1.149757e-14 1.126290e+00
1.291550e-14 1.442268e+00
1.450829e-14 1.453740e+00
1.629751e-14 1.506090e+00
1.830738e-14 1.772134e+00
2.056512e-14 1.562489e+00
2.310130e-14 1.734588e+00
2.595024e-14 2.104757e+00
2.915053e-14 1.704295e+00
3.274549e-14 1.959574e+00
3.678380e-14 2.106453e+00
4.132012e-14 2.258604e+00
4.641589e-14 2.149749e+00
5.214008e-14 2.318856e+00
5.857021e-14 2.310233e+00
6.579332e-14 2.512634e+00
7.390722e-14 2.674019e+00
8.302176e-14 2.797828e+00
9.326033e-14 2.936527e+00
1.047616e-13 2.712160e+00
1.176812e-13 2.735242e+00
1.321941e-13 2.699867e+00
1.484968e-13 2.966307e+00
1.668101e-13 2.938695e+00
1.873817e-13 3.102746e+00
2.104904e-13 3.056351e+00
2.364489e-13 3.281042e+00
2.656088e-13 3.234143e+00
2.983647e-13 3.748808e+00
3.351603e-13 3.190827e+00
3.764936e-13 3.641691e+00
4.229243e-13 3.498167e+00
4.750810e-13 3.866492e+00
5.336699e-13 3.420226e+00
5.994843e-13 3.382695e+00
6.734151e-13 3.863541e+00
7.564633e-13 3.916214e+00
8.497534e-13 3.869687e+00
9.545485e-13 4.159394e+00
1.072267e-12 4.495499e+00
1.204504e-12 4.487159e+00
1.353048e-12 4.687820e+00
1.519911e-12 4.418451e+00
1.707353e-12 4.411474e+00
1.917910e-12 4.722973e+00
2.154435e-12 4.896668e+00
2.420128e-12 4.735233e+00
2.718588e-12 5.063434e+00
3.053856e-12 4.951700e+00
3.430469e-12 5.086739e+00
3.853529e-12 5.771412e+00
4.328761e-12 5.521136e+00
4.862602e-12 5.274202e+00
5.462277e-12 5.962003e+00
6.135907e-12 5.471709e+00
6.892612e-12 6.004112e+00
7.742637e-12 6.241152e+00
8.697490e-12 6.587752e+00
9.770100e-12 6.182265e+00
1.097499e-11 6.198694e+00
1.232847e-11 6.534792e+00
1.384886e-11 7.658096e+00
1.555676e-11 7.180325e+00
1.747528e-11 7.712793e+00
1.963041e-11 7.821659e+00
2.205131e-11 7.729453e+00
2.477076e-11 8.680709e+00
2.782559e-11 7.873767e+00
3.125716e-11 8.816273e+00
3.511192e-11 9.174018e+00
3.944206e-11 8.709152e+00
4.430621e-11 9.761387e+00
4.977024e-11 9.709944e+00
5.590810e-11 1.052059e+01
6.280291e-11 1.072630e+01
7.054802e-11 1.078328e+01
7.924829e-11 1.168321e+01
8.902151e-11 1.179830e+01
1.000000e-10 1.310402e+01
