# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 1.085251e-01
1.123324e-15 1.166526e-01
1.261857e-15 1.127599e-01
1.417474e-15 1.562720e-01
1.592283e-15 1.562500e-01
1.788650e-15 1.562500e-01
2.009233e-15 1.562500e-01
2.257020e-15 2.309774e-01
2.535364e-15 2.453105e-01
2.848036e-15 2.729808e-01
3.199267e-15 5.989012e-01
3.593814e-15 5.873355e-01
4.037017e-15 7.577475e-01
4.534879e-15 7.932017e-01
5.094138e-15 7.894493e-01
5.722368e-15 8.644818e-01
6.428073e-15 1.095705e+00
7.220809e-15 1.172089e+00
8.111308e-15 1.016813e+00
9.111628e-15 1.261337e+00
1.023531e-14 1.342906e+00
1.149757e-14 1.589418e+00
1.291550e-14 1.723220e+00
1.450829e-14 1.737686e+00
1.629751e-14 1.934589e+00
1.830738e-14 1.644233e+00
2.056512e-14 2.028119e+00
2.310130e-14 2.213379e+00
2.595024e-14 2.398630e+00
2.915053e-14 2.350516e+00
3.274549e-14 2.523675e+00
3.678380e-14 2.428572e+00
4.132012e-14 2.824721e+00
4.641589e-14 2.918094e+00
5.214008e-14 2.878243e+00
5.857021e-14 3.048394e+00
6.579332e-14 2.978683e+00
7.390722e-14 3.301864e+00
8.302176e-14 3.385240e+00
9.326033e-14 3.689727e+00
1.047616e-13 3.490156e+00
1.176812e-13 3.655503e+00
1.321941e-13 3.824809e+00
1.484968e-13 4.270012e+00
1.668101e-13 4.417401e+00
1.873817e-13 4.401029e+00
2.104904e-13 4.117261e+00
2.364489e-13 4.236874e+00
2.656088e-13 4.862434e+00
2.983647e-13 4.831597e+00
3.351603e-13 4.940371e+00
3.764936e-13 4.939767e+00
4.229243e-13 4.828344e+00
4.750810e-13 5.484240e+00
5.336699e-13 5.244656e+00
5.994843e-13 5.356795e+00
6.734151e-13 5.176442e+00
7.564633e-13 5.614183e+00
8.497534e-13 5.518504e+00
9.545485e-13 5.328541e+00
1.072267e-12 5.985216e+00
1.204504e-12 6.271425e+00
1.353048e-12 6.171649e+00
1.519911e-12 6.095818e+00
1.707353e-12 6.415169e+00
1.917910e-12 6.456441e+00
2.154435e-12 7.137984e+00
2.420128e-12 6.711533e+00
2.718588e-12 6.789391e+00
3.053856e-12 7.116060e+00
3.430469e-12 7.169437e+00
3.853529e-12 7.596514e+00
4.328761e-12 8.085950e+00
4.862602e-12 7.909890e+00
5.462277e-12 7.445777e+00
6.135907e-12 8.736211e+00
6.892612e-12 7.999532e+00
7.742637e-12 8.275864e+00
8.697490e-12 8.725443e+00
9.770100e-12 8.854295e+00
1.097499e-11 8.966180e+00
1.232847e-11 8.673514e+00
1.384886e-11 9.001543e+00
1.555676e-11 9.769443e+00
1.747528e-11 9.395531e+00
1.963041e-11 1.005709e+01
2.205131e-11 1.002339e+01
2.477076e-11 1.002440e+01
2.782559e-11 1.008937e+01
3.125716e-11 1.126964e+01
3.511192e-11 1.127098e+01
3.944206e-11 1.125412e+01
4.430621e-11 1.213075e+01
4.977024e-11 1.226408e+01
5.590810e-11 1.274756e+01
6.280291e-11 1.275278e+01
7.054802e-11 1.274542e+01
7.924829e-11 1.371848e+01
8.902151e-11 1.398465e+01
1.000000e-10 1.446268e+01
