# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 1.562500e-01
1.123324e-15 1.796107e-01
1.261857e-15 1.807487e-01
1.417474e-15 2.756636e-01
1.592283e-15 1.882011e-01
1.788650e-15 3.540749e-01
2.009233e-15 3.846849e-01
2.257020e-15 6.152903e-01
2.535364e-15 4.114424e-01
2.848036e-15 5.948230e-01
3.199267e-15 5.412748e-01
3.593814e-15 7.267787e-01
4.037017e-15 8.855758e-01
4.534879e-15 7.270513e-01
5.094138e-15 7.340550e-01
5.722368e-15 9.827710e-01
6.428073e-15 9.453699e-01
7.220809e-15 1.318308e+00
8.111308e-15 1.331422e+00
9.111628e-15 1.255062e+00
1.023531e-14 1.315095e+00
1.149757e-14 1.400783e+00
1.291550e-14 1.534934e+00
1.450829e-14 1.492287e+00
1.629751e-14 1.459276e+00
1.830738e-14 1.771019e+00
2.056512e-14 1.648844e+00
2.310130e-14 1.699604e+00
2.595024e-14 1.765162e+00
2.915053e-14 1.712856e+00
3.274549e-14 2.044981e+00
3.678380e-14 2.268331e+00
4.132012e-14 2.163285e+00
4.641589e-14 2.097221e+00
5.214008e-14 2.234546e+00
5.857021e-14 2.322714e+00
6.579332e-14 2.336714e+00
7.390722e-14 2.292160e+00
8.302176e-14 2.312083e+00
9.326033e-14 2.531196e+00
1.047616e-13 2.508531e+00
1.176812e-13 2.578418e+00
1.321941e-13 2.618341e+00
1.484968e-13 2.938553e+00
1.668101e-13 2.847247e+00
1.873817e-13 2.654787e+00
2.104904e-13 3.072839e+00
2.364489e-13 3.021246e+00
2.656088e-13 3.078420e+00
2.983647e-13 3.077006e+00
3.351603e-13 3.078436e+00
3.764936e-13 3.290909e+00
4.229243e-13 3.407339e+00
4.750810e-13 2.849997e+00
5.336699e-13 3.549769e+00
5.994843e-13 3.389545e+00
6.734151e-13 3.526033e+00
7.564633e-13 3.345708e+00
8.497534e-13 3.911285e+00
9.545485e-13 3.633529e+00
1.072267e-12 3.962692e+00
1.204504e-12 4.079560e+00
1.353048e-12 4.482408e+00
1.519911e-12 4.174247e+00
1.707353e-12 4.236174e+00
1.917910e-12 4.367252e+00
2.154435e-12 4.254669e+00
2.420128e-12 4.512607e+00
2.718588e-12 4.442894e+00
3.053856e-12 4.969087e+00
3.430469e-12 5.011257e+00
3.853529e-12 5.147417e+00
4.328761e-12 5.069760e+00
4.862602e-12 5.157051e+00
5.462277e-12 5.237341e+00
6.135907e-12 5.498350e+00
6.892612e-12 5.720642e+00
7.742637e-12 5.633140e+00
8.697490e-12 5.943205e+00
9.770100e-12 6.334328e+00
1.097499e-11 6.334782e+00
1.232847e-11 6.615644e+00
1.384886e-11 6.511652e+00
1.555676e-11 6.834972e+00
1.747528e-11 7.024822e+00
1.963041e-11 7.475505e+00
2.205131e-11 7.312592e+00
2.477076e-11 7.436182e+00
2.782559e-11 8.516350e+00
3.125716e-11 8.219984e+00
3.511192e-11 8.750218e+00
3.944206e-11 8.840894e+00
4.430621e-11 9.090871e+00
4.977024e-11 9.750550e+00
5.590810e-11 1.009017e+01
6.280291e-11 1.010459e+01
7.054802e-11 1.111383e+01
7.924829e-11 1.146441e+01
8.902151e-11 1.227513e+01
1.000000e-10 1.228246e+01
