# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 1.931534e-01
1.123324e-15 5.669459e-01
1.261857e-15 4.043397e-01
1.417474e-15 5.529788e-01
1.592283e-15 4.116643e-01
1.788650e-15 5.573674e-01
2.009233e-15 5.426214e-01
2.257020e-15 7.207338e-01
2.535364e-15 7.074805e-01
2.848036e-15 7.500293e-01
3.199267e-15 5.779085e-01
3.593814e-15 6.381610e-01
4.037017e-15 7.786192e-01
4.534879e-15 9.025232e-01
5.094138e-15 6.598951e-01
5.722368e-15 1.065487e+00
6.428073e-15 9.518989e-01
7.220809e-15 1.127523e+00
8.111308e-15 1.026268e+00
9.111628e-15 1.069085e+00
1.023531e-14 9.329476e-01
1.149757e-14 1.086276e+00
1.291550e-14 1.316005e+00
1.450829e-14 1.372329e+00
1.629751e-14 1.306972e+00
1.830738e-14 1.412160e+00
2.056512e-14 1.409935e+00
2.310130e-14 1.415490e+00
2.595024e-14 1.566563e+00
2.915053e-14 1.572646e+00
3.274549e-14 1.499601e+00
3.678380e-14 1.533080e+00
4.132012e-14 1.725461e+00
4.641589e-14 1.652517e+00
5.214008e-14 1.968558e+00
5.857021e-14 1.550794e+00
6.579332e-14 1.699589e+00
7.390722e-14 1.848530e+00
8.302176e-14 1.851792e+00
9.326033e-14 1.711834e+00
1.047616e-13 2.173033e+00
1.176812e-13 2.024802e+00
1.321941e-13 2.035215e+00
1.484968e-13 1.932514e+00
1.668101e-13 2.098786e+00
1.873817e-13 1.931325e+00
2.104904e-13 2.041324e+00
2.364489e-13 1.872299e+00
2.656088e-13 2.172753e+00
2.983647e-13 2.054205e+00
3.351603e-13 2.156753e+00
3.764936e-13 2.117669e+00
4.229243e-13 2.056101e+00
4.750810e-13 2.295853e+00
5.336699e-13 2.306788e+00
5.994843e-13 2.582236e+00
6.734151e-13 2.452538e+00
7.564633e-13 2.778925e+00
8.497534e-13 2.716589e+00
9.545485e-13 2.853617e+00
1.072267e-12 2.999310e+00
1.204504e-12 2.836107e+00
1.353048e-12 3.015764e+00
1.519911e-12 3.171871e+00
1.707353e-12 3.151861e+00
1.917910e-12 3.125829e+00
2.154435e-12 3.472474e+00
2.420128e-12 3.600453e+00
2.718588e-12 3.260959e+00
3.053856e-12 3.791549e+00
3.430469e-12 3.690717e+00
3.853529e-12 4.200287e+00
4.328761e-12 4.287257e+00
4.862602e-12 4.297435e+00
5.462277e-12 4.416063e+00
6.135907e-12 4.744790e+00
6.892612e-12 4.780406e+00
7.742637e-12 4.773832e+00
8.697490e-12 4.977660e+00
9.770100e-12 5.216579e+00
1.097499e-11 5.400957e+00
1.232847e-11 5.910308e+00
1.384886e-11 6.427042e+00
1.555676e-11 6.254058e+00
1.747528e-11 6.787149e+00
1.963041e-11 7.175028e+00
2.205131e-11 7.239050e+00
2.477076e-11 7.810927e+00
2.782559e-11 7.976603e+00
3.125716e-11 8.480100e+00
3.511192e-11 8.552003e+00
3.944206e-11 9.056019e+00
4.430621e-11 9.499318e+00
4.977024e-11 9.885696e+00
5.590810e-11 1.065836e+01
6.280291e-11 1.091376e+01
7.054802e-11 1.182629e+01
7.924829e-11 1.228733e+01
8.902151e-11 1.298852e+01
1.000000e-10 1.294271e+01
