# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 4.774857e-01
1.123324e-15 3.358275e-01
1.261857e-15 3.567685e-01
1.417474e-15 3.970093e-01
1.592283e-15 6.111130e-01
1.788650e-15 3.946975e-01
2.009233e-15 4.461642e-01
2.257020e-15 3.875285e-01
2.535364e-15 2.914331e-01
2.848036e-15 6.371106e-01
3.199267e-15 5.273058e-01
3.593814e-15 3.676354e-01
4.037017e-15 9.043916e-01
4.534879e-15 5.538092e-01
5.094138e-15 7.788765e-01
5.722368e-15 9.387291e-01
6.428073e-15 8.657533e-01
7.220809e-15 7.307336e-01
8.111308e-15 1.018394e+00
9.111628e-15 1.071568e+00
1.023531e-14 1.094802e+00
1.149757e-14 1.270109e+00
1.291550e-14 1.229217e+00
1.450829e-14 1.406951e+00
1.629751e-14 1.280817e+00
1.830738e-14 1.304456e+00
2.056512e-14 1.438389e+00
2.310130e-14 1.599521e+00
2.595024e-14 1.191921e+00
2.915053e-14 1.386539e+00
3.274549e-14 1.474104e+00
3.678380e-14 1.393958e+00
4.132012e-14 1.477379e+00
4.641589e-14 1.591468e+00
5.214008e-14 1.718122e+00
5.857021e-14 1.659575e+00
6.579332e-14 1.607708e+00
7.390722e-14 1.639098e+00
8.302176e-14 1.647598e+00
9.326033e-14 1.887037e+00
1.047616e-13 1.877001e+00
1.176812e-13 1.843512e+00
1.321941e-13 1.745329e+00
1.484968e-13 1.840703e+00
1.668101e-13 1.774443e+00
1.873817e-13 2.141605e+00
2.104904e-13 2.145773e+00
2.364489e-13 1.960696e+00
2.656088e-13 2.062596e+00
2.983647e-13 2.131436e+00
3.351603e-13 2.217728e+00
3.764936e-13 2.152626e+00
4.229243e-13 2.566009e+00
4.750810e-13 2.346931e+00
5.336699e-13 2.415165e+00
5.994843e-13 2.338899e+00
6.734151e-13 2.427440e+00
7.564633e-13 2.661403e+00
8.497534e-13 2.424287e+00
9.545485e-13 2.636123e+00
1.072267e-12 2.819114e+00
1.204504e-12 2.682044e+00
1.353048e-12 2.834323e+00
1.519911e-12 2.852571e+00
1.707353e-12 3.028702e+00
1.917910e-12 3.177828e+00
2.154435e-12 3.314766e+00
2.420128e-12 3.421745e+00
2.718588e-12 3.494262e+00
3.053856e-12 4.012487e+00
3.430469e-12 3.532934e+00
3.853529e-12 4.017411e+00
4.328761e-12 4.196895e+00
4.862602e-12 4.600648e+00
5.462277e-12 4.448766e+00
6.135907e-12 4.935319e+00
6.892612e-12 4.894820e+00
7.742637e-12 5.034755e+00
8.697490e-12 5.448696e+00
9.770100e-12 5.410758e+00
1.097499e-11 5.555622e+00
1.232847e-11 6.228775e+00
1.384886e-11 6.390137e+00
1.555676e-11 6.017538e+00
1.747528e-11 6.614473e+00
1.963041e-11 6.748588e+00
2.205131e-11 7.147311e+00
2.477076e-11 7.761588e+00
2.782559e-11 8.015886e+00
3.125716e-11 8.375682e+00
3.511192e-11 8.573973e+00
3.944206e-11 9.199097e+00
4.430621e-11 9.590988e+00
4.977024e-11 1.070290e+01
5.590810e-11 1.089365e+01
6.280291e-11 1.094551e+01
7.054802e-11 1.166198e+01
7.924829e-11 1.212312e+01
8.902151e-11 1.337451e+01
1.000000e-10 1.442449e+01
