# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 1.562500e-01
1.123324e-15 1.562500e-01
1.261857e-15 2.597755e-01
1.417474e-15 4.724194e-01
1.592283e-15 4.749601e-01
1.788650e-15 3.754426e-01
2.009233e-15 3.394249e-01
2.257020e-15 5.166443e-01
2.535364e-15 6.658935e-01
2.848036e-15 6.271652e-01
3.199267e-15 7.124749e-01
3.593814e-15 7.138427e-01
4.037017e-15 1.009312e+00
4.534879e-15 6.637899e-01
5.094138e-15 7.779980e-01
5.722368e-15 7.470998e-01
6.428073e-15 9.708293e-01
7.220809e-15 1.063855e+00
8.111308e-15 1.005821e+00
9.111628e-15 1.229207e+00
1.023531e-14 1.087548e+00
1.149757e-14 1.188984e+00
1.291550e-14 1.162993e+00
1.450829e-14 1.530851e+00
1.629751e-14 1.415073e+00
1.830738e-14 1.568191e+00
2.056512e-14 1.528327e+00
2.310130e-14 1.754698e+00
2.595024e-14 1.590341e+00
2.915053e-14 1.776961e+00
3.274549e-14 1.632473e+00
3.678380e-14 1.837817e+00
4.132012e-14 1.887533e+00
4.641589e-14 1.926124e+00
5.214008e-14 2.109695e+00
5.857021e-14 2.082018e+00
6.579332e-14 1.954440e+00
7.390722e-14 2.103964e+00
8.302176e-14 2.217292e+00
9.326033e-14 2.048032e+00
1.047616e-13 2.379203e+00
1.176812e-13 2.638039e+00
1.321941e-13 2.201527e+00
1.484968e-13 2.699755e+00
1.668101e-13 2.502978e+00
1.873817e-13 2.621389e+00
2.104904e-13 2.533236e+00
2.364489e-13 2.496816e+00
2.656088e-13 2.714960e+00
2.983647e-13 2.714071e+00
3.351603e-13 2.799969e+00
3.764936e-13 2.679227e+00
4.229243e-13 2.822755e+00
4.750810e-13 3.027481e+00
5.336699e-13 3.059761e+00
5.994843e-13 3.034834e+00
6.734151e-13 3.174979e+00
7.564633e-13 3.266052e+00
8.497534e-13 3.015030e+00
9.545485e-13 3.665671e+00
1.072267e-12 3.283150e+00
1.204504e-12 3.442768e+00
1.353048e-12 3.473456e+00
1.519911e-12 3.862656e+00
1.707353e-12 3.511695e+00
1.917910e-12 3.669799e+00
2.154435e-12 3.813034e+00
2.420128e-12 3.889460e+00
2.718588e-12 4.272467e+00
3.053856e-12 4.118274e+00
3.430469e-12 4.315194e+00
3.853529e-12 4.518048e+00
4.328761e-12 4.500020e+00
4.862602e-12 5.028246e+00
5.462277e-12 5.141032e+00
6.135907e-12 5.199388e+00
6.892612e-12 5.258305e+00
7.742637e-12 5.504321e+00
8.697490e-12 5.316222e+00
9.770100e-12 5.751035e+00
1.097499e-11 6.093118e+00
1.232847e-11 6.106053e+00
1.384886e-11 6.236667e+00
1.555676e-11 6.282404e+00
1.747528e-11 6.449384e+00
1.963041e-11 6.776790e+00
2.205131e-11 7.262563e+00
2.477076e-11 7.612358e+00
2.782559e-11 7.403684e+00
3.125716e-11 7.891340e+00
3.511192e-11 8.241289e+00
3.944206e-11 8.589445e+00
4.430621e-11 9.522261e+00
4.977024e-11 9.155751e+00
5.590810e-11 9.952679e+00
6.280291e-11 9.987015e+00
7.054802e-11 1.085765e+01
7.924829e-11 1.106458e+01
8.902151e-11 1.199210e+01
1.000000e-10 1.215950e+01
