# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 3.301713e-01
1.123324e-15 3.850407e-01
1.261857e-15 4.622990e-01
1.417474e-15 2.945227e-01
1.592283e-15 5.198626e-01
1.788650e-15 3.123791e-01
2.009233e-15 2.655856e-01
2.257020e-15 4.981899e-01
2.535364e-15 6.135731e-01
2.848036e-15 3.382781e-01
3.199267e-15 6.005566e-01
3.593814e-15 6.453072e-01
4.037017e-15 6.832611e-01
4.534879e-15 7.763825e-01
5.094138e-15 9.251619e-01
5.722368e-15 8.738208e-01
6.428073e-15 9.952335e-01
7.220809e-15 1.003099e+00
8.111308e-15 1.074653e+00
9.111628e-15 9.261745e-01
1.023531e-14 9.593640e-01
1.149757e-14 1.092017e+00
1.291550e-14 1.274907e+00
1.450829e-14 1.465175e+00
1.629751e-14 1.350499e+00
1.830738e-14 1.590797e+00
2.056512e-14 1.582303e+00
2.310130e-14 1.436182e+00
2.595024e-14 1.553151e+00
2.915053e-14 1.607086e+00
3.274549e-14 1.713430e+00
3.678380e-14 1.651694e+00
4.132012e-14 1.847037e+00
4.641589e-14 1.957745e+00
5.214008e-14 1.831009e+00
5.857021e-14 2.054363e+00
6.579332e-14 1.953874e+00
7.390722e-14 1.963768e+00
8.302176e-14 2.194865e+00
9.326033e-14 2.212286e+00
1.047616e-13 1.824946e+00
1.176812e-13 2.208006e+00
1.321941e-13 2.143929e+00
1.484968e-13 2.404150e+00
1.668101e-13 2.301980e+00
1.873817e-13 2.313906e+00
2.104904e-13 2.367880e+00
2.364489e-13 2.373449e+00
2.656088e-13 2.525635e+00
2.983647e-13 2.524424e+00
3.351603e-13 2.573650e+00
3.764936e-13 2.592075e+00
4.229243e-13 2.786930e+00
4.750810e-13 2.684629e+00
5.336699e-13 2.725573e+00
5.994843e-13 2.917988e+00
6.734151e-13 2.909726e+00
7.564633e-13 3.008348e+00
8.497534e-13 2.982936e+00
9.545485e-13 3.351789e+00
1.072267e-12 3.289550e+00
1.204504e-12 3.310076e+00
1.353048e-12 3.234149e+00
1.519911e-12 3.560170e+00
1.707353e-12 3.573064e+00
1.917910e-12 3.732818e+00
2.154435e-12 3.675633e+00
2.420128e-12 3.773938e+00
2.718588e-12 3.970592e+00
3.053856e-12 3.991989e+00
3.430469e-12 4.244377e+00
3.853529e-12 4.632386e+00
4.328761e-12 4.608006e+00
4.862602e-12 4.394350e+00
5.462277e-12 4.721947e+00
6.135907e-12 4.830698e+00
6.892612e-12 5.181822e+00
7.742637e-12 5.228791e+00
8.697490e-12 5.422143e+00
9.770100e-12 5.528355e+00
1.097499e-11 5.823853e+00
1.232847e-11 5.801235e+00
1.384886e-11 6.316794e+00
1.555676e-11 6.334787e+00
1.747528e-11 6.674095e+00
1.963041e-11 6.947137e+00
2.205131e-11 7.293394e+00
2.477076e-11 7.389169e+00
2.782559e-11 7.963630e+00
3.125716e-11 8.234993e+00
3.511192e-11 8.274537e+00
3.944206e-11 8.377438e+00
4.430621e-11 8.780736e+00
4.977024e-11 9.876505e+00
5.590810e-11 1.003671e+01
6.280291e-11 1.070810e+01
7.054802e-11 1.103419e+01
7.924829e-11 1.114528e+01
8.902151e-11 1.198496e+01
1.000000e-10 1.238509e+01
