# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 1.562500e-01
1.123324e-15 1.562500e-01
1.261857e-15 1.048573e-01
1.417474e-15 1.157548e-01
1.592283e-15 1.562500e-01
1.788650e-15 1.562500e-01
2.009233e-15 1.562500e-01
2.257020e-15 1.562500e-01
2.535364e-15 1.562500e-01
2.848036e-15 1.812912e-01
3.199267e-15 1.622270e-01
3.593814e-15 1.689797e-01
4.037017e-15 2.795983e-01
4.534879e-15 2.802214e-01
5.094138e-15 2.429142e-01
5.722368e-15 4.707347e-01
6.428073e-15 5.660441e-01
7.220809e-15 8.921875e-01
8.111308e-15 1.165663e+00
9.111628e-15 1.275321e+00
1.023531e-14 1.381028e+00
1.149757e-14 1.710734e+00
1.291550e-14 1.491323e+00
1.450829e-14 1.830547e+00
1.629751e-14 1.986041e+00
1.830738e-14 2.123162e+00
2.056512e-14 2.311397e+00
2.310130e-14 2.403828e+00
2.595024e-14 2.659800e+00
2.915053e-14 2.638341e+00
3.274549e-14 2.887042e+00
3.678380e-14 3.002540e+00
4.132012e-14 3.358500e+00
4.641589e-14 3.498596e+00
5.214008e-14 3.799681e+00
5.857021e-14 3.893945e+00
6.579332e-14 4.031408e+00
7.390722e-14 4.143775e+00
8.302176e-14 4.370604e+00
9.326033e-14 4.880636e+00
1.047616e-13 5.164053e+00
1.176812e-13 5.060020e+00
1.321941e-13 5.544443e+00
1.484968e-13 5.476710e+00
1.668101e-13 5.966784e+00
1.873817e-13 5.621272e+00
2.104904e-13 6.256072e+00
2.364489e-13 6.743533e+00
2.656088e-13 6.662007e+00
2.983647e-13 7.324015e+00
3.351603e-13 6.884660e+00
3.764936e-13 7.481444e+00
4.229243e-13 7.350791e+00
4.750810e-13 8.127764e+00
5.336699e-13 7.868198e+00
5.994843e-13 8.395467e+00
6.734151e-13 8.557238e+00
7.564633e-13 8.500054e+00
8.497534e-13 8.799074e+00
9.545485e-13 9.193887e+00
1.072267e-12 9.163557e+00
1.204504e-12 9.228828e+00
1.353048e-12 9.893085e+00
1.519911e-12 9.999443e+00
1.707353e-12 1.120793e+01
1.917910e-12 9.918408e+00
2.154435e-12 1.049749e+01
2.420128e-12 1.103714e+01
2.718588e-12 1.011360e+01
3.053856e-12 1.119450e+01
3.430469e-12 1.136197e+01
3.853529e-12 1.157383e+01
4.328761e-12 1.097751e+01
4.862602e-12 1.193699e+01
5.462277e-12 1.178156e+01
6.135907e-12 1.177842e+01
6.892612e-12 1.274586e+01
7.742637e-12 1.267975e+01
8.697490e-12 1.355258e+01
9.770100e-12 1.293301e+01
1.097499e-11 1.309640e+01
1.232847e-11 1.353549e+01
1.384886e-11 1.428059e+01
1.555676e-11 1.388896e+01
1.747528e-11 1.436575e+01
1.963041e-11 1.478721e+01
2.205131e-11 1.453957e+01
2.477076e-11 1.508024e+01
2.782559e-11 1.522043e+01
3.125716e-11 1.629861e+01
3.511192e-11 1.634864e+01
3.944206e-11 1.765588e+01
4.430621e-11 1.639860e+01
4.977024e-11 1.710578e+01
5.590810e-11 1.791331e+01
6.280291e-11 1.798956e+01
7.054802e-11 1.877962e+01
7.924829e-11 1.878734e+01
8.902151e-11 1.888114e+01
1.000000e-10 2.018332e+01
