# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 1.170313e-01
1.123324e-15 1.092494e-01
1.261857e-15 1.113624e-01
1.417474e-15 1.562500e-01
1.592283e-15 1.562500e-01
1.788650e-15 1.562500e-01
2.009233e-15 1.562500e-01
2.257020e-15 1.562500e-01
2.535364e-15 1.562500e-01
2.848036e-15 1.562500e-01
3.199267e-15 1.562500e-01
3.593814e-15 1.562500e-01
4.037017e-15 1.562500e-01
4.534879e-15 1.562500e-01
5.094138e-15 1.632141e-01
5.722368e-15 2.010388e-01
6.428073e-15 1.968589e-01
7.220809e-15 2.402625e-01
8.111308e-15 3.262815e-01
9.111628e-15 5.927455e-01
1.023531e-14 8.622461e-01
1.149757e-14 1.272399e+00
1.291550e-14 1.544151e+00
1.450829e-14 1.579730e+00
1.629751e-14 1.775081e+00
1.830738e-14 1.899346e+00
2.056512e-14 2.224959e+00
2.310130e-14 2.338998e+00
2.595024e-14 2.726054e+00
2.915053e-14 2.764378e+00
3.274549e-14 3.213456e+00
3.678380e-14 3.493668e+00
4.132012e-14 3.740370e+00
4.641589e-14 3.912486e+00
5.214008e-14 4.146464e+00
5.857021e-14 4.455719e+00
6.579332e-14 4.880285e+00
7.390722e-14 5.470858e+00
8.302176e-14 5.490118e+00
9.326033e-14 5.680347e+00
1.047616e-13 6.161735e+00
1.176812e-13 6.468750e+00
1.321941e-13 7.204887e+00
1.484968e-13 7.502932e+00
1.668101e-13 7.903069e+00
1.873817e-13 8.348849e+00
2.104904e-13 9.139233e+00
2.364489e-13 9.319739e+00
2.656088e-13 1.034043e+01
2.983647e-13 1.125703e+01
3.351603e-13 1.051887e+01
3.764936e-13 1.149066e+01
4.229243e-13 1.203678e+01
4.750810e-13 1.288178e+01
5.336699e-13 1.308441e+01
5.994843e-13 1.353535e+01
6.734151e-13 1.352180e+01
7.564633e-13 1.494894e+01
8.497534e-13 1.529136e+01
9.545485e-13 1.588632e+01
1.072267e-12 1.559759e+01
1.204504e-12 1.601099e+01
1.353048e-12 1.683745e+01
1.519911e-12 1.835355e+01
1.707353e-12 1.781651e+01
1.917910e-12 1.850325e+01
2.154435e-12 1.921511e+01
2.420128e-12 1.934260e+01
2.718588e-12 1.949449e+01
3.053856e-12 2.043253e+01
3.430469e-12 2.089967e+01
3.853529e-12 2.183764e+01
4.328761e-12 2.170681e+01
4.862602e-12 2.213004e+01
5.462277e-12 2.067395e+01
6.135907e-12 2.399085e+01
6.892612e-12 2.346937e+01
7.742637e-12 2.385838e+01
8.697490e-12 2.593944e+01
9.770100e-12 2.573427e+01
1.097499e-11 2.639123e+01
1.232847e-11 2.621441e+01
1.384886e-11 2.669284e+01
1.555676e-11 2.695192e+01
1.747528e-11 2.784966e+01
1.963041e-11 2.925848e+01
2.205131e-11 3.132232e+01
2.477076e-11 2.941122e+01
2.782559e-11 2.893118e+01
3.125716e-11 3.099437e+01
3.511192e-11 3.178036e+01
3.944206e-11 3.238542e+01
4.430621e-11 3.316279e+01
4.977024e-11 3.376853e+01
5.590810e-11 3.323757e+01
6.280291e-11 3.581794e+01
7.054802e-11 3.518428e+01
7.924829e-11 3.793186e+01
8.902151e-11 3.753644e+01
1.000000e-10 3.740688e+01
