# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 1.562500e-01
1.123324e-15 1.562500e-01
1.261857e-15 1.562500e-01
1.417474e-15 1.562500e-01
1.592283e-15 1.562500e-01
1.788650e-15 1.562500e-01
2.009233e-15 1.562500e-01
2.257020e-15 1.562500e-01
2.535364e-15 1.562500e-01
2.848036e-15 1.562500e-01
3.199267e-15 1.562500e-01
3.593814e-15 1.562500e-01
4.037017e-15 1.562500e-01
4.534879e-15 1.562500e-01
5.094138e-15 1.562500e-01
5.722368e-15 1.651051e-01
6.428073e-15 1.663183e-01
7.220809e-15 1.833522e-01
8.111308e-15 1.903939e-01
9.111628e-15 2.000555e-01
1.023531e-14 2.202991e-01
1.149757e-14 2.337118e-01
1.291550e-14 2.384533e-01
1.450829e-14 2.619103e-01
1.629751e-14 2.811028e-01
1.830738e-14 3.038262e-01
2.056512e-14 4.013721e-01
2.310130e-14 6.990956e-01
2.595024e-14 1.664027e+00
2.915053e-14 2.446733e+00
3.274549e-14 3.064337e+00
3.678380e-14 3.439469e+00
4.132012e-14 3.840109e+00
4.641589e-14 4.219612e+00
5.214008e-14 4.471882e+00
5.857021e-14 4.869427e+00
6.579332e-14 5.364544e+00
7.390722e-14 5.867803e+00
8.302176e-14 6.336873e+00
9.326033e-14 6.855642e+00
1.047616e-13 7.625348e+00
1.176812e-13 8.231972e+00
1.321941e-13 8.802667e+00
1.484968e-13 9.800778e+00
1.668101e-13 1.066341e+01
1.873817e-13 1.205355e+01
2.104904e-13 1.298237e+01
2.364489e-13 1.440082e+01
2.656088e-13 1.568453e+01
2.983647e-13 1.756975e+01
3.351603e-13 1.927476e+01
3.764936e-13 2.122004e+01
4.229243e-13 2.359649e+01
4.750810e-13 2.635817e+01
5.336699e-13 2.874538e+01
5.994843e-13 3.192579e+01
6.734151e-13 3.539854e+01
7.564633e-13 4.014005e+01
8.497534e-13 4.457556e+01
9.545485e-13 4.962307e+01
1.072267e-12 5.518223e+01
1.204504e-12 6.143344e+01
1.353048e-12 6.781195e+01
1.519911e-12 7.514219e+01
1.707353e-12 8.411403e+01
1.917910e-12 9.446397e+01
2.154435e-12 1.034809e+02
2.420128e-12 1.182486e+02
2.718588e-12 1.305777e+02
3.053856e-12 1.464185e+02
3.430469e-12 1.669330e+02
3.853529e-12 1.842817e+02
4.328761e-12 2.002249e+02
4.862602e-12 2.286887e+02
5.462277e-12 2.566105e+02
6.135907e-12 2.884068e+02
6.892612e-12 3.267782e+02
7.742637e-12 3.710270e+02
8.697490e-12 4.036447e+02
9.770100e-12 4.611279e+02
1.097499e-11 5.155676e+02
1.232847e-11 5.765922e+02
1.384886e-11 6.381986e+02
1.555676e-11 7.248009e+02
1.747528e-11 8.118469e+02
1.963041e-11 9.126711e+02
2.205131e-11 1.014244e+03
2.477076e-11 1.141840e+03
2.782559e-11 1.274051e+03
3.125716e-11 1.431864e+03
3.511192e-11 1.627475e+03
3.944206e-11 1.823217e+03
4.430621e-11 2.079764e+03
4.977024e-11 2.280922e+03
5.590810e-11 2.638672e+03
6.280291e-11 2.887210e+03
7.054802e-11 3.230941e+03
7.924829e-11 3.674253e+03
8.902151e-11 4.131106e+03
1.000000e-10 4.676404e+03
