# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 1.102139e-01
1.123324e-15 1.562500e-01
1.261857e-15 1.054910e-01
1.417474e-15 1.562500e-01
1.592283e-15 1.562500e-01
1.788650e-15 1.562500e-01
2.009233e-15 1.562500e-01
2.257020e-15 1.562500e-01
2.535364e-15 1.562500e-01
2.848036e-15 1.562500e-01
3.199267e-15 1.562500e-01
3.593814e-15 1.562500e-01
4.037017e-15 1.562500e-01
4.534879e-15 1.562500e-01
5.094138e-15 1.562500e-01
5.722368e-15 1.562500e-01
6.428073e-15 1.562500e-01
7.220809e-15 1.562500e-01
8.111308e-15 1.604390e-01
9.111628e-15 1.754341e-01
1.023531e-14 1.855660e-01
1.149757e-14 2.045303e-01
1.291550e-14 2.581956e-01
1.450829e-14 3.013291e-01
1.629751e-14 4.161946e-01
1.830738e-14 7.090259e-01
2.056512e-14 8.033592e-01
2.310130e-14 1.109398e+00
2.595024e-14 1.660630e+00
2.915053e-14 1.981890e+00
3.274549e-14 2.435881e+00
3.678380e-14 2.818228e+00
4.132012e-14 3.196140e+00
4.641589e-14 3.462839e+00
5.214008e-14 3.919216e+00
5.857021e-14 4.216030e+00
6.579332e-14 4.664372e+00
7.390722e-14 5.081710e+00
8.302176e-14 5.642532e+00
9.326033e-14 6.041880e+00
1.047616e-13 6.987729e+00
1.176812e-13 7.509673e+00
1.321941e-13 8.243572e+00
1.484968e-13 9.279220e+00
1.668101e-13 1.012791e+01
1.873817e-13 1.133834e+01
2.104904e-13 1.228383e+01
2.364489e-13 1.346917e+01
2.656088e-13 1.482102e+01
2.983647e-13 1.646991e+01
3.351603e-13 1.839598e+01
3.764936e-13 2.047593e+01
4.229243e-13 2.198130e+01
4.750810e-13 2.451662e+01
5.336699e-13 2.689306e+01
5.994843e-13 3.011331e+01
6.734151e-13 3.190975e+01
7.564633e-13 3.496341e+01
8.497534e-13 3.819751e+01
9.545485e-13 4.157079e+01
1.072267e-12 4.610168e+01
1.204504e-12 4.969074e+01
1.353048e-12 5.335576e+01
1.519911e-12 5.914639e+01
1.707353e-12 6.339650e+01
1.917910e-12 6.577084e+01
2.154435e-12 7.304978e+01
2.420128e-12 8.108096e+01
2.718588e-12 8.514724e+01
3.053856e-12 9.192846e+01
3.430469e-12 9.846833e+01
3.853529e-12 1.069557e+02
4.328761e-12 1.125514e+02
4.862602e-12 1.223480e+02
5.462277e-12 1.289053e+02
6.135907e-12 1.389966e+02
6.892612e-12 1.475748e+02
7.742637e-12 1.584269e+02
8.697490e-12 1.650901e+02
9.770100e-12 1.679829e+02
1.097499e-11 1.805422e+02
1.232847e-11 1.883387e+02
1.384886e-11 1.901698e+02
1.555676e-11 2.163767e+02
1.747528e-11 2.092416e+02
1.963041e-11 2.374215e+02
2.205131e-11 2.469404e+02
2.477076e-11 2.485017e+02
2.782559e-11 2.536692e+02
3.125716e-11 2.714252e+02
3.511192e-11 2.763419e+02
3.944206e-11 3.008866e+02
4.430621e-11 3.239372e+02
4.977024e-11 3.153703e+02
5.590810e-11 3.490816e+02
6.280291e-11 3.319529e+02
7.054802e-11 3.549855e+02
7.924829e-11 3.860547e+02
8.902151e-11 4.061996e+02
1.000000e-10 3.930517e+02
