# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 1.145536e-01
1.123324e-15 1.395553e-01
1.261857e-15 1.562500e-01
1.417474e-15 1.562500e-01
1.592283e-15 1.562500e-01
1.788650e-15 1.562500e-01
2.009233e-15 1.562500e-01
2.257020e-15 1.562500e-01
2.535364e-15 1.671669e-01
2.848036e-15 2.464424e-01
3.199267e-15 2.510557e-01
3.593814e-15 2.736646e-01
4.037017e-15 4.575822e-01
4.534879e-15 5.034049e-01
5.094138e-15 6.539690e-01
5.722368e-15 4.384288e-01
6.428073e-15 8.926808e-01
7.220809e-15 1.030021e+00
8.111308e-15 1.288816e+00
9.111628e-15 1.411010e+00
1.023531e-14 1.332285e+00
1.149757e-14 1.475331e+00
1.291550e-14 1.630247e+00
1.450829e-14 1.853270e+00
1.629751e-14 1.763792e+00
1.830738e-14 2.022038e+00
2.056512e-14 2.258095e+00
2.310130e-14 2.152784e+00
2.595024e-14 2.283935e+00
2.915053e-14 2.484855e+00
3.274549e-14 2.570334e+00
3.678380e-14 2.704384e+00
4.132012e-14 2.891905e+00
4.641589e-14 3.291073e+00
5.214008e-14 3.272816e+00
5.857021e-14 3.542326e+00
6.579332e-14 3.767741e+00
7.390722e-14 3.824459e+00
8.302176e-14 3.766587e+00
9.326033e-14 4.396899e+00
1.047616e-13 4.154183e+00
1.176812e-13 4.101838e+00
1.321941e-13 4.460350e+00
1.484968e-13 4.971244e+00
1.668101e-13 4.929142e+00
1.873817e-13 5.153652e+00
2.104904e-13 5.111837e+00
2.364489e-13 5.313098e+00
2.656088e-13 5.702604e+00
2.983647e-13 6.311401e+00
3.351603e-13 5.970703e+00
3.764936e-13 6.004065e+00
4.229243e-13 5.887489e+00
4.750810e-13 6.456880e+00
5.336699e-13 6.756649e+00
5.994843e-13 6.723067e+00
6.734151e-13 6.563907e+00
7.564633e-13 6.613894e+00
8.497534e-13 7.463471e+00
9.545485e-13 7.628943e+00
1.072267e-12 7.488004e+00
1.204504e-12 7.572107e+00
1.353048e-12 7.931428e+00
1.519911e-12 7.689553e+00
1.707353e-12 8.352144e+00
1.917910e-12 8.522401e+00
2.154435e-12 8.239653e+00
2.420128e-12 8.476207e+00
2.718588e-12 8.456418e+00
3.053856e-12 7.930827e+00
3.430469e-12 9.077269e+00
3.853529e-12 9.388120e+00
4.328761e-12 9.390103e+00
4.862602e-12 1.019698e+01
5.462277e-12 9.624711e+00
6.135907e-12 1.006002e+01
6.892612e-12 1.035458e+01
7.742637e-12 1.051693e+01
8.697490e-12 1.025326e+01
9.770100e-12 1.038643e+01
1.097499e-11 1.034421e+01
1.232847e-11 1.144663e+01
1.384886e-11 1.095822e+01
1.555676e-11 1.135717e+01
1.747528e-11 1.132706e+01
1.963041e-11 1.199186e+01
2.205131e-11 1.232149e+01
2.477076e-11 1.209351e+01
2.782559e-11 1.179225e+01
3.125716e-11 1.304042e+01
3.511192e-11 1.350047e+01
3.944206e-11 1.376129e+01
4.430621e-11 1.459943e+01
4.977024e-11 1.348340e+01
5.590810e-11 1.503313e+01
6.280291e-11 1.482188e+01
7.054802e-11 1.575568e+01
7.924829e-11 1.536477e+01
8.902151e-11 1.592377e+01
1.000000e-10 1.665433e+01
