# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 1.098703e-01
1.123324e-15 1.562500e-01
1.261857e-15 1.562500e-01
1.417474e-15 1.113440e-01
1.592283e-15 1.562500e-01
1.788650e-15 2.466416e-01
2.009233e-15 1.562501e-01
2.257020e-15 1.842265e-01
2.535364e-15 2.239666e-01
2.848036e-15 6.052026e-01
3.199267e-15 3.777833e-01
3.593814e-15 5.230000e-01
4.037017e-15 7.917650e-01
4.534879e-15 7.950616e-01
5.094138e-15 9.036403e-01
5.722368e-15 9.252660e-01
6.428073e-15 1.022317e+00
7.220809e-15 1.300966e+00
8.111308e-15 1.110020e+00
9.111628e-15 1.407684e+00
1.023531e-14 1.653331e+00
1.149757e-14 1.267631e+00
1.291550e-14 1.520831e+00
1.450829e-14 1.727386e+00
1.629751e-14 1.839546e+00
1.830738e-14 1.938145e+00
2.056512e-14 2.042531e+00
2.310130e-14 2.210753e+00
2.595024e-14 2.282717e+00
2.915053e-14 2.173877e+00
3.274549e-14 2.225216e+00
3.678380e-14 2.329094e+00
4.132012e-14 2.600776e+00
4.641589e-14 2.783139e+00
5.214008e-14 2.692499e+00
5.857021e-14 2.839047e+00
6.579332e-14 2.754298e+00
7.390722e-14 3.166949e+00
8.302176e-14 3.292652e+00
9.326033e-14 3.463399e+00
1.047616e-13 3.365423e+00
1.176812e-13 3.658292e+00
1.321941e-13 3.707429e+00
1.484968e-13 3.562103e+00
1.668101e-13 3.996845e+00
1.873817e-13 3.825517e+00
2.104904e-13 3.969541e+00
2.364489e-13 3.821417e+00
2.656088e-13 4.120843e+00
2.983647e-13 4.191482e+00
3.351603e-13 4.517692e+00
3.764936e-13 4.155708e+00
4.229243e-13 4.852692e+00
4.750810e-13 4.719922e+00
5.336699e-13 4.986100e+00
5.994843e-13 4.885406e+00
6.734151e-13 4.960355e+00
7.564633e-13 5.125451e+00
8.497534e-13 5.227595e+00
9.545485e-13 5.442703e+00
1.072267e-12 5.508351e+00
1.204504e-12 5.710461e+00
1.353048e-12 5.480548e+00
1.519911e-12 5.568573e+00
1.707353e-12 5.889732e+00
1.917910e-12 6.229613e+00
2.154435e-12 6.064288e+00
2.420128e-12 6.350391e+00
2.718588e-12 6.378356e+00
3.053856e-12 6.343075e+00
3.430469e-12 6.770758e+00
3.853529e-12 6.578345e+00
4.328761e-12 7.074691e+00
4.862602e-12 6.953704e+00
5.462277e-12 7.550492e+00
6.135907e-12 7.588472e+00
6.892612e-12 7.371631e+00
7.742637e-12 7.800228e+00
8.697490e-12 7.614678e+00
9.770100e-12 8.080076e+00
1.097499e-11 8.162419e+00
1.232847e-11 7.842893e+00
1.384886e-11 8.371986e+00
1.555676e-11 8.513467e+00
1.747528e-11 8.759239e+00
1.963041e-11 8.841874e+00
2.205131e-11 9.487597e+00
2.477076e-11 9.804353e+00
2.782559e-11 9.414856e+00
3.125716e-11 1.028006e+01
3.511192e-11 1.054066e+01
3.944206e-11 1.005285e+01
4.430621e-11 1.155569e+01
4.977024e-11 1.132304e+01
5.590810e-11 1.119627e+01
6.280291e-11 1.207485e+01
7.054802e-11 1.253815e+01
7.924829e-11 1.257335e+01
8.902151e-11 1.274156e+01
1.000000e-10 1.366597e+01
