# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 1.172665e-01
1.123324e-15 1.150812e-01
1.261857e-15 1.562500e-01
1.417474e-15 1.562500e-01
1.592283e-15 1.562500e-01
1.788650e-15 1.562500e-01
2.009233e-15 1.562500e-01
2.257020e-15 1.562500e-01
2.535364e-15 1.562500e-01
2.848036e-15 1.562500e-01
3.199267e-15 1.562500e-01
3.593814e-15 1.562500e-01
4.037017e-15 1.562500e-01
4.534879e-15 1.562500e-01
5.094138e-15 1.562500e-01
5.722368e-15 1.622307e-01
6.428073e-15 1.837177e-01
7.220809e-15 2.551176e-01
8.111308e-15 3.095585e-01
9.111628e-15 3.177216e-01
1.023531e-14 6.175005e-01
1.149757e-14 9.153442e-01
1.291550e-14 1.229479e+00
1.450829e-14 1.304482e+00
1.629751e-14 1.523785e+00
1.830738e-14 1.701863e+00
2.056512e-14 1.866080e+00
2.310130e-14 2.287455e+00
2.595024e-14 2.436040e+00
2.915053e-14 2.783319e+00
3.274549e-14 3.036163e+00
3.678380e-14 3.115531e+00
4.132012e-14 3.472551e+00
4.641589e-14 4.024870e+00
5.214008e-14 4.097471e+00
5.857021e-14 4.370093e+00
6.579332e-14 4.949518e+00
7.390722e-14 5.154454e+00
8.302176e-14 5.700640e+00
9.326033e-14 5.755422e+00
1.047616e-13 6.706172e+00
1.176812e-13 7.068481e+00
1.321941e-13 7.376531e+00
1.484968e-13 8.200299e+00
1.668101e-13 8.160014e+00
1.873817e-13 8.926573e+00
2.104904e-13 9.643318e+00
2.364489e-13 1.037782e+01
2.656088e-13 1.143333e+01
2.983647e-13 1.159828e+01
3.351603e-13 1.199702e+01
3.764936e-13 1.301331e+01
4.229243e-13 1.399651e+01
4.750810e-13 1.464752e+01
5.336699e-13 1.491222e+01
5.994843e-13 1.620872e+01
6.734151e-13 1.586108e+01
7.564633e-13 1.706575e+01
8.497534e-13 1.765308e+01
9.545485e-13 1.886508e+01
1.072267e-12 1.848746e+01
1.204504e-12 1.839353e+01
1.353048e-12 2.086656e+01
1.519911e-12 2.277119e+01
1.707353e-12 2.211601e+01
1.917910e-12 2.369370e+01
2.154435e-12 2.345709e+01
2.420128e-12 2.473919e+01
2.718588e-12 2.513951e+01
3.053856e-12 2.538331e+01
3.430469e-12 2.490788e+01
3.853529e-12 2.667690e+01
4.328761e-12 2.670771e+01
4.862602e-12 2.693131e+01
5.462277e-12 2.753580e+01
6.135907e-12 2.886320e+01
6.892612e-12 3.035473e+01
7.742637e-12 3.073805e+01
8.697490e-12 3.272944e+01
9.770100e-12 3.254238e+01
1.097499e-11 3.200807e+01
1.232847e-11 3.373903e+01
1.384886e-11 3.301859e+01
1.555676e-11 3.466613e+01
1.747528e-11 3.373980e+01
1.963041e-11 3.755134e+01
2.205131e-11 3.727699e+01
2.477076e-11 3.817750e+01
2.782559e-11 3.684781e+01
3.125716e-11 3.893698e+01
3.511192e-11 3.835154e+01
3.944206e-11 4.211329e+01
4.430621e-11 4.051974e+01
4.977024e-11 4.234895e+01
5.590810e-11 4.388984e+01
6.280291e-11 4.239587e+01
7.054802e-11 4.385054e+01
7.924829e-11 4.661259e+01
8.902151e-11 4.523512e+01
1.000000e-10 4.711937e+01
