# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 1.562500e-01
1.123324e-15 1.604202e-01
1.261857e-15 1.666738e-01
1.417474e-15 1.562500e-01
1.592283e-15 1.749420e-01
1.788650e-15 1.562500e-01
2.009233e-15 2.855510e-01
2.257020e-15 2.706949e-01
2.535364e-15 6.071497e-01
2.848036e-15 4.975252e-01
3.199267e-15 8.146970e-01
3.593814e-15 8.125088e-01
4.037017e-15 7.123048e-01
4.534879e-15 1.098937e+00
5.094138e-15 8.843317e-01
5.722368e-15 8.453526e-01
6.428073e-15 9.035844e-01
7.220809e-15 1.178323e+00
8.111308e-15 1.108707e+00
9.111628e-15 1.435281e+00
1.023531e-14 1.394300e+00
1.149757e-14 1.299823e+00
1.291550e-14 1.610224e+00
1.450829e-14 1.540155e+00
1.629751e-14 1.604373e+00
1.830738e-14 1.781549e+00
2.056512e-14 1.628216e+00
2.310130e-14 1.927494e+00
2.595024e-14 1.858300e+00
2.915053e-14 1.888775e+00
3.274549e-14 2.094891e+00
3.678380e-14 2.244567e+00
4.132012e-14 2.420394e+00
4.641589e-14 2.739969e+00
5.214008e-14 2.305922e+00
5.857021e-14 2.595924e+00
6.579332e-14 2.696429e+00
7.390722e-14 2.661299e+00
8.302176e-14 2.687299e+00
9.326033e-14 2.762399e+00
1.047616e-13 3.063122e+00
1.176812e-13 3.127181e+00
1.321941e-13 3.000342e+00
1.484968e-13 3.179341e+00
1.668101e-13 3.150698e+00
1.873817e-13 3.439221e+00
2.104904e-13 3.530479e+00
2.364489e-13 3.718782e+00
2.656088e-13 3.623375e+00
2.983647e-13 3.629463e+00
3.351603e-13 3.630339e+00
3.764936e-13 4.047751e+00
4.229243e-13 3.971120e+00
4.750810e-13 3.921879e+00
5.336699e-13 3.912505e+00
5.994843e-13 3.964431e+00
6.734151e-13 4.064607e+00
7.564633e-13 4.297562e+00
8.497534e-13 4.354118e+00
9.545485e-13 4.507871e+00
1.072267e-12 4.437585e+00
1.204504e-12 4.628288e+00
1.353048e-12 4.682975e+00
1.519911e-12 4.870762e+00
1.707353e-12 4.656570e+00
1.917910e-12 5.222974e+00
2.154435e-12 5.043024e+00
2.420128e-12 5.367992e+00
2.718588e-12 5.365976e+00
3.053856e-12 5.507367e+00
3.430469e-12 5.750498e+00
3.853529e-12 5.732200e+00
4.328761e-12 5.324987e+00
4.862602e-12 5.628894e+00
5.462277e-12 6.512205e+00
6.135907e-12 5.940746e+00
6.892612e-12 6.159172e+00
7.742637e-12 6.706339e+00
8.697490e-12 6.680447e+00
9.770100e-12 6.785617e+00
1.097499e-11 7.188606e+00
1.232847e-11 7.567773e+00
1.384886e-11 7.508727e+00
1.555676e-11 7.576315e+00
1.747528e-11 7.678275e+00
1.963041e-11 8.402027e+00
2.205131e-11 8.539539e+00
2.477076e-11 8.445907e+00
2.782559e-11 8.790825e+00
3.125716e-11 8.932681e+00
3.511192e-11 8.723330e+00
3.944206e-11 9.172476e+00
4.430621e-11 1.026040e+01
4.977024e-11 1.003287e+01
5.590810e-11 1.063484e+01
6.280291e-11 1.087354e+01
7.054802e-11 1.127282e+01
7.924829e-11 1.088253e+01
8.902151e-11 1.172693e+01
1.000000e-10 1.332594e+01
