# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 3.260886e-01
1.123324e-15 2.287237e-01
1.261857e-15 4.772508e-01
1.417474e-15 4.258378e-01
1.592283e-15 5.064523e-01
1.788650e-15 2.695719e-01
2.009233e-15 3.063074e-01
2.257020e-15 7.351534e-01
2.535364e-15 4.142725e-01
2.848036e-15 5.217749e-01
3.199267e-15 5.709274e-01
3.593814e-15 6.252345e-01
4.037017e-15 5.563380e-01
4.534879e-15 7.108390e-01
5.094138e-15 4.851039e-01
5.722368e-15 8.760315e-01
6.428073e-15 8.691683e-01
7.220809e-15 7.339258e-01
8.111308e-15 8.002616e-01
9.111628e-15 9.558863e-01
1.023531e-14 9.339495e-01
1.149757e-14 1.166659e+00
1.291550e-14 7.845105e-01
1.450829e-14 1.191246e+00
1.629751e-14 1.297941e+00
1.830738e-14 1.325945e+00
2.056512e-14 1.078196e+00
2.310130e-14 1.404700e+00
2.595024e-14 1.303681e+00
2.915053e-14 1.475066e+00
3.274549e-14 1.313669e+00
3.678380e-14 1.453388e+00
4.132012e-14 1.664629e+00
4.641589e-14 1.490082e+00
5.214008e-14 1.667941e+00
5.857021e-14 1.687252e+00
6.579332e-14 1.576647e+00
7.390722e-14 1.619002e+00
8.302176e-14 1.754815e+00
9.326033e-14 1.588582e+00
1.047616e-13 1.673748e+00
1.176812e-13 1.725067e+00
1.321941e-13 1.701970e+00
1.484968e-13 1.707289e+00
1.668101e-13 1.889829e+00
1.873817e-13 1.807931e+00
2.104904e-13 1.904239e+00
2.364489e-13 1.918616e+00
2.656088e-13 1.983227e+00
2.983647e-13 1.855730e+00
3.351603e-13 2.063081e+00
3.764936e-13 2.174725e+00
4.229243e-13 2.279977e+00
4.750810e-13 2.058715e+00
5.336699e-13 2.359939e+00
5.994843e-13 2.376732e+00
6.734151e-13 2.417670e+00
7.564633e-13 2.235481e+00
8.497534e-13 2.550718e+00
9.545485e-13 2.530217e+00
1.072267e-12 2.563384e+00
1.204504e-12 2.756918e+00
1.353048e-12 2.856376e+00
1.519911e-12 2.987607e+00
1.707353e-12 3.234054e+00
1.917910e-12 3.170418e+00
2.154435e-12 3.276979e+00
2.420128e-12 3.549150e+00
2.718588e-12 3.669562e+00
3.053856e-12 3.787878e+00
3.430469e-12 3.834449e+00
3.853529e-12 3.943261e+00
4.328761e-12 4.152662e+00
4.862602e-12 4.364200e+00
5.462277e-12 4.472218e+00
6.135907e-12 4.587618e+00
6.892612e-12 4.863089e+00
7.742637e-12 5.040044e+00
8.697490e-12 5.036406e+00
9.770100e-12 5.502830e+00
1.097499e-11 5.848151e+00
1.232847e-11 5.758599e+00
1.384886e-11 5.997485e+00
1.555676e-11 6.295516e+00
1.747528e-11 6.880435e+00
1.963041e-11 6.993365e+00
2.205131e-11 7.897499e+00
2.477076e-11 7.913159e+00
2.782559e-11 8.492833e+00
3.125716e-11 8.790381e+00
3.511192e-11 8.808193e+00
3.944206e-11 9.619894e+00
4.430621e-11 1.018843e+01
4.977024e-11 1.104685e+01
5.590810e-11 1.161848e+01
6.280291e-11 1.197935e+01
7.054802e-11 1.275647e+01
7.924829e-11 1.295645e+01
8.902151e-11 1.424693e+01
1.000000e-10 1.486990e+01
