# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 1.562500e-01
1.123324e-15 1.562500e-01
1.261857e-15 1.115070e-01
1.417474e-15 1.562500e-01
1.592283e-15 1.562500e-01
1.788650e-15 1.562500e-01
2.009233e-15 1.562500e-01
2.257020e-15 1.562500e-01
2.535364e-15 1.562500e-01
2.848036e-15 1.562500e-01
3.199267e-15 1.562500e-01
3.593814e-15 1.668130e-01
4.037017e-15 1.877819e-01
4.534879e-15 2.050279e-01
5.094138e-15 2.195449e-01
5.722368e-15 4.535888e-01
6.428073e-15 5.052816e-01
7.220809e-15 7.599563e-01
8.111308e-15 1.018530e+00
9.111628e-15 1.226108e+00
1.023531e-14 1.297562e+00
1.149757e-14 1.611063e+00
1.291550e-14 1.458047e+00
1.450829e-14 1.790054e+00
1.629751e-14 1.962598e+00
1.830738e-14 2.258734e+00
2.056512e-14 2.366364e+00
2.310130e-14 2.519492e+00
2.595024e-14 2.562571e+00
2.915053e-14 2.916726e+00
3.274549e-14 3.019516e+00
3.678380e-14 3.333351e+00
4.132012e-14 3.467418e+00
4.641589e-14 3.621835e+00
5.214008e-14 3.882678e+00
5.857021e-14 3.830499e+00
6.579332e-14 4.556523e+00
7.390722e-14 4.771909e+00
8.302176e-14 4.651987e+00
9.326033e-14 4.988276e+00
1.047616e-13 5.443890e+00
1.176812e-13 5.642685e+00
1.321941e-13 5.759573e+00
1.484968e-13 6.226915e+00
1.668101e-13 6.172518e+00
1.873817e-13 6.455737e+00
2.104904e-13 6.967534e+00
2.364489e-13 7.125912e+00
2.656088e-13 7.471008e+00
2.983647e-13 7.908235e+00
3.351603e-13 8.177902e+00
3.764936e-13 8.115795e+00
4.229243e-13 8.582437e+00
4.750810e-13 9.100151e+00
5.336699e-13 8.906198e+00
5.994843e-13 9.426686e+00
6.734151e-13 9.518419e+00
7.564633e-13 9.469384e+00
8.497534e-13 9.931078e+00
9.545485e-13 1.031164e+01
1.072267e-12 1.086265e+01
1.204504e-12 1.055285e+01
1.353048e-12 1.129978e+01
1.519911e-12 1.053780e+01
1.707353e-12 1.180870e+01
1.917910e-12 1.186530e+01
2.154435e-12 1.186211e+01
2.420128e-12 1.263371e+01
2.718588e-12 1.290185e+01
3.053856e-12 1.261518e+01
3.430469e-12 1.298689e+01
3.853529e-12 1.318916e+01
4.328761e-12 1.350764e+01
4.862602e-12 1.439715e+01
5.462277e-12 1.445530e+01
6.135907e-12 1.352126e+01
6.892612e-12 1.434443e+01
7.742637e-12 1.465772e+01
8.697490e-12 1.475344e+01
9.770100e-12 1.532349e+01
1.097499e-11 1.592610e+01
1.232847e-11 1.525797e+01
1.384886e-11 1.646974e+01
1.555676e-11 1.626220e+01
1.747528e-11 1.589716e+01
1.963041e-11 1.710896e+01
2.205131e-11 1.770400e+01
2.477076e-11 1.745955e+01
2.782559e-11 1.769072e+01
3.125716e-11 1.805093e+01
3.511192e-11 1.876174e+01
3.944206e-11 1.901439e+01
4.430621e-11 1.884207e+01
4.977024e-11 2.076403e+01
5.590810e-11 1.988731e+01
6.280291e-11 2.039718e+01
7.054802e-11 2.114083e+01
7.924829e-11 2.207293e+01
8.902151e-11 2.269009e+01
1.000000e-10 2.315441e+01
