# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 1.088076e-01
1.123324e-15 1.562500e-01
1.261857e-15 1.562500e-01
1.417474e-15 1.562500e-01
1.592283e-15 1.562500e-01
1.788650e-15 1.562500e-01
2.009233e-15 1.562500e-01
2.257020e-15 1.562500e-01
2.535364e-15 1.562500e-01
2.848036e-15 1.562500e-01
3.199267e-15 1.562500e-01
3.593814e-15 1.562500e-01
4.037017e-15 1.562500e-01
4.534879e-15 1.562500e-01
5.094138e-15 1.562500e-01
5.722368e-15 1.562500e-01
6.428073e-15 1.679373e-01
7.220809e-15 1.777446e-01
8.111308e-15 1.822038e-01
9.111628e-15 1.994263e-01
1.023531e-14 2.167830e-01
1.149757e-14 2.307719e-01
1.291550e-14 2.392691e-01
1.450829e-14 2.544855e-01
1.629751e-14 2.744883e-01
1.830738e-14 2.854659e-01
2.056512e-14 4.282061e-01
2.310130e-14 7.851239e-01
2.595024e-14 1.456294e+00
2.915053e-14 2.331058e+00
3.274549e-14 2.798830e+00
3.678380e-14 3.431294e+00
4.132012e-14 3.742013e+00
4.641589e-14 4.203703e+00
5.214008e-14 4.525593e+00
5.857021e-14 4.895540e+00
6.579332e-14 5.278191e+00
7.390722e-14 5.678094e+00
8.302176e-14 6.208410e+00
9.326033e-14 6.874055e+00
1.047616e-13 7.528839e+00
1.176812e-13 8.151862e+00
1.321941e-13 9.164864e+00
1.484968e-13 9.883834e+00
1.668101e-13 1.082164e+01
1.873817e-13 1.197607e+01
2.104904e-13 1.325980e+01
2.364489e-13 1.415575e+01
2.656088e-13 1.612504e+01
2.983647e-13 1.750268e+01
3.351603e-13 1.918238e+01
3.764936e-13 2.131583e+01
4.229243e-13 2.403772e+01
4.750810e-13 2.650710e+01
5.336699e-13 2.977423e+01
5.994843e-13 3.271963e+01
6.734151e-13 3.612161e+01
7.564633e-13 4.013017e+01
8.497534e-13 4.453800e+01
9.545485e-13 4.940380e+01
1.072267e-12 5.522981e+01
1.204504e-12 6.180881e+01
1.353048e-12 6.878754e+01
1.519911e-12 7.629305e+01
1.707353e-12 8.523667e+01
1.917910e-12 9.454828e+01
2.154435e-12 1.057791e+02
2.420128e-12 1.187919e+02
2.718588e-12 1.319033e+02
3.053856e-12 1.484765e+02
3.430469e-12 1.670239e+02
3.853529e-12 1.841545e+02
4.328761e-12 2.077440e+02
4.862602e-12 2.336291e+02
5.462277e-12 2.622879e+02
6.135907e-12 2.938264e+02
6.892612e-12 3.229638e+02
7.742637e-12 3.660779e+02
8.697490e-12 4.043950e+02
9.770100e-12 4.678320e+02
1.097499e-11 5.190620e+02
1.232847e-11 5.789214e+02
1.384886e-11 6.553436e+02
1.555676e-11 7.325423e+02
1.747528e-11 8.063104e+02
1.963041e-11 9.199481e+02
2.205131e-11 1.035295e+03
2.477076e-11 1.179701e+03
2.782559e-11 1.308369e+03
3.125716e-11 1.459739e+03
3.511192e-11 1.623987e+03
3.944206e-11 1.843861e+03
4.430621e-11 2.116900e+03
4.977024e-11 2.331423e+03
5.590810e-11 2.605674e+03
6.280291e-11 2.951278e+03
7.054802e-11 3.333312e+03
7.924829e-11 3.713635e+03
8.902151e-11 4.115091e+03
1.000000e-10 4.735965e+03
