# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 1.562500e-01
1.123324e-15 1.420217e-01
1.261857e-15 1.562500e-01
1.417474e-15 1.562500e-01
1.592283e-15 1.562500e-01
1.788650e-15 1.659662e-01
2.009233e-15 1.562500e-01
2.257020e-15 3.991339e-01
2.535364e-15 2.843247e-01
2.848036e-15 4.683423e-01
3.199267e-15 6.399599e-01
3.593814e-15 5.672270e-01
4.037017e-15 7.436779e-01
4.534879e-15 5.754630e-01
5.094138e-15 1.060866e+00
5.722368e-15 9.904130e-01
6.428073e-15 1.013902e+00
7.220809e-15 1.375358e+00
8.111308e-15 1.240189e+00
9.111628e-15 1.427076e+00
1.023531e-14 1.344398e+00
1.149757e-14 1.426884e+00
1.291550e-14 1.811319e+00
1.450829e-14 1.738452e+00
1.629751e-14 1.953250e+00
1.830738e-14 1.933832e+00
2.056512e-14 2.092490e+00
2.310130e-14 2.059684e+00
2.595024e-14 2.391507e+00
2.915053e-14 2.612121e+00
3.274549e-14 2.425687e+00
3.678380e-14 2.395162e+00
4.132012e-14 2.649827e+00
4.641589e-14 2.709692e+00
5.214008e-14 2.683519e+00
5.857021e-14 3.038471e+00
6.579332e-14 3.229625e+00
7.390722e-14 2.939317e+00
8.302176e-14 3.434810e+00
9.326033e-14 3.239406e+00
1.047616e-13 3.694576e+00
1.176812e-13 3.642334e+00
1.321941e-13 3.610286e+00
1.484968e-13 3.739655e+00
1.668101e-13 3.930000e+00
1.873817e-13 3.975040e+00
2.104904e-13 4.110334e+00
2.364489e-13 3.962397e+00
2.656088e-13 4.193904e+00
2.983647e-13 4.584898e+00
3.351603e-13 4.354601e+00
3.764936e-13 4.372055e+00
4.229243e-13 4.429106e+00
4.750810e-13 4.623275e+00
5.336699e-13 4.707107e+00
5.994843e-13 4.922741e+00
6.734151e-13 5.232238e+00
7.564633e-13 5.476018e+00
8.497534e-13 5.342909e+00
9.545485e-13 5.548097e+00
1.072267e-12 5.408524e+00
1.204504e-12 5.577578e+00
1.353048e-12 5.702289e+00
1.519911e-12 5.535968e+00
1.707353e-12 6.029169e+00
1.917910e-12 6.239787e+00
2.154435e-12 6.081831e+00
2.420128e-12 6.139951e+00
2.718588e-12 6.148537e+00
3.053856e-12 6.724171e+00
3.430469e-12 6.576188e+00
3.853529e-12 6.820938e+00
4.328761e-12 7.167295e+00
4.862602e-12 7.153400e+00
5.462277e-12 7.382590e+00
6.135907e-12 7.371094e+00
6.892612e-12 7.734594e+00
7.742637e-12 7.745417e+00
8.697490e-12 8.116222e+00
9.770100e-12 7.828774e+00
1.097499e-11 8.018834e+00
1.232847e-11 8.597640e+00
1.384886e-11 8.722992e+00
1.555676e-11 8.227627e+00
1.747528e-11 8.743130e+00
1.963041e-11 9.264199e+00
2.205131e-11 9.392572e+00
2.477076e-11 9.880929e+00
2.782559e-11 1.042376e+01
3.125716e-11 1.053541e+01
3.511192e-11 1.098732e+01
3.944206e-11 9.976185e+00
4.430621e-11 1.106931e+01
4.977024e-11 1.166951e+01
5.590810e-11 1.205106e+01
6.280291e-11 1.182504e+01
7.054802e-11 1.215179e+01
7.924829e-11 1.299752e+01
8.902151e-11 1.348959e+01
1.000000e-10 1.372166e+01
