# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 2.156358e-01
1.123324e-15 2.955117e-01
1.261857e-15 2.145863e-01
1.417474e-15 2.888807e-01
1.592283e-15 4.162135e-01
1.788650e-15 3.603065e-01
2.009233e-15 3.964001e-01
2.257020e-15 7.579547e-01
2.535364e-15 6.594683e-01
2.848036e-15 7.312205e-01
3.199267e-15 7.239791e-01
3.593814e-15 4.426457e-01
4.037017e-15 8.744752e-01
4.534879e-15 8.741987e-01
5.094138e-15 9.802581e-01
5.722368e-15 8.583139e-01
6.428073e-15 1.159638e+00
7.220809e-15 1.021504e+00
8.111308e-15 1.194453e+00
9.111628e-15 1.244501e+00
1.023531e-14 1.419170e+00
1.149757e-14 1.460071e+00
1.291550e-14 1.593347e+00
1.450829e-14 1.405394e+00
1.629751e-14 1.646611e+00
1.830738e-14 1.635943e+00
2.056512e-14 1.626827e+00
2.310130e-14 1.697761e+00
2.595024e-14 1.991878e+00
2.915053e-14 1.930635e+00
3.274549e-14 1.903129e+00
3.678380e-14 1.993015e+00
4.132012e-14 2.010045e+00
4.641589e-14 2.064344e+00
5.214008e-14 2.277799e+00
5.857021e-14 2.185527e+00
6.579332e-14 2.120648e+00
7.390722e-14 2.380054e+00
8.302176e-14 2.372850e+00
9.326033e-14 2.610897e+00
1.047616e-13 2.616043e+00
1.176812e-13 2.713916e+00
1.321941e-13 2.831031e+00
1.484968e-13 2.797761e+00
1.668101e-13 2.931386e+00
1.873817e-13 3.124386e+00
2.104904e-13 3.134618e+00
2.364489e-13 2.929011e+00
2.656088e-13 3.398288e+00
2.983647e-13 3.346343e+00
3.351603e-13 3.168063e+00
3.764936e-13 3.322713e+00
4.229243e-13 3.213087e+00
4.750810e-13 3.445872e+00
5.336699e-13 3.424270e+00
5.994843e-13 3.286112e+00
6.734151e-13 3.464989e+00
7.564633e-13 3.604340e+00
8.497534e-13 3.711996e+00
9.545485e-13 3.905697e+00
1.072267e-12 3.967327e+00
1.204504e-12 3.894951e+00
1.353048e-12 4.000366e+00
1.519911e-12 4.128955e+00
1.707353e-12 4.324102e+00
1.917910e-12 4.177864e+00
2.154435e-12 4.767368e+00
2.420128e-12 4.255924e+00
2.718588e-12 4.697774e+00
3.053856e-12 4.836834e+00
3.430469e-12 4.735087e+00
3.853529e-12 4.773424e+00
4.328761e-12 5.465676e+00
4.862602e-12 5.459892e+00
5.462277e-12 5.277414e+00
6.135907e-12 5.409186e+00
6.892612e-12 5.739034e+00
7.742637e-12 5.780312e+00
8.697490e-12 6.094841e+00
9.770100e-12 5.921937e+00
1.097499e-11 6.144700e+00
1.232847e-11 6.880469e+00
1.384886e-11 6.654133e+00
1.555676e-11 6.919229e+00
1.747528e-11 7.354238e+00
1.963041e-11 7.947929e+00
2.205131e-11 7.963424e+00
2.477076e-11 7.835063e+00
2.782559e-11 8.520412e+00
3.125716e-11 8.857839e+00
3.511192e-11 9.344643e+00
3.944206e-11 9.161036e+00
4.430621e-11 9.212550e+00
4.977024e-11 9.946199e+00
5.590810e-11 1.021854e+01
6.280291e-11 1.060917e+01
7.054802e-11 1.054012e+01
7.924829e-11 1.181315e+01
8.902151e-11 1.142382e+01
1.000000e-10 1.260551e+01
