# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 4.293895e-01
1.123324e-15 3.297371e-01
1.261857e-15 2.085876e-01
1.417474e-15 2.878432e-01
1.592283e-15 3.302206e-01
1.788650e-15 3.201937e-01
2.009233e-15 5.685384e-01
2.257020e-15 5.680056e-01
2.535364e-15 7.697156e-01
2.848036e-15 4.931561e-01
3.199267e-15 8.813708e-01
3.593814e-15 9.743611e-01
4.037017e-15 8.330067e-01
4.534879e-15 7.177767e-01
5.094138e-15 8.767724e-01
5.722368e-15 8.031983e-01
6.428073e-15 1.011801e+00
7.220809e-15 8.844684e-01
8.111308e-15 1.059310e+00
9.111628e-15 9.731904e-01
1.023531e-14 1.000596e+00
1.149757e-14 1.294549e+00
1.291550e-14 1.377272e+00
1.450829e-14 1.462033e+00
1.629751e-14 1.588013e+00
1.830738e-14 1.566247e+00
2.056512e-14 1.696093e+00
2.310130e-14 1.652258e+00
2.595024e-14 1.608036e+00
2.915053e-14 1.719745e+00
3.274549e-14 1.830087e+00
3.678380e-14 1.709408e+00
4.132012e-14 1.837238e+00
4.641589e-14 1.851713e+00
5.214008e-14 1.840537e+00
5.857021e-14 2.060401e+00
6.579332e-14 2.079322e+00
7.390722e-14 2.322146e+00
8.302176e-14 2.092746e+00
9.326033e-14 2.241424e+00
1.047616e-13 2.219188e+00
1.176812e-13 2.285648e+00
1.321941e-13 2.242321e+00
1.484968e-13 2.049963e+00
1.668101e-13 2.391888e+00
1.873817e-13 2.175775e+00
2.104904e-13 2.294076e+00
2.364489e-13 2.539535e+00
2.656088e-13 2.415756e+00
2.983647e-13 2.453174e+00
3.351603e-13 2.601767e+00
3.764936e-13 2.549785e+00
4.229243e-13 2.793725e+00
4.750810e-13 2.680042e+00
5.336699e-13 2.790493e+00
5.994843e-13 3.053633e+00
6.734151e-13 3.019026e+00
7.564633e-13 3.149852e+00
8.497534e-13 3.205804e+00
9.545485e-13 3.205849e+00
1.072267e-12 3.382282e+00
1.204504e-12 3.376877e+00
1.353048e-12 3.311930e+00
1.519911e-12 3.476525e+00
1.707353e-12 3.722002e+00
1.917910e-12 3.684066e+00
2.154435e-12 3.637119e+00
2.420128e-12 3.634403e+00
2.718588e-12 4.008565e+00
3.053856e-12 4.253085e+00
3.430469e-12 4.277624e+00
3.853529e-12 4.604578e+00
4.328761e-12 4.413157e+00
4.862602e-12 4.914438e+00
5.462277e-12 4.856388e+00
6.135907e-12 4.902814e+00
6.892612e-12 5.114478e+00
7.742637e-12 5.203669e+00
8.697490e-12 5.605163e+00
9.770100e-12 5.740238e+00
1.097499e-11 5.733330e+00
1.232847e-11 6.069042e+00
1.384886e-11 6.524051e+00
1.555676e-11 6.448540e+00
1.747528e-11 6.515413e+00
1.963041e-11 6.537789e+00
2.205131e-11 7.187477e+00
2.477076e-11 7.510552e+00
2.782559e-11 8.022353e+00
3.125716e-11 8.260722e+00
3.511192e-11 8.562022e+00
3.944206e-11 8.612509e+00
4.430621e-11 9.452834e+00
4.977024e-11 9.579469e+00
5.590810e-11 1.043228e+01
6.280291e-11 1.068609e+01
7.054802e-11 1.097923e+01
7.924829e-11 1.129078e+01
8.902151e-11 1.204608e+01
1.000000e-10 1.217201e+01
