# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 1.562500e-01
1.123324e-15 1.047101e-01
1.261857e-15 1.562500e-01
1.417474e-15 1.562500e-01
1.592283e-15 1.803023e-01
1.788650e-15 2.425891e-01
2.009233e-15 3.472014e-01
2.257020e-15 6.103510e-01
2.535364e-15 2.487965e-01
2.848036e-15 2.895212e-01
3.199267e-15 6.529568e-01
3.593814e-15 6.942181e-01
4.037017e-15 9.761366e-01
4.534879e-15 8.775237e-01
5.094138e-15 1.002817e+00
5.722368e-15 1.056664e+00
6.428073e-15 1.260375e+00
7.220809e-15 1.248131e+00
8.111308e-15 1.434484e+00
9.111628e-15 1.509272e+00
1.023531e-14 1.466022e+00
1.149757e-14 1.542050e+00
1.291550e-14 1.667401e+00
1.450829e-14 1.643077e+00
1.629751e-14 1.824311e+00
1.830738e-14 1.678733e+00
2.056512e-14 2.052140e+00
2.310130e-14 2.131877e+00
2.595024e-14 2.150671e+00
2.915053e-14 2.400323e+00
3.274549e-14 2.222657e+00
3.678380e-14 2.488471e+00
4.132012e-14 2.535049e+00
4.641589e-14 2.696419e+00
5.214008e-14 2.818775e+00
5.857021e-14 2.813702e+00
6.579332e-14 2.800727e+00
7.390722e-14 3.121673e+00
8.302176e-14 2.883577e+00
9.326033e-14 3.031168e+00
1.047616e-13 3.322109e+00
1.176812e-13 3.230310e+00
1.321941e-13 3.326408e+00
1.484968e-13 3.705335e+00
1.668101e-13 3.700579e+00
1.873817e-13 3.657722e+00
2.104904e-13 3.473613e+00
2.364489e-13 3.766182e+00
2.656088e-13 3.605260e+00
2.983647e-13 3.813670e+00
3.351603e-13 3.942249e+00
3.764936e-13 4.378328e+00
4.229243e-13 4.318265e+00
4.750810e-13 4.048278e+00
5.336699e-13 4.433531e+00
5.994843e-13 4.906535e+00
6.734151e-13 4.434489e+00
7.564633e-13 4.439390e+00
8.497534e-13 4.818687e+00
9.545485e-13 4.974253e+00
1.072267e-12 4.828196e+00
1.204504e-12 5.200320e+00
1.353048e-12 5.598892e+00
1.519911e-12 5.039903e+00
1.707353e-12 5.228166e+00
1.917910e-12 5.702888e+00
2.154435e-12 5.943567e+00
2.420128e-12 6.003129e+00
2.718588e-12 5.773537e+00
3.053856e-12 6.226268e+00
3.430469e-12 6.445567e+00
3.853529e-12 6.002945e+00
4.328761e-12 6.048669e+00
4.862602e-12 6.501802e+00
5.462277e-12 7.025050e+00
6.135907e-12 6.856195e+00
6.892612e-12 7.158120e+00
7.742637e-12 7.402208e+00
8.697490e-12 7.301047e+00
9.770100e-12 7.464584e+00
1.097499e-11 7.511400e+00
1.232847e-11 7.765752e+00
1.384886e-11 8.129671e+00
1.555676e-11 8.094206e+00
1.747528e-11 7.922018e+00
1.963041e-11 8.822770e+00
2.205131e-11 9.048824e+00
2.477076e-11 9.135951e+00
2.782559e-11 8.640995e+00
3.125716e-11 9.609485e+00
3.511192e-11 9.737370e+00
3.944206e-11 1.029271e+01
4.430621e-11 1.029065e+01
4.977024e-11 1.035808e+01
5.590810e-11 1.169628e+01
6.280291e-11 1.143454e+01
7.054802e-11 1.211755e+01
7.924829e-11 1.188788e+01
8.902151e-11 1.283378e+01
1.000000e-10 1.299450e+01
