# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 1.562500e-01
1.123324e-15 1.562500e-01
1.261857e-15 1.562500e-01
1.417474e-15 1.562500e-01
1.592283e-15 1.562500e-01
1.788650e-15 1.562500e-01
2.009233e-15 1.562500e-01
2.257020e-15 1.562500e-01
2.535364e-15 1.562500e-01
2.848036e-15 1.562500e-01
3.199267e-15 1.562500e-01
3.593814e-15 1.562500e-01
4.037017e-15 1.562500e-01
4.534879e-15 1.562500e-01
5.094138e-15 1.587965e-01
5.722368e-15 1.810624e-01
6.428073e-15 1.774810e-01
7.220809e-15 1.902694e-01
8.111308e-15 2.072166e-01
9.111628e-15 2.259624e-01
1.023531e-14 2.370684e-01
1.149757e-14 2.496717e-01
1.291550e-14 2.703185e-01
1.450829e-14 2.790670e-01
1.629751e-14 2.974730e-01
1.830738e-14 3.292131e-01
2.056512e-14 4.371014e-01
2.310130e-14 7.918693e-01
2.595024e-14 1.782827e+00
2.915053e-14 2.462921e+00
3.274549e-14 3.199696e+00
3.678380e-14 3.742490e+00
4.132012e-14 4.139152e+00
4.641589e-14 4.511085e+00
5.214008e-14 5.059526e+00
5.857021e-14 5.311207e+00
6.579332e-14 5.815328e+00
7.390722e-14 6.395669e+00
8.302176e-14 7.009451e+00
9.326033e-14 7.596894e+00
1.047616e-13 8.335389e+00
1.176812e-13 9.045854e+00
1.321941e-13 9.802434e+00
1.484968e-13 1.105217e+01
1.668101e-13 1.203377e+01
1.873817e-13 1.311365e+01
2.104904e-13 1.469522e+01
2.364489e-13 1.603516e+01
2.656088e-13 1.765395e+01
2.983647e-13 1.940343e+01
3.351603e-13 2.176251e+01
3.764936e-13 2.361018e+01
4.229243e-13 2.663774e+01
4.750810e-13 2.914931e+01
5.336699e-13 3.263424e+01
5.994843e-13 3.574488e+01
6.734151e-13 3.968537e+01
7.564633e-13 4.405269e+01
8.497534e-13 4.941931e+01
9.545485e-13 5.517602e+01
1.072267e-12 6.172857e+01
1.204504e-12 6.800763e+01
1.353048e-12 7.560135e+01
1.519911e-12 8.616977e+01
1.707353e-12 9.387039e+01
1.917910e-12 1.058001e+02
2.154435e-12 1.176886e+02
2.420128e-12 1.314179e+02
2.718588e-12 1.485298e+02
3.053856e-12 1.665202e+02
3.430469e-12 1.819297e+02
3.853529e-12 2.087334e+02
4.328761e-12 2.307136e+02
4.862602e-12 2.618723e+02
5.462277e-12 2.875774e+02
6.135907e-12 3.245634e+02
6.892612e-12 3.649403e+02
7.742637e-12 4.057628e+02
8.697490e-12 4.559927e+02
9.770100e-12 5.213273e+02
1.097499e-11 5.623630e+02
1.232847e-11 6.427056e+02
1.384886e-11 7.115410e+02
1.555676e-11 8.056830e+02
1.747528e-11 9.309490e+02
1.963041e-11 1.014850e+03
2.205131e-11 1.162186e+03
2.477076e-11 1.290164e+03
2.782559e-11 1.477551e+03
3.125716e-11 1.637064e+03
3.511192e-11 1.840376e+03
3.944206e-11 2.035303e+03
4.430621e-11 2.273661e+03
4.977024e-11 2.567914e+03
5.590810e-11 2.913201e+03
6.280291e-11 3.328192e+03
7.054802e-11 3.672051e+03
7.924829e-11 4.149473e+03
8.902151e-11 4.626564e+03
1.000000e-10 5.246624e+03
