# x[h^-1_cMpc]  F_mean
0.000000e+00 7.816855e-01
1.562500e-01 7.573711e-01
3.125000e-01 7.466601e-01
4.687500e-01 7.404385e-01
6.250000e-01 7.366332e-01
7.812500e-01 7.344009e-01
9.375000e-01 7.313874e-01
1.093750e+00 7.273650e-01
1.250000e+00 7.198784e-01
1.406250e+00 7.116475e-01
1.562500e+00 7.028091e-01
1.718750e+00 6.964505e-01
1.875000e+00 6.890226e-01
2.031250e+00 6.816660e-01
2.187500e+00 6.740433e-01
2.343750e+00 6.680432e-01
2.500000e+00 6.605576e-01
2.656250e+00 6.538009e-01
2.812500e+00 6.470850e-01
2.968750e+00 6.412032e-01
3.125000e+00 6.347625e-01
3.281250e+00 6.240756e-01
3.437500e+00 6.143954e-01
3.593750e+00 6.075099e-01
3.750000e+00 5.991913e-01
3.906250e+00 5.918343e-01
4.062500e+00 5.851240e-01
4.218750e+00 5.783554e-01
4.375000e+00 5.692277e-01
4.531250e+00 5.633055e-01
4.687500e+00 5.565418e-01
4.843750e+00 5.512629e-01
5.000000e+00 5.449323e-01
5.156250e+00 5.369842e-01
5.312500e+00 5.306539e-01
5.468750e+00 5.258962e-01
5.625000e+00 5.189359e-01
5.781250e+00 5.112950e-01
5.937500e+00 5.047704e-01
6.093750e+00 4.994479e-01
6.250000e+00 4.911451e-01
6.406250e+00 4.854576e-01
6.562500e+00 4.807842e-01
6.718750e+00 4.776100e-01
6.875000e+00 4.733396e-01
7.031250e+00 4.660031e-01
7.187500e+00 4.614563e-01
7.343750e+00 4.582012e-01
7.500000e+00 4.543157e-01
7.656250e+00 4.504675e-01
7.812500e+00 4.467414e-01
7.968750e+00 4.439958e-01
8.125000e+00 4.390502e-01
8.281250e+00 4.327913e-01
8.437500e+00 4.279808e-01
8.593750e+00 4.242255e-01
8.750000e+00 4.202697e-01
8.906250e+00 4.145573e-01
9.062500e+00 4.114149e-01
9.218750e+00 4.078134e-01
9.375000e+00 4.041737e-01
9.531250e+00 4.008779e-01
9.687500e+00 3.974212e-01
9.843750e+00 3.947925e-01
1.000000e+01 3.913935e-01
1.015625e+01 3.886492e-01
1.031250e+01 3.854367e-01
1.046875e+01 3.831423e-01
1.062500e+01 3.801663e-01
1.078125e+01 3.748174e-01
1.093750e+01 3.696078e-01
1.109375e+01 3.662802e-01
1.125000e+01 3.628370e-01
1.140625e+01 3.590119e-01
1.156250e+01 3.560474e-01
1.171875e+01 3.527300e-01
1.187500e+01 3.499562e-01
1.203125e+01 3.456955e-01
1.218750e+01 3.426050e-01
1.234375e+01 3.388954e-01
1.250000e+01 3.345701e-01
1.265625e+01 3.309807e-01
1.281250e+01 3.268986e-01
1.296875e+01 3.235561e-01
1.312500e+01 3.183787e-01
1.328125e+01 3.138436e-01
1.343750e+01 3.108518e-01
1.359375e+01 3.075719e-01
1.375000e+01 3.031459e-01
1.390625e+01 2.987269e-01
1.406250e+01 2.950972e-01
1.421875e+01 2.920347e-01
1.437500e+01 2.896059e-01
1.453125e+01 2.863380e-01
1.468750e+01 2.830984e-01
1.484375e+01 2.808999e-01
1.500000e+01 2.780103e-01
1.515625e+01 2.750763e-01
1.531250e+01 2.727570e-01
1.546875e+01 2.698505e-01
1.562500e+01 2.637464e-01
1.578125e+01 2.598079e-01
1.593750e+01 2.576634e-01
1.609375e+01 2.544338e-01
1.625000e+01 2.508091e-01
1.640625e+01 2.488361e-01
1.656250e+01 2.475589e-01
1.671875e+01 2.453302e-01
1.687500e+01 2.437131e-01
1.703125e+01 2.422380e-01
1.718750e+01 2.401596e-01
1.734375e+01 2.388953e-01
1.750000e+01 2.368519e-01
1.765625e+01 2.348632e-01
1.781250e+01 2.330623e-01
1.796875e+01 2.317553e-01
1.812500e+01 2.305022e-01
1.828125e+01 2.286783e-01
1.843750e+01 2.269651e-01
1.859375e+01 2.255377e-01
1.875000e+01 2.236656e-01
1.890625e+01 2.218907e-01
1.906250e+01 2.204450e-01
1.921875e+01 2.194257e-01
1.937500e+01 2.170185e-01
1.953125e+01 2.150697e-01
1.968750e+01 2.133269e-01
1.984375e+01 2.123591e-01
2.000000e+01 2.114022e-01
2.015625e+01 2.102617e-01
2.031250e+01 2.093744e-01
2.046875e+01 2.082493e-01
2.062500e+01 2.071833e-01
2.078125e+01 2.062654e-01
2.093750e+01 2.047375e-01
2.109375e+01 2.030739e-01
2.125000e+01 2.013647e-01
2.140625e+01 1.996657e-01
2.156250e+01 1.983164e-01
2.171875e+01 1.974735e-01
2.187500e+01 1.961293e-01
2.203125e+01 1.935925e-01
2.218750e+01 1.915442e-01
2.234375e+01 1.898972e-01
2.250000e+01 1.878200e-01
2.265625e+01 1.863488e-01
