# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 1.562500e-01
1.123324e-15 1.562500e-01
1.261857e-15 1.562500e-01
1.417474e-15 1.562500e-01
1.592283e-15 1.562500e-01
1.788650e-15 1.562500e-01
2.009233e-15 1.562500e-01
2.257020e-15 1.562500e-01
2.535364e-15 1.562500e-01
2.848036e-15 1.562500e-01
3.199267e-15 1.562500e-01
3.593814e-15 1.562500e-01
4.037017e-15 1.562500e-01
4.534879e-15 1.562528e-01
5.094138e-15 1.562500e-01
5.722368e-15 1.655383e-01
6.428073e-15 1.786909e-01
7.220809e-15 1.884689e-01
8.111308e-15 2.037490e-01
9.111628e-15 2.079622e-01
1.023531e-14 2.388674e-01
1.149757e-14 2.400501e-01
1.291550e-14 2.596723e-01
1.450829e-14 2.770572e-01
1.629751e-14 3.048332e-01
1.830738e-14 3.461298e-01
2.056512e-14 4.648284e-01
2.310130e-14 8.370701e-01
2.595024e-14 1.474202e+00
2.915053e-14 2.360438e+00
3.274549e-14 2.923356e+00
3.678380e-14 3.456760e+00
4.132012e-14 3.947539e+00
4.641589e-14 4.475257e+00
5.214008e-14 4.849465e+00
5.857021e-14 5.265937e+00
6.579332e-14 5.695634e+00
7.390722e-14 6.341004e+00
8.302176e-14 6.982757e+00
9.326033e-14 7.399635e+00
1.047616e-13 8.458476e+00
1.176812e-13 8.950218e+00
1.321941e-13 1.000525e+01
1.484968e-13 1.077399e+01
1.668101e-13 1.191249e+01
1.873817e-13 1.314061e+01
2.104904e-13 1.467157e+01
2.364489e-13 1.611099e+01
2.656088e-13 1.760509e+01
2.983647e-13 1.956319e+01
3.351603e-13 2.169983e+01
3.764936e-13 2.413237e+01
4.229243e-13 2.697020e+01
4.750810e-13 2.936481e+01
5.336699e-13 3.267175e+01
5.994843e-13 3.639553e+01
6.734151e-13 4.043660e+01
7.564633e-13 4.516739e+01
8.497534e-13 5.078845e+01
9.545485e-13 5.545000e+01
1.072267e-12 6.246144e+01
1.204504e-12 6.769913e+01
1.353048e-12 7.698865e+01
1.519911e-12 8.629196e+01
1.707353e-12 9.635568e+01
1.917910e-12 1.064484e+02
2.154435e-12 1.209695e+02
2.420128e-12 1.354344e+02
2.718588e-12 1.508333e+02
3.053856e-12 1.643386e+02
3.430469e-12 1.851144e+02
3.853529e-12 2.077277e+02
4.328761e-12 2.370185e+02
4.862602e-12 2.605519e+02
5.462277e-12 2.965084e+02
6.135907e-12 3.276633e+02
6.892612e-12 3.733489e+02
7.742637e-12 4.110546e+02
8.697490e-12 4.660117e+02
9.770100e-12 5.201680e+02
1.097499e-11 5.755622e+02
1.232847e-11 6.630980e+02
1.384886e-11 7.437100e+02
1.555676e-11 8.472069e+02
1.747528e-11 9.300012e+02
1.963041e-11 1.037934e+03
2.205131e-11 1.169697e+03
2.477076e-11 1.316210e+03
2.782559e-11 1.473115e+03
3.125716e-11 1.651475e+03
3.511192e-11 1.848177e+03
3.944206e-11 2.083445e+03
4.430621e-11 2.332201e+03
4.977024e-11 2.612299e+03
5.590810e-11 2.949033e+03
6.280291e-11 3.293829e+03
7.054802e-11 3.702498e+03
7.924829e-11 4.075371e+03
8.902151e-11 4.652683e+03
1.000000e-10 5.224447e+03
