# x[h^-1_cMpc]  F_mean
0.000000e+00 4.483657e-01
1.562500e-01 4.115800e-01
3.125000e-01 3.874426e-01
4.687500e-01 3.694006e-01
6.250000e-01 3.546889e-01
7.812500e-01 3.421277e-01
9.375000e-01 3.316030e-01
1.093750e+00 3.187525e-01
1.250000e+00 3.079391e-01
1.406250e+00 2.976521e-01
1.562500e+00 2.865932e-01
1.718750e+00 2.783071e-01
1.875000e+00 2.702506e-01
2.031250e+00 2.618537e-01
2.187500e+00 2.546863e-01
2.343750e+00 2.486922e-01
2.500000e+00 2.425925e-01
2.656250e+00 2.360074e-01
2.812500e+00 2.293608e-01
2.968750e+00 2.220655e-01
3.125000e+00 2.156780e-01
3.281250e+00 2.095040e-01
3.437500e+00 2.036643e-01
3.593750e+00 1.976165e-01
3.750000e+00 1.910602e-01
3.906250e+00 1.847659e-01
4.062500e+00 1.805807e-01
4.218750e+00 1.755896e-01
4.375000e+00 1.717656e-01
4.531250e+00 1.679915e-01
4.687500e+00 1.640898e-01
4.843750e+00 1.598435e-01
5.000000e+00 1.548379e-01
5.156250e+00 1.508110e-01
5.312500e+00 1.464547e-01
5.468750e+00 1.425251e-01
5.625000e+00 1.386959e-01
5.781250e+00 1.355156e-01
5.937500e+00 1.324228e-01
6.093750e+00 1.294359e-01
6.250000e+00 1.267052e-01
6.406250e+00 1.237257e-01
6.562500e+00 1.207788e-01
6.718750e+00 1.184020e-01
6.875000e+00 1.160586e-01
7.031250e+00 1.132069e-01
7.187500e+00 1.112216e-01
7.343750e+00 1.088313e-01
7.500000e+00 1.065021e-01
7.656250e+00 1.044580e-01
7.812500e+00 1.025507e-01
7.968750e+00 1.009860e-01
8.125000e+00 9.867648e-02
8.281250e+00 9.654509e-02
8.437500e+00 9.444429e-02
8.593750e+00 9.230362e-02
8.750000e+00 8.992477e-02
8.906250e+00 8.834885e-02
9.062500e+00 8.643423e-02
9.218750e+00 8.425866e-02
9.375000e+00 8.247765e-02
9.531250e+00 8.037532e-02
9.687500e+00 7.835267e-02
9.843750e+00 7.646092e-02
1.000000e+01 7.485189e-02
1.015625e+01 7.226183e-02
1.031250e+01 7.035144e-02
1.046875e+01 6.779481e-02
1.062500e+01 6.545536e-02
1.078125e+01 6.295938e-02
1.093750e+01 6.074590e-02
1.109375e+01 5.841338e-02
1.125000e+01 5.643254e-02
1.140625e+01 5.454179e-02
1.156250e+01 5.214364e-02
1.171875e+01 5.055485e-02
1.187500e+01 4.905533e-02
1.203125e+01 4.720742e-02
1.218750e+01 4.501931e-02
1.234375e+01 4.298176e-02
1.250000e+01 4.159721e-02
1.265625e+01 4.031215e-02
1.281250e+01 3.878368e-02
1.296875e+01 3.743109e-02
1.312500e+01 3.633270e-02
1.328125e+01 3.497665e-02
1.343750e+01 3.397924e-02
1.359375e+01 3.308606e-02
1.375000e+01 3.225413e-02
1.390625e+01 3.110154e-02
1.406250e+01 3.024631e-02
1.421875e+01 2.913931e-02
1.437500e+01 2.812554e-02
1.453125e+01 2.741188e-02
1.468750e+01 2.665245e-02
1.484375e+01 2.563730e-02
1.500000e+01 2.495609e-02
1.515625e+01 2.413453e-02
1.531250e+01 2.363660e-02
1.546875e+01 2.309375e-02
1.562500e+01 2.269060e-02
1.578125e+01 2.229853e-02
1.593750e+01 2.200437e-02
1.609375e+01 2.156793e-02
1.625000e+01 2.109468e-02
1.640625e+01 2.072684e-02
1.656250e+01 2.041108e-02
1.671875e+01 1.995989e-02
1.687500e+01 1.937803e-02
1.703125e+01 1.883300e-02
1.718750e+01 1.851164e-02
1.734375e+01 1.825895e-02
1.750000e+01 1.809322e-02
1.765625e+01 1.788292e-02
1.781250e+01 1.765928e-02
1.796875e+01 1.736271e-02
1.812500e+01 1.687029e-02
1.828125e+01 1.645610e-02
1.843750e+01 1.587223e-02
1.859375e+01 1.529086e-02
1.875000e+01 1.494403e-02
1.890625e+01 1.435115e-02
1.906250e+01 1.413668e-02
1.921875e+01 1.381258e-02
1.937500e+01 1.344924e-02
1.953125e+01 1.307860e-02
1.968750e+01 1.276286e-02
1.984375e+01 1.253329e-02
2.000000e+01 1.234861e-02
2.015625e+01 1.216275e-02
2.031250e+01 1.194528e-02
2.046875e+01 1.178032e-02
2.062500e+01 1.163787e-02
2.078125e+01 1.147838e-02
2.093750e+01 1.126575e-02
2.109375e+01 1.105165e-02
2.125000e+01 1.071591e-02
2.140625e+01 1.038655e-02
2.156250e+01 1.021757e-02
2.171875e+01 9.932961e-03
2.187500e+01 9.619087e-03
2.203125e+01 9.329166e-03
2.218750e+01 8.945071e-03
2.234375e+01 8.454925e-03
2.250000e+01 8.274252e-03
2.265625e+01 8.025292e-03
2.281250e+01 7.770296e-03
2.296875e+01 7.636206e-03
2.312500e+01 7.261460e-03
2.328125e+01 7.069660e-03
2.343750e+01 6.965444e-03
2.359375e+01 6.758889e-03
2.375000e+01 6.592644e-03
2.390625e+01 6.491046e-03
2.406250e+01 6.349032e-03
