# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 1.562500e-01
1.123324e-15 1.562500e-01
1.261857e-15 1.562500e-01
1.417474e-15 1.562500e-01
1.592283e-15 1.562500e-01
1.788650e-15 1.562500e-01
2.009233e-15 1.562500e-01
2.257020e-15 1.562500e-01
2.535364e-15 1.562500e-01
2.848036e-15 1.562925e-01
3.199267e-15 1.562500e-01
3.593814e-15 1.770247e-01
4.037017e-15 1.732136e-01
4.534879e-15 2.144170e-01
5.094138e-15 2.206624e-01
5.722368e-15 4.007829e-01
6.428073e-15 4.264267e-01
7.220809e-15 7.562754e-01
8.111308e-15 8.533745e-01
9.111628e-15 1.089116e+00
1.023531e-14 1.272926e+00
1.149757e-14 1.650852e+00
1.291550e-14 1.599082e+00
1.450829e-14 1.783165e+00
1.629751e-14 1.950846e+00
1.830738e-14 2.125530e+00
2.056512e-14 2.774551e+00
2.310130e-14 2.634852e+00
2.595024e-14 2.764061e+00
2.915053e-14 2.886934e+00
3.274549e-14 3.363183e+00
3.678380e-14 3.414684e+00
4.132012e-14 3.605693e+00
4.641589e-14 3.730686e+00
5.214008e-14 4.356903e+00
5.857021e-14 4.451675e+00
6.579332e-14 4.479795e+00
7.390722e-14 4.530618e+00
8.302176e-14 4.890507e+00
9.326033e-14 5.014374e+00
1.047616e-13 5.796452e+00
1.176812e-13 5.713128e+00
1.321941e-13 6.048906e+00
1.484968e-13 6.449162e+00
1.668101e-13 6.627922e+00
1.873817e-13 6.671806e+00
2.104904e-13 7.118273e+00
2.364489e-13 7.501857e+00
2.656088e-13 7.757041e+00
2.983647e-13 7.933365e+00
3.351603e-13 7.980817e+00
3.764936e-13 8.636545e+00
4.229243e-13 8.237795e+00
4.750810e-13 9.107960e+00
5.336699e-13 9.335134e+00
5.994843e-13 9.335110e+00
6.734151e-13 9.923111e+00
7.564633e-13 9.699856e+00
8.497534e-13 1.048241e+01
9.545485e-13 1.024205e+01
1.072267e-12 1.007455e+01
1.204504e-12 1.122158e+01
1.353048e-12 1.113973e+01
1.519911e-12 1.093925e+01
1.707353e-12 1.190589e+01
1.917910e-12 1.212943e+01
2.154435e-12 1.224820e+01
2.420128e-12 1.265970e+01
2.718588e-12 1.290743e+01
3.053856e-12 1.210489e+01
3.430469e-12 1.373927e+01
3.853529e-12 1.278325e+01
4.328761e-12 1.258544e+01
4.862602e-12 1.386656e+01
5.462277e-12 1.377244e+01
6.135907e-12 1.432322e+01
6.892612e-12 1.379061e+01
7.742637e-12 1.513919e+01
8.697490e-12 1.434939e+01
9.770100e-12 1.572998e+01
1.097499e-11 1.516769e+01
1.232847e-11 1.571108e+01
1.384886e-11 1.547677e+01
1.555676e-11 1.564036e+01
1.747528e-11 1.739276e+01
1.963041e-11 1.630295e+01
2.205131e-11 1.769762e+01
2.477076e-11 1.735826e+01
2.782559e-11 1.753838e+01
3.125716e-11 1.814090e+01
3.511192e-11 1.923043e+01
3.944206e-11 1.962499e+01
4.430621e-11 1.908790e+01
4.977024e-11 1.958226e+01
5.590810e-11 2.027640e+01
6.280291e-11 2.066459e+01
7.054802e-11 2.138905e+01
7.924829e-11 2.179284e+01
8.902151e-11 2.257556e+01
1.000000e-10 2.325634e+01
