# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 2.208897e-01
1.123324e-15 1.974659e-01
1.261857e-15 2.683771e-01
1.417474e-15 3.204517e-01
1.592283e-15 5.020409e-01
1.788650e-15 2.183592e-01
2.009233e-15 3.545560e-01
2.257020e-15 7.479915e-01
2.535364e-15 6.608822e-01
2.848036e-15 7.749591e-01
3.199267e-15 9.082567e-01
3.593814e-15 9.688599e-01
4.037017e-15 9.540608e-01
4.534879e-15 8.627098e-01
5.094138e-15 1.018046e+00
5.722368e-15 9.721241e-01
6.428073e-15 8.754924e-01
7.220809e-15 1.277839e+00
8.111308e-15 1.284202e+00
9.111628e-15 1.089002e+00
1.023531e-14 1.237507e+00
1.149757e-14 1.256942e+00
1.291550e-14 1.396030e+00
1.450829e-14 1.470256e+00
1.629751e-14 1.780425e+00
1.830738e-14 1.497833e+00
2.056512e-14 1.595812e+00
2.310130e-14 1.793451e+00
2.595024e-14 1.617318e+00
2.915053e-14 1.943531e+00
3.274549e-14 1.749983e+00
3.678380e-14 2.207550e+00
4.132012e-14 1.963395e+00
4.641589e-14 1.984276e+00
5.214008e-14 2.233289e+00
5.857021e-14 2.154330e+00
6.579332e-14 2.384666e+00
7.390722e-14 2.165557e+00
8.302176e-14 2.274746e+00
9.326033e-14 2.251009e+00
1.047616e-13 2.215331e+00
1.176812e-13 2.488103e+00
1.321941e-13 2.814712e+00
1.484968e-13 2.894621e+00
1.668101e-13 2.562230e+00
1.873817e-13 2.616450e+00
2.104904e-13 2.826171e+00
2.364489e-13 2.846846e+00
2.656088e-13 2.681928e+00
2.983647e-13 3.024925e+00
3.351603e-13 3.076319e+00
3.764936e-13 3.263667e+00
4.229243e-13 2.833379e+00
4.750810e-13 3.212228e+00
5.336699e-13 3.112682e+00
5.994843e-13 3.396898e+00
6.734151e-13 3.364860e+00
7.564633e-13 3.588128e+00
8.497534e-13 3.683011e+00
9.545485e-13 3.540267e+00
1.072267e-12 3.665091e+00
1.204504e-12 3.947355e+00
1.353048e-12 3.648192e+00
1.519911e-12 4.008150e+00
1.707353e-12 3.896802e+00
1.917910e-12 4.220728e+00
2.154435e-12 4.317502e+00
2.420128e-12 4.648922e+00
2.718588e-12 4.585600e+00
3.053856e-12 4.711690e+00
3.430469e-12 4.546333e+00
3.853529e-12 4.544949e+00
4.328761e-12 5.075863e+00
4.862602e-12 4.906594e+00
5.462277e-12 5.457717e+00
6.135907e-12 5.519732e+00
6.892612e-12 5.343639e+00
7.742637e-12 5.624450e+00
8.697490e-12 5.886393e+00
9.770100e-12 6.076569e+00
1.097499e-11 6.221566e+00
1.232847e-11 6.563639e+00
1.384886e-11 6.542477e+00
1.555676e-11 6.609676e+00
1.747528e-11 6.899649e+00
1.963041e-11 7.151631e+00
2.205131e-11 7.271881e+00
2.477076e-11 7.748636e+00
2.782559e-11 8.081417e+00
3.125716e-11 8.393525e+00
3.511192e-11 8.911593e+00
3.944206e-11 9.025466e+00
4.430621e-11 8.811616e+00
4.977024e-11 1.009306e+01
5.590810e-11 9.782785e+00
6.280291e-11 1.062068e+01
7.054802e-11 1.110854e+01
7.924829e-11 1.144393e+01
8.902151e-11 1.151377e+01
1.000000e-10 1.216529e+01
