# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 3.111474e-01
1.123324e-15 3.695444e-01
1.261857e-15 5.668779e-01
1.417474e-15 2.337525e-01
1.592283e-15 2.533230e-01
1.788650e-15 4.350562e-01
2.009233e-15 6.165947e-01
2.257020e-15 3.479889e-01
2.535364e-15 4.142056e-01
2.848036e-15 5.107888e-01
3.199267e-15 4.887792e-01
3.593814e-15 6.054832e-01
4.037017e-15 7.471326e-01
4.534879e-15 7.187250e-01
5.094138e-15 7.178638e-01
5.722368e-15 7.723626e-01
6.428073e-15 9.115249e-01
7.220809e-15 8.622840e-01
8.111308e-15 9.384385e-01
9.111628e-15 9.149747e-01
1.023531e-14 1.041210e+00
1.149757e-14 1.132137e+00
1.291550e-14 1.362141e+00
1.450829e-14 1.163993e+00
1.629751e-14 9.776107e-01
1.830738e-14 1.336426e+00
2.056512e-14 1.261474e+00
2.310130e-14 1.368133e+00
2.595024e-14 1.431568e+00
2.915053e-14 1.321113e+00
3.274549e-14 1.541860e+00
3.678380e-14 1.317757e+00
4.132012e-14 1.386299e+00
4.641589e-14 1.333928e+00
5.214008e-14 1.591941e+00
5.857021e-14 1.520928e+00
6.579332e-14 1.676545e+00
7.390722e-14 1.521842e+00
8.302176e-14 1.715895e+00
9.326033e-14 1.696066e+00
1.047616e-13 1.831132e+00
1.176812e-13 1.745157e+00
1.321941e-13 1.593313e+00
1.484968e-13 1.922778e+00
1.668101e-13 1.838474e+00
1.873817e-13 1.769637e+00
2.104904e-13 1.857686e+00
2.364489e-13 1.853320e+00
2.656088e-13 1.925322e+00
2.983647e-13 2.033704e+00
3.351603e-13 2.068281e+00
3.764936e-13 2.149958e+00
4.229243e-13 2.371019e+00
4.750810e-13 2.220324e+00
5.336699e-13 2.270737e+00
5.994843e-13 2.212080e+00
6.734151e-13 2.365262e+00
7.564633e-13 2.323166e+00
8.497534e-13 2.525243e+00
9.545485e-13 2.667600e+00
1.072267e-12 2.613483e+00
1.204504e-12 2.831833e+00
1.353048e-12 2.706576e+00
1.519911e-12 3.102023e+00
1.707353e-12 3.091368e+00
1.917910e-12 3.129600e+00
2.154435e-12 3.354099e+00
2.420128e-12 3.432851e+00
2.718588e-12 3.610938e+00
3.053856e-12 3.742182e+00
3.430469e-12 4.006003e+00
3.853529e-12 4.016646e+00
4.328761e-12 4.503081e+00
4.862602e-12 4.275896e+00
5.462277e-12 4.847900e+00
6.135907e-12 4.699662e+00
6.892612e-12 5.074477e+00
7.742637e-12 5.208719e+00
8.697490e-12 5.235128e+00
9.770100e-12 5.487594e+00
1.097499e-11 5.976648e+00
1.232847e-11 6.330678e+00
1.384886e-11 6.283306e+00
1.555676e-11 7.054904e+00
1.747528e-11 7.225035e+00
1.963041e-11 7.526753e+00
2.205131e-11 7.529007e+00
2.477076e-11 8.204422e+00
2.782559e-11 8.303923e+00
3.125716e-11 8.556558e+00
3.511192e-11 9.297001e+00
3.944206e-11 9.745392e+00
4.430621e-11 1.037316e+01
4.977024e-11 1.109761e+01
5.590810e-11 1.135377e+01
6.280291e-11 1.285425e+01
7.054802e-11 1.227930e+01
7.924829e-11 1.307280e+01
8.902151e-11 1.421032e+01
1.000000e-10 1.490392e+01
