# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 1.562500e-01
1.123324e-15 1.562500e-01
1.261857e-15 1.562500e-01
1.417474e-15 1.562500e-01
1.592283e-15 1.562500e-01
1.788650e-15 1.562500e-01
2.009233e-15 1.562500e-01
2.257020e-15 1.562500e-01
2.535364e-15 1.562500e-01
2.848036e-15 1.562500e-01
3.199267e-15 1.562500e-01
3.593814e-15 1.562500e-01
4.037017e-15 1.562500e-01
4.534879e-15 1.562500e-01
5.094138e-15 1.969863e-01
5.722368e-15 2.057326e-01
6.428073e-15 2.760810e-01
7.220809e-15 4.591539e-01
8.111308e-15 5.294626e-01
9.111628e-15 9.584219e-01
1.023531e-14 1.110079e+00
1.149757e-14 1.703361e+00
1.291550e-14 1.413093e+00
1.450829e-14 2.110466e+00
1.629751e-14 1.981379e+00
1.830738e-14 2.030479e+00
2.056512e-14 2.405975e+00
2.310130e-14 2.544113e+00
2.595024e-14 3.070652e+00
2.915053e-14 3.024939e+00
3.274549e-14 3.326567e+00
3.678380e-14 3.713691e+00
4.132012e-14 3.847490e+00
4.641589e-14 4.108710e+00
5.214008e-14 4.173811e+00
5.857021e-14 4.665042e+00
6.579332e-14 4.765633e+00
7.390722e-14 5.150103e+00
8.302176e-14 5.328529e+00
9.326033e-14 6.160820e+00
1.047616e-13 6.512718e+00
1.176812e-13 6.468364e+00
1.321941e-13 6.865228e+00
1.484968e-13 7.481640e+00
1.668101e-13 7.603740e+00
1.873817e-13 8.308284e+00
2.104904e-13 8.624931e+00
2.364489e-13 8.845932e+00
2.656088e-13 9.475188e+00
2.983647e-13 9.729885e+00
3.351603e-13 1.037490e+01
3.764936e-13 1.072663e+01
4.229243e-13 1.118178e+01
4.750810e-13 1.128448e+01
5.336699e-13 1.282824e+01
5.994843e-13 1.200795e+01
6.734151e-13 1.273652e+01
7.564633e-13 1.272791e+01
8.497534e-13 1.389163e+01
9.545485e-13 1.386095e+01
1.072267e-12 1.416141e+01
1.204504e-12 1.431397e+01
1.353048e-12 1.516392e+01
1.519911e-12 1.507029e+01
1.707353e-12 1.643594e+01
1.917910e-12 1.590501e+01
2.154435e-12 1.659776e+01
2.420128e-12 1.719541e+01
2.718588e-12 1.743989e+01
3.053856e-12 1.695728e+01
3.430469e-12 1.684660e+01
3.853529e-12 1.909780e+01
4.328761e-12 1.818790e+01
4.862602e-12 1.882969e+01
5.462277e-12 1.924014e+01
6.135907e-12 1.883474e+01
6.892612e-12 1.972230e+01
7.742637e-12 1.908297e+01
8.697490e-12 2.121267e+01
9.770100e-12 2.038516e+01
1.097499e-11 2.198588e+01
1.232847e-11 2.129618e+01
1.384886e-11 2.342771e+01
1.555676e-11 2.171953e+01
1.747528e-11 2.302837e+01
1.963041e-11 2.463238e+01
2.205131e-11 2.326920e+01
2.477076e-11 2.501315e+01
2.782559e-11 2.518767e+01
3.125716e-11 2.443719e+01
3.511192e-11 2.560638e+01
3.944206e-11 2.785814e+01
4.430621e-11 2.800557e+01
4.977024e-11 2.818645e+01
5.590810e-11 2.771913e+01
6.280291e-11 2.913631e+01
7.054802e-11 2.867625e+01
7.924829e-11 3.128089e+01
8.902151e-11 3.132487e+01
1.000000e-10 3.215535e+01
