# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 1.679522e-01
1.123324e-15 1.562500e-01
1.261857e-15 1.718009e-01
1.417474e-15 2.528497e-01
1.592283e-15 4.325586e-01
1.788650e-15 2.185546e-01
2.009233e-15 2.920402e-01
2.257020e-15 5.335018e-01
2.535364e-15 6.477527e-01
2.848036e-15 7.951284e-01
3.199267e-15 8.353081e-01
3.593814e-15 5.467146e-01
4.037017e-15 8.533303e-01
4.534879e-15 1.003506e+00
5.094138e-15 6.659933e-01
5.722368e-15 1.105087e+00
6.428073e-15 1.073107e+00
7.220809e-15 1.197570e+00
8.111308e-15 1.127005e+00
9.111628e-15 1.239238e+00
1.023531e-14 1.348202e+00
1.149757e-14 1.336579e+00
1.291550e-14 1.589966e+00
1.450829e-14 1.349170e+00
1.629751e-14 1.700019e+00
1.830738e-14 1.873878e+00
2.056512e-14 1.724355e+00
2.310130e-14 1.949166e+00
2.595024e-14 1.816956e+00
2.915053e-14 1.989090e+00
3.274549e-14 2.235639e+00
3.678380e-14 2.254601e+00
4.132012e-14 2.258897e+00
4.641589e-14 2.315205e+00
5.214008e-14 2.368349e+00
5.857021e-14 2.374948e+00
6.579332e-14 2.731686e+00
7.390722e-14 2.364054e+00
8.302176e-14 2.454817e+00
9.326033e-14 2.747686e+00
1.047616e-13 2.553980e+00
1.176812e-13 2.568347e+00
1.321941e-13 2.781276e+00
1.484968e-13 2.945150e+00
1.668101e-13 3.309592e+00
1.873817e-13 3.205372e+00
2.104904e-13 3.059107e+00
2.364489e-13 3.510573e+00
2.656088e-13 3.269910e+00
2.983647e-13 3.383213e+00
3.351603e-13 3.378536e+00
3.764936e-13 3.410155e+00
4.229243e-13 3.574350e+00
4.750810e-13 3.712480e+00
5.336699e-13 3.906594e+00
5.994843e-13 4.161725e+00
6.734151e-13 3.875299e+00
7.564633e-13 3.901341e+00
8.497534e-13 4.309574e+00
9.545485e-13 4.205079e+00
1.072267e-12 4.293490e+00
1.204504e-12 4.089878e+00
1.353048e-12 4.439354e+00
1.519911e-12 4.507524e+00
1.707353e-12 4.230177e+00
1.917910e-12 4.817944e+00
2.154435e-12 4.943850e+00
2.420128e-12 4.831913e+00
2.718588e-12 4.807972e+00
3.053856e-12 5.072917e+00
3.430469e-12 5.153067e+00
3.853529e-12 5.248132e+00
4.328761e-12 5.349358e+00
4.862602e-12 5.371275e+00
5.462277e-12 5.704587e+00
6.135907e-12 5.795171e+00
6.892612e-12 5.961591e+00
7.742637e-12 6.116121e+00
8.697490e-12 6.361905e+00
9.770100e-12 6.561053e+00
1.097499e-11 6.972304e+00
1.232847e-11 6.800537e+00
1.384886e-11 7.079244e+00
1.555676e-11 7.282693e+00
1.747528e-11 7.519291e+00
1.963041e-11 7.500410e+00
2.205131e-11 8.235493e+00
2.477076e-11 8.393918e+00
2.782559e-11 8.158399e+00
3.125716e-11 8.768894e+00
3.511192e-11 8.750048e+00
3.944206e-11 9.613314e+00
4.430621e-11 9.522972e+00
4.977024e-11 9.470110e+00
5.590810e-11 1.056392e+01
6.280291e-11 1.090646e+01
7.054802e-11 1.175069e+01
7.924829e-11 1.180243e+01
8.902151e-11 1.230942e+01
1.000000e-10 1.283286e+01
