# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 1.562500e-01
1.123324e-15 1.562500e-01
1.261857e-15 1.562500e-01
1.417474e-15 1.562500e-01
1.592283e-15 1.562500e-01
1.788650e-15 1.562500e-01
2.009233e-15 1.598257e-01
2.257020e-15 1.562500e-01
2.535364e-15 2.276364e-01
2.848036e-15 2.244981e-01
3.199267e-15 2.312890e-01
3.593814e-15 2.618298e-01
4.037017e-15 4.861952e-01
4.534879e-15 6.643386e-01
5.094138e-15 7.627992e-01
5.722368e-15 7.620560e-01
6.428073e-15 9.422829e-01
7.220809e-15 1.089517e+00
8.111308e-15 1.329944e+00
9.111628e-15 1.427607e+00
1.023531e-14 1.453422e+00
1.149757e-14 1.570392e+00
1.291550e-14 1.825543e+00
1.450829e-14 2.016444e+00
1.629751e-14 2.038754e+00
1.830738e-14 2.122673e+00
2.056512e-14 2.264032e+00
2.310130e-14 2.511278e+00
2.595024e-14 2.486604e+00
2.915053e-14 2.712227e+00
3.274549e-14 2.744917e+00
3.678380e-14 3.134263e+00
4.132012e-14 3.050528e+00
4.641589e-14 3.447692e+00
5.214008e-14 3.599960e+00
5.857021e-14 3.695829e+00
6.579332e-14 3.773778e+00
7.390722e-14 3.735694e+00
8.302176e-14 3.829697e+00
9.326033e-14 3.989189e+00
1.047616e-13 4.173827e+00
1.176812e-13 4.846378e+00
1.321941e-13 4.778418e+00
1.484968e-13 4.928502e+00
1.668101e-13 5.144581e+00
1.873817e-13 5.383819e+00
2.104904e-13 4.996639e+00
2.364489e-13 5.555557e+00
2.656088e-13 5.439640e+00
2.983647e-13 5.820269e+00
3.351603e-13 5.967563e+00
3.764936e-13 6.343890e+00
4.229243e-13 6.404543e+00
4.750810e-13 5.987608e+00
5.336699e-13 6.592209e+00
5.994843e-13 6.946072e+00
6.734151e-13 7.088790e+00
7.564633e-13 7.370786e+00
8.497534e-13 7.019910e+00
9.545485e-13 7.119892e+00
1.072267e-12 7.262314e+00
1.204504e-12 7.422573e+00
1.353048e-12 7.762974e+00
1.519911e-12 8.108138e+00
1.707353e-12 7.541252e+00
1.917910e-12 7.935533e+00
2.154435e-12 8.746680e+00
2.420128e-12 8.282657e+00
2.718588e-12 8.575947e+00
3.053856e-12 8.943950e+00
3.430469e-12 8.296836e+00
3.853529e-12 9.151986e+00
4.328761e-12 9.377237e+00
4.862602e-12 9.329496e+00
5.462277e-12 9.675984e+00
6.135907e-12 9.609563e+00
6.892612e-12 9.851108e+00
7.742637e-12 1.076510e+01
8.697490e-12 1.019641e+01
9.770100e-12 1.095975e+01
1.097499e-11 1.119579e+01
1.232847e-11 1.080733e+01
1.384886e-11 1.134958e+01
1.555676e-11 1.125749e+01
1.747528e-11 1.279034e+01
1.963041e-11 1.170213e+01
2.205131e-11 1.323292e+01
2.477076e-11 1.309352e+01
2.782559e-11 1.224956e+01
3.125716e-11 1.300471e+01
3.511192e-11 1.354826e+01
3.944206e-11 1.371901e+01
4.430621e-11 1.326041e+01
4.977024e-11 1.432162e+01
5.590810e-11 1.408617e+01
6.280291e-11 1.577954e+01
7.054802e-11 1.518800e+01
7.924829e-11 1.585732e+01
8.902151e-11 1.659270e+01
1.000000e-10 1.666729e+01
