# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 1.082624e-01
1.123324e-15 1.562500e-01
1.261857e-15 1.562500e-01
1.417474e-15 1.562500e-01
1.592283e-15 1.562500e-01
1.788650e-15 1.562500e-01
2.009233e-15 1.562500e-01
2.257020e-15 1.562500e-01
2.535364e-15 1.562500e-01
2.848036e-15 1.562500e-01
3.199267e-15 1.562500e-01
3.593814e-15 1.562500e-01
4.037017e-15 1.562500e-01
4.534879e-15 1.562500e-01
5.094138e-15 1.562500e-01
5.722368e-15 1.562500e-01
6.428073e-15 1.601653e-01
7.220809e-15 1.722360e-01
8.111308e-15 1.819598e-01
9.111628e-15 1.954286e-01
1.023531e-14 2.082484e-01
1.149757e-14 2.198170e-01
1.291550e-14 2.399749e-01
1.450829e-14 2.627952e-01
1.629751e-14 3.080473e-01
1.830738e-14 4.032685e-01
2.056512e-14 6.127129e-01
2.310130e-14 9.884843e-01
2.595024e-14 1.390948e+00
2.915053e-14 1.958847e+00
3.274549e-14 2.642474e+00
3.678380e-14 3.095849e+00
4.132012e-14 3.389363e+00
4.641589e-14 3.849825e+00
5.214008e-14 4.346208e+00
5.857021e-14 4.909743e+00
6.579332e-14 5.218289e+00
7.390722e-14 6.032215e+00
8.302176e-14 6.610841e+00
9.326033e-14 6.989008e+00
1.047616e-13 7.779831e+00
1.176812e-13 8.592377e+00
1.321941e-13 9.875823e+00
1.484968e-13 1.052336e+01
1.668101e-13 1.167494e+01
1.873817e-13 1.294715e+01
2.104904e-13 1.436127e+01
2.364489e-13 1.579573e+01
2.656088e-13 1.763305e+01
2.983647e-13 1.988639e+01
3.351603e-13 2.153383e+01
3.764936e-13 2.374858e+01
4.229243e-13 2.669155e+01
4.750810e-13 2.964616e+01
5.336699e-13 3.237287e+01
5.994843e-13 3.632152e+01
6.734151e-13 3.959536e+01
7.564633e-13 4.445037e+01
8.497534e-13 4.895734e+01
9.545485e-13 5.523180e+01
1.072267e-12 5.940019e+01
1.204504e-12 6.652137e+01
1.353048e-12 7.455969e+01
1.519911e-12 8.191289e+01
1.707353e-12 9.063869e+01
1.917910e-12 1.010864e+02
2.154435e-12 1.122585e+02
2.420128e-12 1.209418e+02
2.718588e-12 1.363532e+02
3.053856e-12 1.507963e+02
3.430469e-12 1.687128e+02
3.853529e-12 1.821778e+02
4.328761e-12 2.131872e+02
4.862602e-12 2.254213e+02
5.462277e-12 2.657062e+02
6.135907e-12 2.756852e+02
6.892612e-12 3.092413e+02
7.742637e-12 3.522502e+02
8.697490e-12 3.917821e+02
9.770100e-12 4.234005e+02
1.097499e-11 4.988229e+02
1.232847e-11 5.388139e+02
1.384886e-11 5.793368e+02
1.555676e-11 6.416703e+02
1.747528e-11 6.759826e+02
1.963041e-11 7.686865e+02
2.205131e-11 8.694904e+02
2.477076e-11 9.617113e+02
2.782559e-11 9.777525e+02
3.125716e-11 1.071484e+03
3.511192e-11 1.265784e+03
3.944206e-11 1.273935e+03
4.430621e-11 1.374037e+03
4.977024e-11 1.668864e+03
5.590810e-11 1.717243e+03
6.280291e-11 1.972764e+03
7.054802e-11 2.061641e+03
7.924829e-11 2.085565e+03
8.902151e-11 2.200695e+03
1.000000e-10 3.034431e+03
