# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 4.563664e-01
1.123324e-15 6.630678e-01
1.261857e-15 2.823562e-01
1.417474e-15 4.454392e-01
1.592283e-15 4.309057e-01
1.788650e-15 3.213899e-01
2.009233e-15 4.731612e-01
2.257020e-15 7.078745e-01
2.535364e-15 6.027617e-01
2.848036e-15 9.815068e-01
3.199267e-15 5.862225e-01
3.593814e-15 8.143462e-01
4.037017e-15 8.617902e-01
4.534879e-15 7.307554e-01
5.094138e-15 9.688471e-01
5.722368e-15 8.433086e-01
6.428073e-15 7.195930e-01
7.220809e-15 9.905096e-01
8.111308e-15 1.106397e+00
9.111628e-15 1.082504e+00
1.023531e-14 1.005754e+00
1.149757e-14 1.110218e+00
1.291550e-14 1.245643e+00
1.450829e-14 1.148599e+00
1.629751e-14 1.160989e+00
1.830738e-14 1.367323e+00
2.056512e-14 1.263224e+00
2.310130e-14 1.268408e+00
2.595024e-14 1.490864e+00
2.915053e-14 1.530174e+00
3.274549e-14 1.619502e+00
3.678380e-14 1.635186e+00
4.132012e-14 1.637950e+00
4.641589e-14 1.683172e+00
5.214008e-14 1.850029e+00
5.857021e-14 1.991424e+00
6.579332e-14 1.776310e+00
7.390722e-14 1.872595e+00
8.302176e-14 1.924467e+00
9.326033e-14 1.977439e+00
1.047616e-13 1.811625e+00
1.176812e-13 2.125973e+00
1.321941e-13 1.931548e+00
1.484968e-13 1.965189e+00
1.668101e-13 1.908443e+00
1.873817e-13 2.217864e+00
2.104904e-13 1.937686e+00
2.364489e-13 1.965619e+00
2.656088e-13 2.205854e+00
2.983647e-13 2.260949e+00
3.351603e-13 2.143379e+00
3.764936e-13 2.561310e+00
4.229243e-13 2.252038e+00
4.750810e-13 2.405669e+00
5.336699e-13 2.552966e+00
5.994843e-13 2.397854e+00
6.734151e-13 2.552012e+00
7.564633e-13 2.632942e+00
8.497534e-13 2.735087e+00
9.545485e-13 2.881650e+00
1.072267e-12 3.096347e+00
1.204504e-12 2.866219e+00
1.353048e-12 3.033856e+00
1.519911e-12 3.134460e+00
1.707353e-12 3.220665e+00
1.917910e-12 3.338424e+00
2.154435e-12 3.416651e+00
2.420128e-12 3.590585e+00
2.718588e-12 3.709833e+00
3.053856e-12 3.819333e+00
3.430469e-12 3.934399e+00
3.853529e-12 4.156803e+00
4.328761e-12 4.310756e+00
4.862602e-12 4.492904e+00
5.462277e-12 4.643082e+00
6.135907e-12 4.730073e+00
6.892612e-12 4.794750e+00
7.742637e-12 5.295821e+00
8.697490e-12 5.214147e+00
9.770100e-12 5.283278e+00
1.097499e-11 5.662608e+00
1.232847e-11 6.077166e+00
1.384886e-11 6.385439e+00
1.555676e-11 6.705034e+00
1.747528e-11 6.861971e+00
1.963041e-11 7.229024e+00
2.205131e-11 7.422889e+00
2.477076e-11 8.182381e+00
2.782559e-11 8.094388e+00
3.125716e-11 8.395614e+00
3.511192e-11 8.722639e+00
3.944206e-11 9.163010e+00
4.430621e-11 9.623183e+00
4.977024e-11 1.016387e+01
5.590810e-11 1.150238e+01
6.280291e-11 1.066716e+01
7.054802e-11 1.189624e+01
7.924829e-11 1.250427e+01
8.902151e-11 1.345607e+01
1.000000e-10 1.386853e+01
