# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 5.004577e-01
1.123324e-15 3.305690e-01
1.261857e-15 4.711425e-01
1.417474e-15 2.922416e-01
1.592283e-15 5.123073e-01
1.788650e-15 6.265508e-01
2.009233e-15 4.197490e-01
2.257020e-15 7.082508e-01
2.535364e-15 5.574340e-01
2.848036e-15 4.046058e-01
3.199267e-15 8.460334e-01
3.593814e-15 6.447273e-01
4.037017e-15 7.611059e-01
4.534879e-15 9.817187e-01
5.094138e-15 7.088177e-01
5.722368e-15 9.441010e-01
6.428073e-15 8.600406e-01
7.220809e-15 1.031764e+00
8.111308e-15 1.049039e+00
9.111628e-15 9.305358e-01
1.023531e-14 1.192887e+00
1.149757e-14 1.086603e+00
1.291550e-14 1.252704e+00
1.450829e-14 1.216377e+00
1.629751e-14 1.449456e+00
1.830738e-14 1.387626e+00
2.056512e-14 1.689496e+00
2.310130e-14 1.562117e+00
2.595024e-14 1.563773e+00
2.915053e-14 1.829463e+00
3.274549e-14 1.509519e+00
3.678380e-14 1.755547e+00
4.132012e-14 1.830733e+00
4.641589e-14 1.839096e+00
5.214008e-14 1.829726e+00
5.857021e-14 1.798903e+00
6.579332e-14 1.928966e+00
7.390722e-14 1.975292e+00
8.302176e-14 2.060577e+00
9.326033e-14 1.979261e+00
1.047616e-13 2.023659e+00
1.176812e-13 2.008323e+00
1.321941e-13 2.070612e+00
1.484968e-13 2.026378e+00
1.668101e-13 2.231739e+00
1.873817e-13 2.151195e+00
2.104904e-13 2.182618e+00
2.364489e-13 2.462742e+00
2.656088e-13 2.426975e+00
2.983647e-13 2.717743e+00
3.351603e-13 2.630806e+00
3.764936e-13 2.690447e+00
4.229243e-13 2.734790e+00
4.750810e-13 2.642755e+00
5.336699e-13 2.945587e+00
5.994843e-13 2.795232e+00
6.734151e-13 2.666058e+00
7.564633e-13 2.838847e+00
8.497534e-13 2.818370e+00
9.545485e-13 2.796681e+00
1.072267e-12 3.024792e+00
1.204504e-12 3.194944e+00
1.353048e-12 3.402910e+00
1.519911e-12 3.347949e+00
1.707353e-12 3.652179e+00
1.917910e-12 3.536938e+00
2.154435e-12 3.617445e+00
2.420128e-12 3.841228e+00
2.718588e-12 3.988167e+00
3.053856e-12 3.819982e+00
3.430469e-12 4.160402e+00
3.853529e-12 4.397290e+00
4.328761e-12 4.298568e+00
4.862602e-12 4.506453e+00
5.462277e-12 4.714611e+00
6.135907e-12 5.332888e+00
6.892612e-12 5.033050e+00
7.742637e-12 5.264172e+00
8.697490e-12 5.428772e+00
9.770100e-12 5.425998e+00
1.097499e-11 5.869612e+00
1.232847e-11 6.433535e+00
1.384886e-11 6.171814e+00
1.555676e-11 6.296238e+00
1.747528e-11 6.724647e+00
1.963041e-11 7.343427e+00
2.205131e-11 7.230686e+00
2.477076e-11 7.455790e+00
2.782559e-11 8.073116e+00
3.125716e-11 8.376551e+00
3.511192e-11 8.803739e+00
3.944206e-11 8.679060e+00
4.430621e-11 9.620752e+00
4.977024e-11 9.961193e+00
5.590810e-11 9.817073e+00
6.280291e-11 1.075485e+01
7.054802e-11 1.143781e+01
7.924829e-11 1.175331e+01
8.902151e-11 1.206878e+01
1.000000e-10 1.314781e+01
