# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 6.060574e-01
1.123324e-15 3.359981e-01
1.261857e-15 5.799808e-01
1.417474e-15 3.732295e-01
1.592283e-15 3.168814e-01
1.788650e-15 5.355574e-01
2.009233e-15 4.760846e-01
2.257020e-15 5.405024e-01
2.535364e-15 7.910924e-01
2.848036e-15 7.726810e-01
3.199267e-15 9.374776e-01
3.593814e-15 6.784259e-01
4.037017e-15 8.943150e-01
4.534879e-15 5.649112e-01
5.094138e-15 9.307925e-01
5.722368e-15 8.345788e-01
6.428073e-15 8.390148e-01
7.220809e-15 9.112539e-01
8.111308e-15 1.018831e+00
9.111628e-15 9.873389e-01
1.023531e-14 8.678628e-01
1.149757e-14 1.167709e+00
1.291550e-14 1.103278e+00
1.450829e-14 1.123715e+00
1.629751e-14 1.203988e+00
1.830738e-14 1.261228e+00
2.056512e-14 1.377707e+00
2.310130e-14 1.192713e+00
2.595024e-14 1.501558e+00
2.915053e-14 1.396673e+00
3.274549e-14 1.644720e+00
3.678380e-14 1.460669e+00
4.132012e-14 1.609767e+00
4.641589e-14 1.616961e+00
5.214008e-14 1.542441e+00
5.857021e-14 1.643435e+00
6.579332e-14 1.773145e+00
7.390722e-14 1.813124e+00
8.302176e-14 1.873550e+00
9.326033e-14 1.964593e+00
1.047616e-13 1.979459e+00
1.176812e-13 1.757665e+00
1.321941e-13 2.003845e+00
1.484968e-13 1.874099e+00
1.668101e-13 2.020261e+00
1.873817e-13 2.160820e+00
2.104904e-13 1.954516e+00
2.364489e-13 1.968612e+00
2.656088e-13 1.989761e+00
2.983647e-13 2.106694e+00
3.351603e-13 2.350460e+00
3.764936e-13 1.987306e+00
4.229243e-13 2.303318e+00
4.750810e-13 2.361551e+00
5.336699e-13 2.387829e+00
5.994843e-13 2.588875e+00
6.734151e-13 2.598508e+00
7.564633e-13 2.562535e+00
8.497534e-13 2.761972e+00
9.545485e-13 2.801857e+00
1.072267e-12 2.635734e+00
1.204504e-12 2.991357e+00
1.353048e-12 2.966342e+00
1.519911e-12 2.823568e+00
1.707353e-12 2.872294e+00
1.917910e-12 3.134053e+00
2.154435e-12 3.305482e+00
2.420128e-12 3.596902e+00
2.718588e-12 3.541612e+00
3.053856e-12 3.819479e+00
3.430469e-12 3.947010e+00
3.853529e-12 4.276035e+00
4.328761e-12 3.862004e+00
4.862602e-12 4.570290e+00
5.462277e-12 4.562111e+00
6.135907e-12 4.731415e+00
6.892612e-12 4.590555e+00
7.742637e-12 5.124208e+00
8.697490e-12 5.262887e+00
9.770100e-12 5.457039e+00
1.097499e-11 5.710986e+00
1.232847e-11 5.903522e+00
1.384886e-11 6.548736e+00
1.555676e-11 6.751404e+00
1.747528e-11 6.950631e+00
1.963041e-11 7.055931e+00
2.205131e-11 7.540158e+00
2.477076e-11 7.950510e+00
2.782559e-11 8.360682e+00
3.125716e-11 8.707331e+00
3.511192e-11 9.309577e+00
3.944206e-11 9.337850e+00
4.430621e-11 1.007330e+01
4.977024e-11 1.091761e+01
5.590810e-11 1.096246e+01
6.280291e-11 1.171295e+01
7.054802e-11 1.179912e+01
7.924829e-11 1.320856e+01
8.902151e-11 1.355734e+01
1.000000e-10 1.452640e+01
