# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 1.562500e-01
1.123324e-15 1.562500e-01
1.261857e-15 1.562500e-01
1.417474e-15 1.562500e-01
1.592283e-15 1.562500e-01
1.788650e-15 1.562500e-01
2.009233e-15 1.562500e-01
2.257020e-15 1.562500e-01
2.535364e-15 1.562500e-01
2.848036e-15 1.562500e-01
3.199267e-15 1.562500e-01
3.593814e-15 1.562500e-01
4.037017e-15 1.562500e-01
4.534879e-15 1.562500e-01
5.094138e-15 1.562500e-01
5.722368e-15 1.562500e-01
6.428073e-15 1.650703e-01
7.220809e-15 1.745202e-01
8.111308e-15 1.747285e-01
9.111628e-15 1.855177e-01
1.023531e-14 1.965864e-01
1.149757e-14 2.114852e-01
1.291550e-14 2.250109e-01
1.450829e-14 2.669935e-01
1.629751e-14 3.421659e-01
1.830738e-14 4.434999e-01
2.056512e-14 6.761438e-01
2.310130e-14 1.090377e+00
2.595024e-14 1.551580e+00
2.915053e-14 2.066599e+00
3.274549e-14 2.429225e+00
3.678380e-14 2.905010e+00
4.132012e-14 3.342410e+00
4.641589e-14 3.832199e+00
5.214008e-14 4.240123e+00
5.857021e-14 4.666139e+00
6.579332e-14 5.310593e+00
7.390722e-14 5.622653e+00
8.302176e-14 6.296195e+00
9.326033e-14 7.164647e+00
1.047616e-13 7.682204e+00
1.176812e-13 8.584931e+00
1.321941e-13 9.384892e+00
1.484968e-13 1.031216e+01
1.668101e-13 1.152727e+01
1.873817e-13 1.274643e+01
2.104904e-13 1.420555e+01
2.364489e-13 1.521415e+01
2.656088e-13 1.746985e+01
2.983647e-13 1.893107e+01
3.351603e-13 2.122709e+01
3.764936e-13 2.354931e+01
4.229243e-13 2.587871e+01
4.750810e-13 2.834044e+01
5.336699e-13 3.146379e+01
5.994843e-13 3.441264e+01
6.734151e-13 3.786928e+01
7.564633e-13 4.162539e+01
8.497534e-13 4.578514e+01
9.545485e-13 5.094108e+01
1.072267e-12 5.565334e+01
1.204504e-12 6.088895e+01
1.353048e-12 6.684393e+01
1.519911e-12 7.389670e+01
1.707353e-12 8.097474e+01
1.917910e-12 8.849542e+01
2.154435e-12 9.559276e+01
2.420128e-12 1.032795e+02
2.718588e-12 1.147318e+02
3.053856e-12 1.254372e+02
3.430469e-12 1.340077e+02
3.853529e-12 1.448035e+02
4.328761e-12 1.665035e+02
4.862602e-12 1.828203e+02
5.462277e-12 1.980131e+02
6.135907e-12 2.185291e+02
6.892612e-12 2.358167e+02
7.742637e-12 2.565916e+02
8.697490e-12 2.696560e+02
9.770100e-12 2.980106e+02
1.097499e-11 3.261769e+02
1.232847e-11 3.555978e+02
1.384886e-11 4.030455e+02
1.555676e-11 4.105138e+02
1.747528e-11 4.758911e+02
1.963041e-11 4.773387e+02
2.205131e-11 5.288914e+02
2.477076e-11 5.438417e+02
2.782559e-11 5.972188e+02
3.125716e-11 6.116470e+02
3.511192e-11 6.439383e+02
3.944206e-11 6.937938e+02
4.430621e-11 7.756335e+02
4.977024e-11 9.110052e+02
5.590810e-11 8.378124e+02
6.280291e-11 1.000920e+03
7.054802e-11 9.396010e+02
7.924829e-11 9.276636e+02
8.902151e-11 1.161602e+03
1.000000e-10 1.197589e+03
