# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 1.152810e-01
1.123324e-15 1.562500e-01
1.261857e-15 1.562500e-01
1.417474e-15 1.562500e-01
1.592283e-15 1.562500e-01
1.788650e-15 1.562500e-01
2.009233e-15 1.562500e-01
2.257020e-15 1.562500e-01
2.535364e-15 1.562500e-01
2.848036e-15 1.562500e-01
3.199267e-15 1.562500e-01
3.593814e-15 1.562500e-01
4.037017e-15 1.562500e-01
4.534879e-15 1.622009e-01
5.094138e-15 1.562500e-01
5.722368e-15 1.644907e-01
6.428073e-15 1.717514e-01
7.220809e-15 2.090874e-01
8.111308e-15 2.373388e-01
9.111628e-15 3.156655e-01
1.023531e-14 3.785545e-01
1.149757e-14 6.256178e-01
1.291550e-14 9.529177e-01
1.450829e-14 1.249124e+00
1.629751e-14 1.781010e+00
1.830738e-14 1.927670e+00
2.056512e-14 1.963960e+00
2.310130e-14 2.192364e+00
2.595024e-14 2.524576e+00
2.915053e-14 2.726609e+00
3.274549e-14 3.029125e+00
3.678380e-14 3.421714e+00
4.132012e-14 3.858981e+00
4.641589e-14 4.218843e+00
5.214008e-14 4.449059e+00
5.857021e-14 4.650316e+00
6.579332e-14 5.202112e+00
7.390722e-14 5.490402e+00
8.302176e-14 6.264455e+00
9.326033e-14 6.432205e+00
1.047616e-13 7.024074e+00
1.176812e-13 7.825837e+00
1.321941e-13 8.281318e+00
1.484968e-13 9.008965e+00
1.668101e-13 9.543997e+00
1.873817e-13 1.005195e+01
2.104904e-13 1.091915e+01
2.364489e-13 1.160327e+01
2.656088e-13 1.264705e+01
2.983647e-13 1.327862e+01
3.351603e-13 1.384875e+01
3.764936e-13 1.498803e+01
4.229243e-13 1.637420e+01
4.750810e-13 1.678124e+01
5.336699e-13 1.862725e+01
5.994843e-13 1.919591e+01
6.734151e-13 1.982014e+01
7.564633e-13 2.053949e+01
8.497534e-13 2.211696e+01
9.545485e-13 2.213703e+01
1.072267e-12 2.374908e+01
1.204504e-12 2.451705e+01
1.353048e-12 2.644225e+01
1.519911e-12 2.658396e+01
1.707353e-12 2.756238e+01
1.917910e-12 2.852751e+01
2.154435e-12 2.967534e+01
2.420128e-12 3.091084e+01
2.718588e-12 3.068707e+01
3.053856e-12 3.275644e+01
3.430469e-12 3.302313e+01
3.853529e-12 3.620463e+01
4.328761e-12 3.369881e+01
4.862602e-12 3.664764e+01
5.462277e-12 3.776800e+01
6.135907e-12 3.845444e+01
6.892612e-12 4.117505e+01
7.742637e-12 4.055404e+01
8.697490e-12 4.152810e+01
9.770100e-12 4.192716e+01
1.097499e-11 4.076919e+01
1.232847e-11 4.103553e+01
1.384886e-11 4.527381e+01
1.555676e-11 4.385770e+01
1.747528e-11 4.416514e+01
1.963041e-11 4.690528e+01
2.205131e-11 4.700336e+01
2.477076e-11 4.719102e+01
2.782559e-11 4.892097e+01
3.125716e-11 4.911579e+01
3.511192e-11 4.932033e+01
3.944206e-11 4.943717e+01
4.430621e-11 5.064189e+01
4.977024e-11 5.343920e+01
5.590810e-11 5.465537e+01
6.280291e-11 5.413544e+01
7.054802e-11 5.535886e+01
7.924829e-11 5.933213e+01
8.902151e-11 5.314614e+01
1.000000e-10 5.892114e+01
