# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 1.164330e-01
1.123324e-15 1.562500e-01
1.261857e-15 1.562500e-01
1.417474e-15 1.562500e-01
1.592283e-15 1.562500e-01
1.788650e-15 1.562500e-01
2.009233e-15 1.562500e-01
2.257020e-15 1.562500e-01
2.535364e-15 1.562500e-01
2.848036e-15 1.562500e-01
3.199267e-15 1.562500e-01
3.593814e-15 1.562500e-01
4.037017e-15 1.562500e-01
4.534879e-15 1.562500e-01
5.094138e-15 1.562500e-01
5.722368e-15 1.562500e-01
6.428073e-15 1.664422e-01
7.220809e-15 1.804756e-01
8.111308e-15 2.038858e-01
9.111628e-15 2.354301e-01
1.023531e-14 2.765914e-01
1.149757e-14 4.236435e-01
1.291550e-14 7.733837e-01
1.450829e-14 9.298819e-01
1.629751e-14 1.230916e+00
1.830738e-14 1.504394e+00
2.056512e-14 1.644421e+00
2.310130e-14 2.051900e+00
2.595024e-14 2.253818e+00
2.915053e-14 2.720783e+00
3.274549e-14 2.996112e+00
3.678380e-14 3.161468e+00
4.132012e-14 3.591972e+00
4.641589e-14 3.952300e+00
5.214008e-14 4.372362e+00
5.857021e-14 4.931021e+00
6.579332e-14 5.157396e+00
7.390722e-14 5.618731e+00
8.302176e-14 5.956263e+00
9.326033e-14 6.710335e+00
1.047616e-13 7.068268e+00
1.176812e-13 7.611778e+00
1.321941e-13 8.378773e+00
1.484968e-13 9.103661e+00
1.668101e-13 1.006674e+01
1.873817e-13 1.094974e+01
2.104904e-13 1.166829e+01
2.364489e-13 1.251948e+01
2.656088e-13 1.350552e+01
2.983647e-13 1.448763e+01
3.351603e-13 1.624878e+01
3.764936e-13 1.699270e+01
4.229243e-13 1.826779e+01
4.750810e-13 1.912114e+01
5.336699e-13 2.040285e+01
5.994843e-13 2.166861e+01
6.734151e-13 2.282535e+01
7.564633e-13 2.411902e+01
8.497534e-13 2.615733e+01
9.545485e-13 2.806635e+01
1.072267e-12 2.869312e+01
1.204504e-12 2.985472e+01
1.353048e-12 3.185112e+01
1.519911e-12 3.187426e+01
1.707353e-12 3.343986e+01
1.917910e-12 3.530109e+01
2.154435e-12 3.598137e+01
2.420128e-12 3.753977e+01
2.718588e-12 3.976864e+01
3.053856e-12 3.974583e+01
3.430469e-12 4.122255e+01
3.853529e-12 4.176321e+01
4.328761e-12 4.469288e+01
4.862602e-12 4.468800e+01
5.462277e-12 4.494375e+01
6.135907e-12 4.847891e+01
6.892612e-12 4.752733e+01
7.742637e-12 5.010606e+01
8.697490e-12 4.883785e+01
9.770100e-12 5.245068e+01
1.097499e-11 5.091817e+01
1.232847e-11 5.575317e+01
1.384886e-11 5.693493e+01
1.555676e-11 5.623376e+01
1.747528e-11 5.461034e+01
1.963041e-11 5.760006e+01
2.205131e-11 5.853034e+01
2.477076e-11 6.266878e+01
2.782559e-11 5.768583e+01
3.125716e-11 5.946968e+01
3.511192e-11 6.317992e+01
3.944206e-11 6.294035e+01
4.430621e-11 6.633844e+01
4.977024e-11 6.754319e+01
5.590810e-11 6.726727e+01
6.280291e-11 7.214273e+01
7.054802e-11 7.218817e+01
7.924829e-11 7.192264e+01
8.902151e-11 6.982083e+01
1.000000e-10 7.632166e+01
