# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 5.037049e-01
1.123324e-15 2.991377e-01
1.261857e-15 2.768835e-01
1.417474e-15 3.351437e-01
1.592283e-15 6.464863e-01
1.788650e-15 5.383496e-01
2.009233e-15 6.672835e-01
2.257020e-15 4.966668e-01
2.535364e-15 6.776467e-01
2.848036e-15 5.970593e-01
3.199267e-15 7.510972e-01
3.593814e-15 1.083960e+00
4.037017e-15 7.444912e-01
4.534879e-15 7.234625e-01
5.094138e-15 9.675759e-01
5.722368e-15 7.164599e-01
6.428073e-15 1.071475e+00
7.220809e-15 1.063445e+00
8.111308e-15 1.186523e+00
9.111628e-15 1.187996e+00
1.023531e-14 1.426524e+00
1.149757e-14 1.610340e+00
1.291550e-14 1.276871e+00
1.450829e-14 1.398526e+00
1.629751e-14 1.572426e+00
1.830738e-14 1.616131e+00
2.056512e-14 1.674944e+00
2.310130e-14 1.847153e+00
2.595024e-14 1.536040e+00
2.915053e-14 1.716319e+00
3.274549e-14 1.781710e+00
3.678380e-14 1.865225e+00
4.132012e-14 2.058208e+00
4.641589e-14 2.125225e+00
5.214008e-14 2.025771e+00
5.857021e-14 2.261118e+00
6.579332e-14 2.115968e+00
7.390722e-14 2.252063e+00
8.302176e-14 2.214524e+00
9.326033e-14 2.401863e+00
1.047616e-13 2.220911e+00
1.176812e-13 2.560758e+00
1.321941e-13 2.434272e+00
1.484968e-13 2.513471e+00
1.668101e-13 2.370318e+00
1.873817e-13 2.594621e+00
2.104904e-13 2.611000e+00
2.364489e-13 2.791156e+00
2.656088e-13 2.380725e+00
2.983647e-13 2.709845e+00
3.351603e-13 2.879722e+00
3.764936e-13 2.873448e+00
4.229243e-13 2.941698e+00
4.750810e-13 2.978890e+00
5.336699e-13 2.919317e+00
5.994843e-13 3.191203e+00
6.734151e-13 3.018230e+00
7.564633e-13 3.246370e+00
8.497534e-13 3.199883e+00
9.545485e-13 3.413257e+00
1.072267e-12 3.461954e+00
1.204504e-12 3.514726e+00
1.353048e-12 3.450968e+00
1.519911e-12 3.716682e+00
1.707353e-12 3.936621e+00
1.917910e-12 3.991893e+00
2.154435e-12 4.198555e+00
2.420128e-12 4.089161e+00
2.718588e-12 4.178129e+00
3.053856e-12 3.942503e+00
3.430469e-12 4.370200e+00
3.853529e-12 4.787415e+00
4.328761e-12 4.760904e+00
4.862602e-12 4.582873e+00
5.462277e-12 4.752841e+00
6.135907e-12 5.313641e+00
6.892612e-12 5.066163e+00
7.742637e-12 5.380060e+00
8.697490e-12 5.860019e+00
9.770100e-12 5.372060e+00
1.097499e-11 5.942494e+00
1.232847e-11 6.414133e+00
1.384886e-11 6.151212e+00
1.555676e-11 6.503646e+00
1.747528e-11 7.195055e+00
1.963041e-11 7.105497e+00
2.205131e-11 7.247594e+00
2.477076e-11 7.342921e+00
2.782559e-11 7.935054e+00
3.125716e-11 7.916138e+00
3.511192e-11 8.892703e+00
3.944206e-11 8.760191e+00
4.430621e-11 9.548543e+00
4.977024e-11 9.462621e+00
5.590810e-11 9.877422e+00
6.280291e-11 1.023194e+01
7.054802e-11 1.104310e+01
7.924829e-11 1.210279e+01
8.902151e-11 1.188482e+01
1.000000e-10 1.254509e+01
