# x[h^-1_cMpc]  F_mean
0.000000e+00 8.092525e-01
1.562500e-01 7.889494e-01
3.125000e-01 7.745313e-01
4.687500e-01 7.613614e-01
6.250000e-01 7.490730e-01
7.812500e-01 7.398415e-01
9.375000e-01 7.317358e-01
1.093750e+00 7.227394e-01
1.250000e+00 7.128181e-01
1.406250e+00 7.039295e-01
1.562500e+00 6.974736e-01
1.718750e+00 6.904815e-01
1.875000e+00 6.849890e-01
2.031250e+00 6.789636e-01
2.187500e+00 6.719544e-01
2.343750e+00 6.658691e-01
2.500000e+00 6.594855e-01
2.656250e+00 6.532766e-01
2.812500e+00 6.472038e-01
2.968750e+00 6.418805e-01
3.125000e+00 6.369730e-01
3.281250e+00 6.309309e-01
3.437500e+00 6.257176e-01
3.593750e+00 6.202801e-01
3.750000e+00 6.153043e-01
3.906250e+00 6.085941e-01
4.062500e+00 6.044503e-01
4.218750e+00 5.999063e-01
4.375000e+00 5.957944e-01
4.531250e+00 5.909355e-01
4.687500e+00 5.870029e-01
4.843750e+00 5.821924e-01
5.000000e+00 5.778196e-01
5.156250e+00 5.743500e-01
5.312500e+00 5.706237e-01
5.468750e+00 5.661415e-01
5.625000e+00 5.624309e-01
5.781250e+00 5.576456e-01
5.937500e+00 5.544422e-01
6.093750e+00 5.507692e-01
6.250000e+00 5.480164e-01
6.406250e+00 5.451740e-01
6.562500e+00 5.422358e-01
6.718750e+00 5.392048e-01
6.875000e+00 5.360505e-01
7.031250e+00 5.332156e-01
7.187500e+00 5.308810e-01
7.343750e+00 5.276071e-01
7.500000e+00 5.242377e-01
7.656250e+00 5.214551e-01
7.812500e+00 5.183278e-01
7.968750e+00 5.154829e-01
8.125000e+00 5.123395e-01
8.281250e+00 5.086510e-01
8.437500e+00 5.049567e-01
8.593750e+00 5.025837e-01
8.750000e+00 5.007046e-01
8.906250e+00 4.984709e-01
9.062500e+00 4.961767e-01
9.218750e+00 4.936295e-01
9.375000e+00 4.910865e-01
9.531250e+00 4.879507e-01
9.687500e+00 4.855330e-01
9.843750e+00 4.827916e-01
1.000000e+01 4.801058e-01
1.015625e+01 4.768838e-01
1.031250e+01 4.736607e-01
1.046875e+01 4.707900e-01
1.062500e+01 4.674590e-01
1.078125e+01 4.643547e-01
1.093750e+01 4.615554e-01
1.109375e+01 4.591235e-01
1.125000e+01 4.572289e-01
1.140625e+01 4.540175e-01
1.156250e+01 4.516327e-01
1.171875e+01 4.491005e-01
1.187500e+01 4.468280e-01
1.203125e+01 4.450630e-01
1.218750e+01 4.426695e-01
1.234375e+01 4.391592e-01
1.250000e+01 4.372652e-01
1.265625e+01 4.347377e-01
1.281250e+01 4.319832e-01
1.296875e+01 4.292358e-01
1.312500e+01 4.268141e-01
1.328125e+01 4.237224e-01
1.343750e+01 4.216504e-01
1.359375e+01 4.191190e-01
1.375000e+01 4.166447e-01
1.390625e+01 4.144309e-01
1.406250e+01 4.116632e-01
1.421875e+01 4.090489e-01
1.437500e+01 4.067973e-01
1.453125e+01 4.042169e-01
1.468750e+01 4.020693e-01
1.484375e+01 3.997092e-01
1.500000e+01 3.974074e-01
1.515625e+01 3.951090e-01
1.531250e+01 3.931932e-01
1.546875e+01 3.912396e-01
1.562500e+01 3.895693e-01
1.578125e+01 3.879545e-01
1.593750e+01 3.861443e-01
1.609375e+01 3.841901e-01
