# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 nan
1.123324e-15 nan
1.261857e-15 nan
1.417474e-15 nan
1.592283e-15 nan
1.788650e-15 nan
2.009233e-15 nan
2.257020e-15 nan
2.535364e-15 1.410244e-01
2.848036e-15 nan
3.199267e-15 2.148423e-01
3.593814e-15 2.075766e-01
4.037017e-15 2.013922e-01
4.534879e-15 1.616831e-01
5.094138e-15 2.317830e-01
5.722368e-15 1.486213e-01
6.428073e-15 1.950843e-01
7.220809e-15 1.793073e-01
8.111308e-15 2.476798e-01
9.111628e-15 3.237907e-01
1.023531e-14 2.819342e-01
1.149757e-14 1.967680e-01
1.291550e-14 2.791835e-01
1.450829e-14 2.919077e-01
1.629751e-14 3.010434e-01
1.830738e-14 2.995949e-01
2.056512e-14 3.614791e-01
2.310130e-14 3.756615e-01
2.595024e-14 3.669236e-01
2.915053e-14 4.058493e-01
3.274549e-14 4.685134e-01
3.678380e-14 4.129462e-01
4.132012e-14 4.963289e-01
4.641589e-14 5.135093e-01
5.214008e-14 4.682320e-01
5.857021e-14 5.077546e-01
6.579332e-14 5.855559e-01
7.390722e-14 6.391667e-01
8.302176e-14 7.444915e-01
9.326033e-14 6.468737e-01
1.047616e-13 7.976672e-01
1.176812e-13 8.693671e-01
1.321941e-13 8.355759e-01
1.484968e-13 9.715464e-01
1.668101e-13 9.430560e-01
1.873817e-13 1.047015e+00
2.104904e-13 1.129208e+00
2.364489e-13 1.165286e+00
2.656088e-13 1.229102e+00
2.983647e-13 1.253726e+00
3.351603e-13 1.467589e+00
3.764936e-13 1.614579e+00
4.229243e-13 1.547272e+00
4.750810e-13 1.743386e+00
5.336699e-13 1.703135e+00
5.994843e-13 1.684166e+00
6.734151e-13 1.866250e+00
7.564633e-13 2.025558e+00
8.497534e-13 2.134649e+00
9.545485e-13 2.005205e+00
1.072267e-12 2.232565e+00
1.204504e-12 2.388025e+00
1.353048e-12 2.364796e+00
1.519911e-12 2.396441e+00
1.707353e-12 2.666248e+00
1.917910e-12 2.614868e+00
2.154435e-12 2.887390e+00
2.420128e-12 2.764463e+00
2.718588e-12 3.001331e+00
3.053856e-12 3.060585e+00
3.430469e-12 2.963637e+00
3.853529e-12 3.054692e+00
4.328761e-12 3.190016e+00
4.862602e-12 3.597445e+00
5.462277e-12 3.507733e+00
6.135907e-12 3.713660e+00
6.892612e-12 3.877851e+00
7.742637e-12 3.940008e+00
8.697490e-12 3.836451e+00
9.770100e-12 3.831261e+00
1.097499e-11 4.234265e+00
1.232847e-11 3.964047e+00
1.384886e-11 4.165897e+00
1.555676e-11 4.726453e+00
1.747528e-11 4.458959e+00
1.963041e-11 4.602622e+00
2.205131e-11 4.725657e+00
2.477076e-11 5.137484e+00
2.782559e-11 5.165408e+00
3.125716e-11 5.181271e+00
3.511192e-11 5.158726e+00
3.944206e-11 5.282522e+00
4.430621e-11 5.262438e+00
4.977024e-11 5.711368e+00
5.590810e-11 6.085029e+00
6.280291e-11 5.755380e+00
7.054802e-11 6.146580e+00
7.924829e-11 6.139202e+00
8.902151e-11 6.616763e+00
1.000000e-10 6.337031e+00
