# x[h^-1_cMpc]  F_mean
0.000000e+00 4.927991e-01
1.562500e-01 4.595456e-01
3.125000e-01 4.349738e-01
4.687500e-01 4.162498e-01
6.250000e-01 3.993739e-01
7.812500e-01 3.853947e-01
9.375000e-01 3.738852e-01
1.093750e+00 3.605632e-01
1.250000e+00 3.494003e-01
1.406250e+00 3.388339e-01
1.562500e+00 3.298178e-01
1.718750e+00 3.216130e-01
1.875000e+00 3.136935e-01
2.031250e+00 3.048271e-01
2.187500e+00 2.963400e-01
2.343750e+00 2.870167e-01
2.500000e+00 2.784036e-01
2.656250e+00 2.705076e-01
2.812500e+00 2.601689e-01
2.968750e+00 2.503903e-01
3.125000e+00 2.418763e-01
3.281250e+00 2.345822e-01
3.437500e+00 2.278311e-01
3.593750e+00 2.221008e-01
3.750000e+00 2.150465e-01
3.906250e+00 2.081951e-01
4.062500e+00 2.024240e-01
4.218750e+00 1.953571e-01
4.375000e+00 1.894347e-01
4.531250e+00 1.837286e-01
4.687500e+00 1.768805e-01
4.843750e+00 1.708675e-01
5.000000e+00 1.648253e-01
5.156250e+00 1.590366e-01
5.312500e+00 1.540706e-01
5.468750e+00 1.489678e-01
5.625000e+00 1.441001e-01
5.781250e+00 1.404623e-01
5.937500e+00 1.375908e-01
6.093750e+00 1.330381e-01
6.250000e+00 1.296094e-01
6.406250e+00 1.273618e-01
6.562500e+00 1.242240e-01
6.718750e+00 1.208756e-01
6.875000e+00 1.183860e-01
7.031250e+00 1.160866e-01
7.187500e+00 1.134234e-01
7.343750e+00 1.112238e-01
7.500000e+00 1.092256e-01
7.656250e+00 1.069097e-01
7.812500e+00 1.051193e-01
7.968750e+00 1.029321e-01
8.125000e+00 1.012958e-01
8.281250e+00 9.938387e-02
8.437500e+00 9.743135e-02
8.593750e+00 9.441044e-02
8.750000e+00 9.219820e-02
8.906250e+00 8.973838e-02
9.062500e+00 8.815860e-02
9.218750e+00 8.703355e-02
9.375000e+00 8.552438e-02
9.531250e+00 8.431818e-02
9.687500e+00 8.306786e-02
9.843750e+00 8.132901e-02
1.000000e+01 7.887664e-02
1.015625e+01 7.729258e-02
1.031250e+01 7.544278e-02
1.046875e+01 7.322291e-02
1.062500e+01 7.145915e-02
1.078125e+01 6.935390e-02
1.093750e+01 6.754940e-02
1.109375e+01 6.556631e-02
1.125000e+01 6.421689e-02
1.140625e+01 6.256015e-02
1.156250e+01 6.149198e-02
1.171875e+01 6.017663e-02
1.187500e+01 5.872226e-02
1.203125e+01 5.724730e-02
1.218750e+01 5.611728e-02
1.234375e+01 5.429775e-02
1.250000e+01 5.265039e-02
1.265625e+01 5.035540e-02
1.281250e+01 4.879825e-02
1.296875e+01 4.719311e-02
1.312500e+01 4.578021e-02
1.328125e+01 4.483238e-02
1.343750e+01 4.352228e-02
1.359375e+01 4.227867e-02
1.375000e+01 4.119348e-02
1.390625e+01 4.001519e-02
1.406250e+01 3.899121e-02
1.421875e+01 3.762579e-02
1.437500e+01 3.638863e-02
1.453125e+01 3.563035e-02
1.468750e+01 3.453086e-02
1.484375e+01 3.351563e-02
1.500000e+01 3.283521e-02
1.515625e+01 3.213109e-02
1.531250e+01 3.124777e-02
1.546875e+01 3.056323e-02
1.562500e+01 2.962457e-02
1.578125e+01 2.889616e-02
1.593750e+01 2.819913e-02
1.609375e+01 2.729872e-02
1.625000e+01 2.674298e-02
1.640625e+01 2.635492e-02
1.656250e+01 2.596024e-02
1.671875e+01 2.560703e-02
1.687500e+01 2.503768e-02
1.703125e+01 2.414699e-02
1.718750e+01 2.372357e-02
1.734375e+01 2.310534e-02
1.750000e+01 2.262537e-02
1.765625e+01 2.233799e-02
1.781250e+01 2.187794e-02
1.796875e+01 2.160186e-02
1.812500e+01 2.127601e-02
1.828125e+01 2.099661e-02
1.843750e+01 2.061130e-02
1.859375e+01 2.006482e-02
1.875000e+01 1.939941e-02
1.890625e+01 1.923524e-02
1.906250e+01 1.894062e-02
1.921875e+01 1.873908e-02
1.937500e+01 1.841391e-02
1.953125e+01 1.812755e-02
1.968750e+01 1.788304e-02
1.984375e+01 1.762849e-02
2.000000e+01 1.742778e-02
2.015625e+01 1.727135e-02
2.031250e+01 1.713747e-02
2.046875e+01 1.696461e-02
2.062500e+01 1.672498e-02
2.078125e+01 1.628283e-02
2.093750e+01 1.606634e-02
2.109375e+01 1.574373e-02
2.125000e+01 1.524747e-02
2.140625e+01 1.496383e-02
2.156250e+01 1.476220e-02
2.171875e+01 1.457193e-02
2.187500e+01 1.427106e-02
2.203125e+01 1.401608e-02
2.218750e+01 1.386922e-02
2.234375e+01 1.363379e-02
2.250000e+01 1.348281e-02
2.265625e+01 1.318204e-02
2.281250e+01 1.281159e-02
2.296875e+01 1.249281e-02
2.312500e+01 1.225626e-02
2.328125e+01 1.205613e-02
2.343750e+01 1.165955e-02
2.359375e+01 1.143333e-02
2.375000e+01 1.127269e-02
2.390625e+01 1.101915e-02
2.406250e+01 1.067318e-02
2.421875e+01 1.045976e-02
2.437500e+01 1.014556e-02
2.453125e+01 9.715531e-03
2.468750e+01 9.374048e-03
2.484375e+01 9.234987e-03
2.500000e+01 9.131888e-03
2.515625e+01 8.910380e-03
2.531250e+01 8.739862e-03
2.546875e+01 8.486912e-03
2.562500e+01 8.274224e-03
2.578125e+01 7.980287e-03
2.593750e+01 7.696945e-03
2.609375e+01 7.368526e-03
2.625000e+01 7.257681e-03
2.640625e+01 7.168040e-03
2.656250e+01 7.083741e-03
2.671875e+01 6.931922e-03
2.687500e+01 6.506192e-03
2.703125e+01 6.363708e-03
2.718750e+01 6.065458e-03
2.734375e+01 5.868984e-03
2.750000e+01 5.718663e-03
2.765625e+01 5.509424e-03
2.781250e+01 5.308788e-03
2.796875e+01 4.982882e-03
2.812500e+01 4.160566e-03
2.828125e+01 4.068682e-03
2.843750e+01 4.036341e-03
2.859375e+01 4.001510e-03
2.875000e+01 3.970587e-03
2.890625e+01 3.941980e-03
2.906250e+01 3.854602e-03
2.921875e+01 3.778310e-03
2.937500e+01 3.493692e-03
2.953125e+01 3.372462e-03
