# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 nan
1.123324e-15 nan
1.261857e-15 nan
1.417474e-15 nan
1.592283e-15 nan
1.788650e-15 nan
2.009233e-15 nan
2.257020e-15 nan
2.535364e-15 1.971053e-01
2.848036e-15 1.218223e-01
3.199267e-15 nan
3.593814e-15 2.066164e-01
4.037017e-15 2.481071e-01
4.534879e-15 2.168434e-01
5.094138e-15 2.069971e-01
5.722368e-15 2.359528e-01
6.428073e-15 2.311656e-01
7.220809e-15 2.045580e-01
8.111308e-15 2.713500e-01
9.111628e-15 2.882445e-01
1.023531e-14 1.997345e-01
1.149757e-14 2.948752e-01
1.291550e-14 2.307056e-01
1.450829e-14 3.097906e-01
1.629751e-14 2.954641e-01
1.830738e-14 2.828665e-01
2.056512e-14 3.613110e-01
2.310130e-14 3.328046e-01
2.595024e-14 3.477237e-01
2.915053e-14 4.055733e-01
3.274549e-14 4.265650e-01
3.678380e-14 4.012270e-01
4.132012e-14 4.191759e-01
4.641589e-14 5.203883e-01
5.214008e-14 5.343930e-01
5.857021e-14 5.605139e-01
6.579332e-14 6.189652e-01
7.390722e-14 6.069717e-01
8.302176e-14 7.625428e-01
9.326033e-14 7.068083e-01
1.047616e-13 8.205219e-01
1.176812e-13 8.537026e-01
1.321941e-13 9.354329e-01
1.484968e-13 9.065210e-01
1.668101e-13 8.906778e-01
1.873817e-13 1.295379e+00
2.104904e-13 1.242667e+00
2.364489e-13 1.096166e+00
2.656088e-13 1.158664e+00
2.983647e-13 1.349154e+00
3.351603e-13 1.300539e+00
3.764936e-13 1.379785e+00
4.229243e-13 1.529994e+00
4.750810e-13 1.748169e+00
5.336699e-13 1.952222e+00
5.994843e-13 1.775247e+00
6.734151e-13 2.161755e+00
7.564633e-13 1.944866e+00
8.497534e-13 2.163881e+00
9.545485e-13 2.422797e+00
1.072267e-12 2.373461e+00
1.204504e-12 2.762150e+00
1.353048e-12 2.824873e+00
1.519911e-12 2.908653e+00
1.707353e-12 2.981603e+00
1.917910e-12 3.184923e+00
2.154435e-12 3.394592e+00
2.420128e-12 3.489750e+00
2.718588e-12 3.377071e+00
3.053856e-12 3.662277e+00
3.430469e-12 3.678049e+00
3.853529e-12 3.814680e+00
4.328761e-12 4.195208e+00
4.862602e-12 4.194610e+00
5.462277e-12 4.299156e+00
6.135907e-12 4.503900e+00
6.892612e-12 4.334685e+00
7.742637e-12 4.438178e+00
8.697490e-12 4.526570e+00
9.770100e-12 5.124728e+00
1.097499e-11 4.867817e+00
1.232847e-11 5.173669e+00
1.384886e-11 4.950166e+00
1.555676e-11 5.160735e+00
1.747528e-11 5.290588e+00
1.963041e-11 5.660974e+00
2.205131e-11 5.683922e+00
2.477076e-11 5.654695e+00
2.782559e-11 5.942617e+00
3.125716e-11 6.681691e+00
3.511192e-11 6.155631e+00
3.944206e-11 6.476599e+00
4.430621e-11 6.592784e+00
4.977024e-11 6.602417e+00
5.590810e-11 6.803173e+00
6.280291e-11 6.771675e+00
7.054802e-11 7.180530e+00
7.924829e-11 7.366888e+00
8.902151e-11 7.314270e+00
1.000000e-10 8.160199e+00
