# x[h^-1_cMpc]  F_mean
0.000000e+00 1.286575e-01
1.562500e-01 8.362877e-02
3.125000e-01 5.696380e-02
4.687500e-01 3.894152e-02
6.250000e-01 2.705531e-02
7.812500e-01 1.891735e-02
9.375000e-01 1.234301e-02
1.093750e+00 8.864234e-03
1.250000e+00 6.300323e-03
1.406250e+00 4.465711e-03
1.562500e+00 3.311679e-03
1.718750e+00 2.253758e-03
1.875000e+00 1.558318e-03
2.031250e+00 1.080113e-03
2.187500e+00 7.441354e-04
2.343750e+00 5.060485e-04
2.500000e+00 3.348182e-04
2.656250e+00 2.367235e-04
2.812500e+00 1.958381e-04
2.968750e+00 1.571858e-04
3.125000e+00 1.219399e-04
3.281250e+00 1.044524e-04
3.437500e+00 7.791324e-05
3.593750e+00 4.352811e-05
3.750000e+00 3.329576e-05
3.906250e+00 2.778590e-05
4.062500e+00 2.239728e-05
4.218750e+00 1.838115e-05
4.375000e+00 9.737907e-06
4.531250e+00 7.595005e-06
4.687500e+00 5.295296e-06
4.843750e+00 3.267727e-06
5.000000e+00 2.666757e-06
5.156250e+00 2.225771e-06
5.312500e+00 1.727731e-06
5.468750e+00 1.424686e-06
5.625000e+00 1.174237e-06
5.781250e+00 3.794359e-07
5.937500e+00 1.675709e-07
6.093750e+00 1.209162e-07
6.250000e+00 8.799125e-08
6.406250e+00 7.921670e-08
6.562500e+00 7.489297e-08
6.718750e+00 7.106361e-08
6.875000e+00 6.432136e-08
7.031250e+00 4.488430e-08
7.187500e+00 1.541270e-08
7.343750e+00 7.363919e-09
7.500000e+00 3.036041e-09
7.656250e+00 1.713260e-09
7.812500e+00 6.311619e-10
7.968750e+00 4.135659e-10
8.125000e+00 2.852460e-10
8.281250e+00 1.529172e-10
8.437500e+00 1.288872e-10
8.593750e+00 1.167714e-10
8.750000e+00 1.081770e-10
8.906250e+00 9.589005e-11
9.062500e+00 8.034478e-11
9.218750e+00 6.326456e-11
9.375000e+00 4.891690e-11
9.531250e+00 4.325002e-11
9.687500e+00 3.499120e-11
9.843750e+00 2.634801e-11
1.000000e+01 1.584404e-11
1.015625e+01 1.128184e-11
1.031250e+01 1.014493e-11
1.046875e+01 8.409221e-12
1.062500e+01 6.117256e-12
1.078125e+01 5.468689e-12
1.093750e+01 5.057959e-12
1.109375e+01 4.556071e-12
1.125000e+01 2.312418e-12
1.140625e+01 1.698117e-12
1.156250e+01 1.144315e-12
1.171875e+01 8.059852e-13
1.187500e+01 7.016020e-13
1.203125e+01 3.429370e-13
1.218750e+01 1.566967e-13
1.234375e+01 1.289228e-13
1.250000e+01 8.330288e-14
1.265625e+01 6.985272e-14
1.281250e+01 6.304713e-14
1.296875e+01 6.011430e-14
1.312500e+01 5.768002e-14
1.328125e+01 4.744620e-14
1.343750e+01 2.711074e-14
1.359375e+01 2.046138e-14
1.375000e+01 1.330144e-14
1.390625e+01 1.217781e-14
1.406250e+01 1.031272e-14
1.421875e+01 9.094110e-15
1.437500e+01 7.925601e-15
1.453125e+01 6.154709e-15
1.468750e+01 3.720455e-15
1.484375e+01 2.849515e-15
1.500000e+01 2.642262e-15
1.515625e+01 2.424259e-15
1.531250e+01 2.036366e-15
1.546875e+01 1.460076e-15
1.562500e+01 1.123668e-15
1.578125e+01 9.934497e-16
1.593750e+01 8.816142e-16
1.609375e+01 8.001170e-16
1.625000e+01 6.575663e-16
1.640625e+01 6.260591e-16
1.656250e+01 5.906490e-16
1.671875e+01 4.505186e-16
1.687500e+01 3.053586e-16
1.703125e+01 3.932242e-17
1.718750e+01 3.091084e-17
1.734375e+01 2.853381e-17
1.750000e+01 1.899137e-17
1.765625e+01 1.493250e-17
1.781250e+01 1.266648e-17
1.796875e+01 1.016090e-17
1.812500e+01 8.496170e-18
1.828125e+01 6.718177e-18
1.843750e+01 6.209046e-18
1.859375e+01 5.864161e-18
1.875000e+01 5.406164e-18
1.890625e+01 4.993027e-18
1.906250e+01 4.419370e-18
1.921875e+01 3.949034e-18
1.937500e+01 2.510999e-18
1.953125e+01 6.261963e-19
1.968750e+01 4.031759e-19
1.984375e+01 3.498318e-19
2.000000e+01 3.054782e-19
2.015625e+01 1.140256e-19
2.031250e+01 7.380221e-20
2.046875e+01 5.004736e-20
2.062500e+01 3.260601e-20
2.078125e+01 2.910728e-20
2.093750e+01 2.412467e-20
2.109375e+01 7.951718e-22
2.125000e+01 4.582921e-22
2.140625e+01 2.060645e-22
2.156250e+01 1.271687e-22
2.171875e+01 9.501962e-23
2.187500e+01 7.755400e-23
2.203125e+01 6.525639e-23
2.218750e+01 5.903365e-23
2.234375e+01 5.101021e-23
2.250000e+01 4.187663e-23
2.265625e+01 3.376867e-23
2.281250e+01 2.856604e-23
2.296875e+01 2.337612e-23
2.312500e+01 1.516981e-23
2.328125e+01 7.032843e-24
2.343750e+01 4.848919e-24
2.359375e+01 3.761394e-24
2.375000e+01 3.289500e-24
2.390625e+01 3.015689e-24
2.406250e+01 2.801496e-24
2.421875e+01 2.298578e-24
2.437500e+01 1.722661e-24
2.453125e+01 1.523624e-24
2.468750e+01 1.471531e-24
2.484375e+01 1.439267e-24
2.500000e+01 1.372850e-24
2.515625e+01 1.267596e-24
2.531250e+01 1.197922e-24
2.546875e+01 1.097788e-24
2.562500e+01 9.630076e-25
2.578125e+01 6.695129e-25
2.593750e+01 3.785857e-36
2.609375e+01 3.121467e-36
2.625000e+01 2.645059e-36
2.640625e+01 2.427277e-36
2.656250e+01 1.938308e-36
2.671875e+01 9.211726e-37
2.687500e+01 1.437319e-38
2.703125e+01 7.055161e-39
2.718750e+01 7.224572e-41
2.734375e+01 3.703955e-41
2.750000e+01 3.178522e-41
2.765625e+01 2.993282e-41
2.781250e+01 2.618157e-41
2.796875e+01 1.770973e-41
2.812500e+01 1.268995e-41
2.828125e+01 1.109958e-41
2.843750e+01 8.187954e-42
2.859375e+01 5.911312e-42
2.875000e+01 4.881227e-42
2.890625e+01 3.703893e-42
2.906250e+01 2.831907e-42
2.921875e+01 2.516465e-42
2.937500e+01 2.217863e-42
2.953125e+01 1.637299e-42
2.968750e+01 1.241501e-42
2.984375e+01 1.016298e-42
3.000000e+01 8.885870e-43
3.015625e+01 7.611581e-43
3.031250e+01 6.330198e-43
3.046875e+01 5.028542e-43
3.062500e+01 2.281886e-43
3.078125e+01 9.702648e-44
3.093750e+01 5.172946e-44
3.109375e+01 4.040275e-44
3.125000e+01 2.048682e-56
3.140625e+01 6.710379e-57
3.156250e+01 4.905199e-57
3.171875e+01 4.178702e-57
3.187500e+01 3.503403e-57
3.203125e+01 2.193983e-57
3.218750e+01 1.847862e-57
3.234375e+01 1.368027e-57
3.250000e+01 5.968244e-61
3.265625e+01 4.944352e-61
3.281250e+01 2.405378e-62
3.296875e+01 7.969386e-64
3.312500e+01 6.293170e-64
3.328125e+01 5.808958e-64
3.343750e+01 5.558111e-64
3.359375e+01 4.795355e-64
3.375000e+01 3.896837e-64
3.390625e+01 2.623839e-64
3.406250e+01 1.725754e-64
3.421875e+01 1.137694e-64
3.437500e+01 9.384082e-65
3.453125e+01 3.549890e-65
3.468750e+01 1.253645e-65
3.484375e+01 9.321480e-66
3.500000e+01 7.669121e-66
3.515625e+01 6.654309e-66
3.531250e+01 6.289445e-66
3.546875e+01 5.871525e-66
3.562500e+01 5.352035e-66
3.578125e+01 4.253486e-66
3.593750e+01 2.612852e-66
3.609375e+01 2.059999e-66
3.625000e+01 6.877967e-67
3.640625e+01 2.504952e-67
3.656250e+01 1.382716e-67
3.671875e+01 1.294380e-67
3.687500e+01 1.187824e-67
3.703125e+01 4.271724e-68
3.718750e+01 2.503765e-68
3.734375e+01 1.021750e-68
3.750000e+01 7.765987e-69
3.765625e+01 6.046741e-69
3.781250e+01 4.517776e-69
3.796875e+01 3.604273e-69
3.812500e+01 2.858786e-70
3.828125e+01 9.077020e-73
3.843750e+01 4.422966e-73
3.859375e+01 2.093672e-73
3.875000e+01 9.686622e-74
3.890625e+01 4.635659e-74
3.906250e+01 4.091299e-74
3.921875e+01 3.447892e-74
3.937500e+01 2.640119e-74
3.953125e+01 8.829538e-75
3.968750e+01 6.000821e-75
3.984375e+01 3.096027e-75
4.000000e+01 5.118049e-76
4.015625e+01 4.450097e-76
4.031250e+01 3.424371e-76
4.046875e+01 1.008169e-76
4.062500e+01 6.808339e-77
4.078125e+01 6.191224e-77
4.093750e+01 5.828313e-77
4.109375e+01 5.243883e-77
4.125000e+01 4.264013e-77
4.140625e+01 3.681732e-77
4.156250e+01 3.415616e-77
4.171875e+01 3.807732e-79
4.187500e+01 3.356311e-82
4.203125e+01 1.313202e-82
4.218750e+01 1.148759e-82
4.234375e+01 9.524916e-83
4.250000e+01 4.577258e-83
4.265625e+01 2.465399e-83
4.281250e+01 1.006682e-87
4.296875e+01 1.118249e-88
4.312500e+01 7.783985e-89
4.328125e+01 2.691341e-89
4.343750e+01 9.567171e-91
4.359375e+01 8.613742e-91
4.375000e+01 8.130126e-91
4.390625e+01 6.049957e-91
4.406250e+01 2.172510e-91
4.421875e+01 5.147481e-92
4.437500e+01 2.017325e-92
4.453125e+01 1.708678e-92
4.468750e+01 9.619451e-93
4.484375e+01 2.796193e-93
4.500000e+01 7.824503e-94
4.515625e+01 2.864325e-94
4.531250e+01 4.943943e-95
4.546875e+01 3.633192e-95
4.562500e+01 2.168115e-95
4.578125e+01 4.904805e-96
4.593750e+01 2.495222e-96
4.609375e+01 1.307313e-96
4.625000e+01 1.117631e-96
4.640625e+01 8.591742e-97
4.656250e+01 6.901468e-97
4.671875e+01 2.488376e-97
4.687500e+01 7.599104e-99
4.703125e+01 8.341424e-100
4.718750e+01 6.226681e-100
4.734375e+01 5.034419e-100
4.750000e+01 4.546615e-100
4.765625e+01 4.302301e-100
4.781250e+01 4.022652e-100
4.796875e+01 3.542261e-100
4.812500e+01 2.740830e-100
4.828125e+01 2.321497e-100
4.843750e+01 1.929613e-100
4.859375e+01 1.266976e-100
4.875000e+01 1.129985e-100
4.890625e+01 9.672676e-101
4.906250e+01 8.390333e-101
4.921875e+01 7.073424e-101
4.937500e+01 6.306362e-101
4.953125e+01 3.994485e-101
4.968750e+01 2.991527e-101
4.984375e+01 7.697748e-102
5.000000e+01 1.887407e-103
5.015625e+01 9.970357e-105
5.031250e+01 7.103447e-105
5.046875e+01 5.628008e-105
5.062500e+01 4.516340e-105
5.078125e+01 4.024433e-105
5.093750e+01 3.461534e-105
5.109375e+01 2.351769e-105
5.125000e+01 1.943809e-105
5.140625e+01 1.748651e-105
5.156250e+01 1.396908e-105
5.171875e+01 7.252272e-106
5.187500e+01 4.805986e-106
5.203125e+01 3.320019e-106
5.218750e+01 1.206446e-106
5.234375e+01 7.854796e-107
5.250000e+01 6.288406e-107
5.265625e+01 4.235637e-107
5.281250e+01 2.763443e-107
5.296875e+01 1.961990e-107
5.312500e+01 1.456293e-107
5.328125e+01 9.838856e-108
5.343750e+01 8.909085e-108
5.359375e+01 7.571575e-108
5.375000e+01 5.740364e-108
5.390625e+01 1.170944e-108
5.406250e+01 6.610083e-110
5.421875e+01 3.986339e-111
5.437500e+01 3.678945e-112
5.453125e+01 3.368555e-112
5.468750e+01 3.239908e-112
5.484375e+01 2.787170e-112
5.500000e+01 2.467627e-112
5.515625e+01 2.225741e-112
5.531250e+01 1.737217e-112
5.546875e+01 1.440113e-112
5.562500e+01 1.063265e-112
5.578125e+01 9.583402e-113
5.593750e+01 8.802598e-113
5.609375e+01 7.413747e-113
5.625000e+01 6.229874e-113
5.640625e+01 5.933278e-113
5.656250e+01 5.605273e-113
5.671875e+01 5.210531e-113
5.687500e+01 4.687159e-113
5.703125e+01 4.062670e-113
5.718750e+01 3.515506e-113
5.734375e+01 3.243283e-113
5.750000e+01 3.063739e-113
5.765625e+01 2.722892e-113
5.781250e+01 2.217775e-113
5.796875e+01 1.248743e-113
5.812500e+01 1.089882e-113
5.828125e+01 6.625377e-115
5.843750e+01 7.402880e-120
5.859375e+01 1.590140e-121
5.875000e+01 9.547755e-122
5.890625e+01 9.011116e-122
5.906250e+01 8.709479e-122
5.921875e+01 8.351559e-122
5.937500e+01 6.524914e-122
5.953125e+01 5.542262e-122
5.968750e+01 5.031438e-122
5.984375e+01 4.666058e-122
6.000000e+01 3.912893e-122
6.015625e+01 2.581822e-122
