# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 nan
1.123324e-15 nan
1.261857e-15 nan
1.417474e-15 nan
1.592283e-15 1.357336e-01
1.788650e-15 nan
2.009233e-15 nan
2.257020e-15 nan
2.535364e-15 1.290107e-01
2.848036e-15 1.422634e-01
3.199267e-15 1.302602e-01
3.593814e-15 1.791332e-01
4.037017e-15 1.082468e-01
4.534879e-15 1.198274e-01
5.094138e-15 1.419462e-01
5.722368e-15 2.092317e-01
6.428073e-15 2.464901e-01
7.220809e-15 1.822252e-01
8.111308e-15 2.450383e-01
9.111628e-15 1.613678e-01
1.023531e-14 2.981103e-01
1.149757e-14 3.444083e-01
1.291550e-14 3.926207e-01
1.450829e-14 2.989687e-01
1.629751e-14 3.089529e-01
1.830738e-14 3.924556e-01
2.056512e-14 3.587503e-01
2.310130e-14 4.437800e-01
2.595024e-14 3.544262e-01
2.915053e-14 3.883688e-01
3.274549e-14 3.465724e-01
3.678380e-14 4.194993e-01
4.132012e-14 4.559664e-01
4.641589e-14 4.923765e-01
5.214008e-14 5.548883e-01
5.857021e-14 5.416353e-01
6.579332e-14 7.019652e-01
7.390722e-14 6.227065e-01
8.302176e-14 5.817151e-01
9.326033e-14 6.762339e-01
1.047616e-13 6.797572e-01
1.176812e-13 7.218522e-01
1.321941e-13 8.523614e-01
1.484968e-13 7.318240e-01
1.668101e-13 8.931939e-01
1.873817e-13 9.541715e-01
2.104904e-13 9.080222e-01
2.364489e-13 8.733556e-01
2.656088e-13 9.894168e-01
2.983647e-13 1.052268e+00
3.351603e-13 1.194318e+00
3.764936e-13 1.153750e+00
4.229243e-13 1.121057e+00
4.750810e-13 1.411913e+00
5.336699e-13 1.339385e+00
5.994843e-13 1.236779e+00
6.734151e-13 1.324903e+00
7.564633e-13 1.339834e+00
8.497534e-13 1.400352e+00
9.545485e-13 1.618294e+00
1.072267e-12 1.592467e+00
1.204504e-12 1.624620e+00
1.353048e-12 1.616794e+00
1.519911e-12 1.693337e+00
1.707353e-12 1.698939e+00
1.917910e-12 1.628303e+00
2.154435e-12 1.772389e+00
2.420128e-12 1.836393e+00
2.718588e-12 1.843673e+00
3.053856e-12 1.890749e+00
3.430469e-12 1.930989e+00
3.853529e-12 2.126620e+00
4.328761e-12 2.231496e+00
4.862602e-12 2.063257e+00
5.462277e-12 2.072848e+00
6.135907e-12 2.242650e+00
6.892612e-12 2.273333e+00
7.742637e-12 2.342221e+00
8.697490e-12 2.546222e+00
9.770100e-12 2.544235e+00
1.097499e-11 2.521981e+00
1.232847e-11 2.612802e+00
1.384886e-11 2.697965e+00
1.555676e-11 2.763787e+00
1.747528e-11 2.873973e+00
1.963041e-11 2.813423e+00
2.205131e-11 3.081551e+00
2.477076e-11 3.254749e+00
2.782559e-11 3.293350e+00
3.125716e-11 3.362956e+00
3.511192e-11 3.534014e+00
3.944206e-11 3.615284e+00
4.430621e-11 3.931056e+00
4.977024e-11 4.146060e+00
5.590810e-11 4.275609e+00
6.280291e-11 4.257015e+00
7.054802e-11 4.745020e+00
7.924829e-11 4.590910e+00
8.902151e-11 4.778703e+00
1.000000e-10 5.148103e+00
