# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 nan
1.123324e-15 nan
1.261857e-15 nan
1.417474e-15 nan
1.592283e-15 nan
1.788650e-15 nan
2.009233e-15 nan
2.257020e-15 nan
2.535364e-15 1.899073e-01
2.848036e-15 nan
3.199267e-15 nan
3.593814e-15 1.606068e-01
4.037017e-15 1.762258e-01
4.534879e-15 1.775475e-01
5.094138e-15 1.496153e-01
5.722368e-15 2.435643e-01
6.428073e-15 2.073395e-01
7.220809e-15 2.235825e-01
8.111308e-15 2.257682e-01
9.111628e-15 2.777864e-01
1.023531e-14 2.770927e-01
1.149757e-14 2.633352e-01
1.291550e-14 2.803217e-01
1.450829e-14 3.037381e-01
1.629751e-14 2.960274e-01
1.830738e-14 3.146995e-01
2.056512e-14 3.395258e-01
2.310130e-14 3.136457e-01
2.595024e-14 3.975799e-01
2.915053e-14 4.237704e-01
3.274549e-14 4.135686e-01
3.678380e-14 4.522225e-01
4.132012e-14 4.292596e-01
4.641589e-14 4.795420e-01
5.214008e-14 5.695188e-01
5.857021e-14 5.661818e-01
6.579332e-14 6.614314e-01
7.390722e-14 7.101765e-01
8.302176e-14 6.174258e-01
9.326033e-14 7.419265e-01
1.047616e-13 6.989428e-01
1.176812e-13 7.904689e-01
1.321941e-13 7.948438e-01
1.484968e-13 9.275146e-01
1.668101e-13 9.935219e-01
1.873817e-13 1.164837e+00
2.104904e-13 1.128058e+00
2.364489e-13 1.324444e+00
2.656088e-13 1.165936e+00
2.983647e-13 1.454543e+00
3.351603e-13 1.427929e+00
3.764936e-13 1.702941e+00
4.229243e-13 1.744559e+00
4.750810e-13 1.652620e+00
5.336699e-13 1.826298e+00
5.994843e-13 1.865156e+00
6.734151e-13 2.144596e+00
7.564633e-13 2.224549e+00
8.497534e-13 2.558695e+00
9.545485e-13 2.313801e+00
1.072267e-12 2.599022e+00
1.204504e-12 2.690975e+00
1.353048e-12 3.016078e+00
1.519911e-12 3.336652e+00
1.707353e-12 3.189031e+00
1.917910e-12 3.244613e+00
2.154435e-12 3.508773e+00
2.420128e-12 3.522762e+00
2.718588e-12 3.649992e+00
3.053856e-12 3.813628e+00
3.430469e-12 3.890135e+00
3.853529e-12 4.220580e+00
4.328761e-12 4.484663e+00
4.862602e-12 4.412846e+00
5.462277e-12 4.687451e+00
6.135907e-12 4.528734e+00
6.892612e-12 4.927422e+00
7.742637e-12 5.203798e+00
8.697490e-12 5.010213e+00
9.770100e-12 5.254248e+00
1.097499e-11 5.611561e+00
1.232847e-11 5.623043e+00
1.384886e-11 5.584767e+00
1.555676e-11 5.628388e+00
1.747528e-11 5.864209e+00
1.963041e-11 6.499669e+00
2.205131e-11 6.299049e+00
2.477076e-11 6.537578e+00
2.782559e-11 6.564666e+00
3.125716e-11 7.327880e+00
3.511192e-11 6.914852e+00
3.944206e-11 7.002776e+00
4.430621e-11 7.408220e+00
4.977024e-11 7.551782e+00
5.590810e-11 7.735239e+00
6.280291e-11 7.715977e+00
7.054802e-11 7.633319e+00
7.924829e-11 8.305151e+00
8.902151e-11 8.535282e+00
1.000000e-10 8.479387e+00
