# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 nan
1.123324e-15 nan
1.261857e-15 nan
1.417474e-15 nan
1.592283e-15 7.832551e-02
1.788650e-15 nan
2.009233e-15 2.234087e-01
2.257020e-15 nan
2.535364e-15 1.929540e-01
2.848036e-15 1.455042e-01
3.199267e-15 3.279457e-01
3.593814e-15 1.987927e-01
4.037017e-15 1.968728e-01
4.534879e-15 2.071368e-01
5.094138e-15 2.515103e-01
5.722368e-15 1.849958e-01
6.428073e-15 2.631081e-01
7.220809e-15 2.398486e-01
8.111308e-15 2.400085e-01
9.111628e-15 2.533548e-01
1.023531e-14 2.582889e-01
1.149757e-14 3.023174e-01
1.291550e-14 2.610597e-01
1.450829e-14 1.882238e-01
1.629751e-14 2.949531e-01
1.830738e-14 2.979333e-01
2.056512e-14 2.893771e-01
2.310130e-14 3.320254e-01
2.595024e-14 4.013410e-01
2.915053e-14 4.652277e-01
3.274549e-14 4.795447e-01
3.678380e-14 4.368338e-01
4.132012e-14 5.484943e-01
4.641589e-14 5.929864e-01
5.214008e-14 5.064696e-01
5.857021e-14 5.525593e-01
6.579332e-14 5.917592e-01
7.390722e-14 5.827646e-01
8.302176e-14 6.622665e-01
9.326033e-14 5.988832e-01
1.047616e-13 8.206221e-01
1.176812e-13 8.686944e-01
1.321941e-13 7.355981e-01
1.484968e-13 8.710677e-01
1.668101e-13 1.040109e+00
1.873817e-13 9.812221e-01
2.104904e-13 9.781190e-01
2.364489e-13 1.106033e+00
2.656088e-13 1.187176e+00
2.983647e-13 1.095892e+00
3.351603e-13 1.135587e+00
3.764936e-13 1.266199e+00
4.229243e-13 1.163382e+00
4.750810e-13 1.330722e+00
5.336699e-13 1.709448e+00
5.994843e-13 1.448558e+00
6.734151e-13 1.658361e+00
7.564633e-13 1.597226e+00
8.497534e-13 1.498271e+00
9.545485e-13 1.691587e+00
1.072267e-12 1.884945e+00
1.204504e-12 1.941013e+00
1.353048e-12 1.980627e+00
1.519911e-12 1.975048e+00
1.707353e-12 2.157466e+00
1.917910e-12 2.140191e+00
2.154435e-12 2.073842e+00
2.420128e-12 2.209779e+00
2.718588e-12 2.263322e+00
3.053856e-12 2.394390e+00
3.430469e-12 2.392004e+00
3.853529e-12 2.479333e+00
4.328761e-12 2.648365e+00
4.862602e-12 2.713849e+00
5.462277e-12 2.581698e+00
6.135907e-12 2.709424e+00
6.892612e-12 2.747070e+00
7.742637e-12 2.670039e+00
8.697490e-12 2.892663e+00
9.770100e-12 2.686956e+00
1.097499e-11 2.929427e+00
1.232847e-11 2.981428e+00
1.384886e-11 3.255357e+00
1.555676e-11 3.449488e+00
1.747528e-11 3.189582e+00
1.963041e-11 3.311205e+00
2.205131e-11 3.576178e+00
2.477076e-11 3.769498e+00
2.782559e-11 3.569004e+00
3.125716e-11 3.828571e+00
3.511192e-11 4.299373e+00
3.944206e-11 4.527704e+00
4.430621e-11 4.321129e+00
4.977024e-11 4.312491e+00
5.590810e-11 4.617426e+00
6.280291e-11 4.773187e+00
7.054802e-11 4.939938e+00
7.924829e-11 4.870787e+00
8.902151e-11 5.362589e+00
1.000000e-10 5.490296e+00
