# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 nan
1.123324e-15 nan
1.261857e-15 nan
1.417474e-15 nan
1.592283e-15 nan
1.788650e-15 nan
2.009233e-15 nan
2.257020e-15 nan
2.535364e-15 nan
2.848036e-15 nan
3.199267e-15 nan
3.593814e-15 nan
4.037017e-15 nan
4.534879e-15 1.770509e-01
5.094138e-15 1.882542e-01
5.722368e-15 1.694121e-01
6.428073e-15 2.578214e-01
7.220809e-15 2.083814e-01
8.111308e-15 2.553737e-01
9.111628e-15 2.421448e-01
1.023531e-14 2.602956e-01
1.149757e-14 2.803401e-01
1.291550e-14 3.130914e-01
1.450829e-14 3.241348e-01
1.629751e-14 3.206967e-01
1.830738e-14 3.361601e-01
2.056512e-14 3.302547e-01
2.310130e-14 3.530044e-01
2.595024e-14 4.023397e-01
2.915053e-14 4.078544e-01
3.274549e-14 4.461000e-01
3.678380e-14 4.418343e-01
4.132012e-14 4.670508e-01
4.641589e-14 5.022138e-01
5.214008e-14 4.967059e-01
5.857021e-14 5.168517e-01
6.579332e-14 5.925199e-01
7.390722e-14 5.675469e-01
8.302176e-14 5.735451e-01
9.326033e-14 6.992943e-01
1.047616e-13 6.938636e-01
1.176812e-13 8.085950e-01
1.321941e-13 8.421382e-01
1.484968e-13 8.303479e-01
1.668101e-13 8.538159e-01
1.873817e-13 9.378189e-01
2.104904e-13 1.030041e+00
2.364489e-13 1.049759e+00
2.656088e-13 1.202690e+00
2.983647e-13 1.272725e+00
3.351603e-13 1.418438e+00
3.764936e-13 1.598124e+00
4.229243e-13 1.625723e+00
4.750810e-13 1.884780e+00
5.336699e-13 1.926737e+00
5.994843e-13 2.201736e+00
6.734151e-13 2.378167e+00
7.564633e-13 2.586744e+00
8.497534e-13 2.690276e+00
9.545485e-13 2.935147e+00
1.072267e-12 2.944070e+00
1.204504e-12 3.313729e+00
1.353048e-12 3.612890e+00
1.519911e-12 3.917610e+00
1.707353e-12 4.162243e+00
1.917910e-12 4.786138e+00
2.154435e-12 4.794522e+00
2.420128e-12 5.143428e+00
2.718588e-12 5.503343e+00
3.053856e-12 5.957940e+00
3.430469e-12 6.503963e+00
3.853529e-12 6.607562e+00
4.328761e-12 7.338741e+00
4.862602e-12 6.983817e+00
5.462277e-12 7.983527e+00
6.135907e-12 8.540073e+00
6.892612e-12 8.294739e+00
7.742637e-12 9.025283e+00
8.697490e-12 8.731772e+00
9.770100e-12 9.664198e+00
1.097499e-11 1.016027e+01
1.232847e-11 1.049287e+01
1.384886e-11 1.106614e+01
1.555676e-11 1.158341e+01
1.747528e-11 1.184530e+01
1.963041e-11 1.272689e+01
2.205131e-11 1.269302e+01
2.477076e-11 1.330777e+01
2.782559e-11 1.309593e+01
3.125716e-11 1.352226e+01
3.511192e-11 1.376384e+01
3.944206e-11 1.404045e+01
4.430621e-11 1.487636e+01
4.977024e-11 1.589215e+01
5.590810e-11 1.616432e+01
6.280291e-11 1.659784e+01
7.054802e-11 1.608840e+01
7.924829e-11 1.675279e+01
8.902151e-11 1.704442e+01
1.000000e-10 1.799990e+01
