# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 nan
1.123324e-15 nan
1.261857e-15 nan
1.417474e-15 nan
1.592283e-15 2.419492e-01
1.788650e-15 1.296906e-01
2.009233e-15 nan
2.257020e-15 2.043811e-01
2.535364e-15 nan
2.848036e-15 2.081583e-01
3.199267e-15 1.345671e-01
3.593814e-15 3.022012e-01
4.037017e-15 1.902319e-01
4.534879e-15 1.058410e-01
5.094138e-15 1.359034e-01
5.722368e-15 2.157265e-01
6.428073e-15 2.271057e-01
7.220809e-15 3.298504e-01
8.111308e-15 1.807150e-01
9.111628e-15 3.100245e-01
1.023531e-14 3.057566e-01
1.149757e-14 4.573120e-01
1.291550e-14 2.766021e-01
1.450829e-14 3.182855e-01
1.629751e-14 3.424357e-01
1.830738e-14 2.813889e-01
2.056512e-14 3.095371e-01
2.310130e-14 4.500810e-01
2.595024e-14 3.408953e-01
2.915053e-14 3.335015e-01
3.274549e-14 3.280083e-01
3.678380e-14 4.542223e-01
4.132012e-14 3.189002e-01
4.641589e-14 4.786446e-01
5.214008e-14 3.951308e-01
5.857021e-14 4.922020e-01
6.579332e-14 4.992639e-01
7.390722e-14 5.576783e-01
8.302176e-14 5.143614e-01
9.326033e-14 6.713718e-01
1.047616e-13 6.622081e-01
1.176812e-13 5.556226e-01
1.321941e-13 7.086445e-01
1.484968e-13 7.691318e-01
1.668101e-13 6.973409e-01
1.873817e-13 6.424036e-01
2.104904e-13 7.520706e-01
2.364489e-13 9.555302e-01
2.656088e-13 1.006474e+00
2.983647e-13 8.467670e-01
3.351603e-13 1.001364e+00
3.764936e-13 9.514341e-01
4.229243e-13 1.111247e+00
4.750810e-13 9.901186e-01
5.336699e-13 1.037763e+00
5.994843e-13 1.220403e+00
6.734151e-13 1.086091e+00
7.564633e-13 1.255769e+00
8.497534e-13 1.246997e+00
9.545485e-13 1.236661e+00
1.072267e-12 1.237664e+00
1.204504e-12 1.229655e+00
1.353048e-12 1.556638e+00
1.519911e-12 1.293104e+00
1.707353e-12 1.459712e+00
1.917910e-12 1.489288e+00
2.154435e-12 1.514679e+00
2.420128e-12 1.624237e+00
2.718588e-12 1.498061e+00
3.053856e-12 1.664901e+00
3.430469e-12 1.787756e+00
3.853529e-12 1.862365e+00
4.328761e-12 1.825500e+00
4.862602e-12 1.973139e+00
5.462277e-12 1.909225e+00
6.135907e-12 1.996702e+00
6.892612e-12 2.006264e+00
7.742637e-12 2.140341e+00
8.697490e-12 2.193103e+00
9.770100e-12 2.314837e+00
1.097499e-11 2.419407e+00
1.232847e-11 2.341760e+00
1.384886e-11 2.675435e+00
1.555676e-11 2.648469e+00
1.747528e-11 2.701809e+00
1.963041e-11 2.824961e+00
2.205131e-11 3.017488e+00
2.477076e-11 2.996057e+00
2.782559e-11 3.308149e+00
3.125716e-11 3.260112e+00
3.511192e-11 3.535090e+00
3.944206e-11 3.733378e+00
4.430621e-11 3.720146e+00
4.977024e-11 3.990065e+00
5.590810e-11 4.179722e+00
6.280291e-11 4.397812e+00
7.054802e-11 4.655088e+00
7.924829e-11 4.886975e+00
8.902151e-11 4.932204e+00
1.000000e-10 5.238644e+00
