# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 nan
1.123324e-15 nan
1.261857e-15 nan
1.417474e-15 nan
1.592283e-15 nan
1.788650e-15 nan
2.009233e-15 2.262749e-01
2.257020e-15 nan
2.535364e-15 nan
2.848036e-15 1.987107e-01
3.199267e-15 2.126760e-01
3.593814e-15 1.790661e-01
4.037017e-15 1.556162e-01
4.534879e-15 2.437251e-01
5.094138e-15 2.630392e-01
5.722368e-15 2.229093e-01
6.428073e-15 1.538462e-01
7.220809e-15 2.030081e-01
8.111308e-15 2.703028e-01
9.111628e-15 2.723852e-01
1.023531e-14 2.921417e-01
1.149757e-14 2.118175e-01
1.291550e-14 2.587360e-01
1.450829e-14 2.760242e-01
1.629751e-14 2.665828e-01
1.830738e-14 3.702990e-01
2.056512e-14 3.125832e-01
2.310130e-14 3.717314e-01
2.595024e-14 3.922641e-01
2.915053e-14 4.216711e-01
3.274549e-14 3.896606e-01
3.678380e-14 4.313235e-01
4.132012e-14 5.027870e-01
4.641589e-14 4.450768e-01
5.214008e-14 5.792680e-01
5.857021e-14 6.461929e-01
6.579332e-14 5.957775e-01
7.390722e-14 6.873332e-01
8.302176e-14 6.826297e-01
9.326033e-14 7.393704e-01
1.047616e-13 7.548542e-01
1.176812e-13 7.252757e-01
1.321941e-13 8.390725e-01
1.484968e-13 9.115601e-01
1.668101e-13 9.078357e-01
1.873817e-13 1.117621e+00
2.104904e-13 1.234507e+00
2.364489e-13 1.248924e+00
2.656088e-13 1.344279e+00
2.983647e-13 1.285201e+00
3.351603e-13 1.373365e+00
3.764936e-13 1.503557e+00
4.229243e-13 1.551066e+00
4.750810e-13 1.747885e+00
5.336699e-13 1.861615e+00
5.994843e-13 1.888631e+00
6.734151e-13 1.968703e+00
7.564633e-13 2.096677e+00
8.497534e-13 2.158310e+00
9.545485e-13 2.262001e+00
1.072267e-12 2.435786e+00
1.204504e-12 2.466168e+00
1.353048e-12 2.448441e+00
1.519911e-12 2.721348e+00
1.707353e-12 2.860998e+00
1.917910e-12 3.029184e+00
2.154435e-12 3.113376e+00
2.420128e-12 3.159294e+00
2.718588e-12 3.078754e+00
3.053856e-12 3.268832e+00
3.430469e-12 3.368387e+00
3.853529e-12 3.472688e+00
4.328761e-12 3.801726e+00
4.862602e-12 3.783055e+00
5.462277e-12 3.828937e+00
6.135907e-12 3.885639e+00
6.892612e-12 4.110309e+00
7.742637e-12 4.253204e+00
8.697490e-12 4.312118e+00
9.770100e-12 4.266052e+00
1.097499e-11 4.371969e+00
1.232847e-11 4.679121e+00
1.384886e-11 4.691857e+00
1.555676e-11 4.976255e+00
1.747528e-11 5.032001e+00
1.963041e-11 4.923417e+00
2.205131e-11 5.039551e+00
2.477076e-11 5.317927e+00
2.782559e-11 5.500691e+00
3.125716e-11 5.442209e+00
3.511192e-11 5.432705e+00
3.944206e-11 5.691488e+00
4.430621e-11 5.734466e+00
4.977024e-11 5.982672e+00
5.590810e-11 6.519965e+00
6.280291e-11 6.341786e+00
7.054802e-11 6.803208e+00
7.924829e-11 6.719433e+00
8.902151e-11 7.052606e+00
1.000000e-10 7.291793e+00
