# mean_Gamma[s^-1]  lambda_mfp[h^-1_cMpc]
1.000000e-15 nan
1.123324e-15 nan
1.261857e-15 nan
1.417474e-15 nan
1.592283e-15 nan
1.788650e-15 nan
2.009233e-15 nan
2.257020e-15 1.766043e-01
2.535364e-15 1.093013e-01
2.848036e-15 1.861187e-01
3.199267e-15 2.648031e-01
3.593814e-15 3.141391e-01
4.037017e-15 1.255794e-01
4.534879e-15 1.550432e-01
5.094138e-15 1.912582e-01
5.722368e-15 2.586455e-01
6.428073e-15 1.486804e-01
7.220809e-15 1.859075e-01
8.111308e-15 2.768358e-01
9.111628e-15 2.689888e-01
1.023531e-14 3.172824e-01
1.149757e-14 3.017198e-01
1.291550e-14 2.449284e-01
1.450829e-14 2.663434e-01
1.629751e-14 3.050598e-01
1.830738e-14 3.606610e-01
2.056512e-14 4.228703e-01
2.310130e-14 4.085165e-01
2.595024e-14 3.974832e-01
2.915053e-14 3.948001e-01
3.274549e-14 3.555033e-01
3.678380e-14 4.430205e-01
4.132012e-14 4.998043e-01
4.641589e-14 4.430923e-01
5.214008e-14 4.745160e-01
5.857021e-14 6.194166e-01
6.579332e-14 6.097714e-01
7.390722e-14 5.852292e-01
8.302176e-14 6.567605e-01
9.326033e-14 7.425904e-01
1.047616e-13 7.377642e-01
1.176812e-13 6.395557e-01
1.321941e-13 8.138870e-01
1.484968e-13 9.009178e-01
1.668101e-13 8.738693e-01
1.873817e-13 9.835214e-01
2.104904e-13 9.958883e-01
2.364489e-13 1.043265e+00
2.656088e-13 1.013934e+00
2.983647e-13 1.181146e+00
3.351603e-13 1.268733e+00
3.764936e-13 1.287480e+00
4.229243e-13 1.517138e+00
4.750810e-13 1.632130e+00
5.336699e-13 1.500787e+00
5.994843e-13 1.564766e+00
6.734151e-13 1.763929e+00
7.564633e-13 1.767882e+00
8.497534e-13 1.784042e+00
9.545485e-13 1.835106e+00
1.072267e-12 1.991395e+00
1.204504e-12 2.017638e+00
1.353048e-12 1.986842e+00
1.519911e-12 2.008925e+00
1.707353e-12 2.226234e+00
1.917910e-12 2.329334e+00
2.154435e-12 2.189140e+00
2.420128e-12 2.475378e+00
2.718588e-12 2.158111e+00
3.053856e-12 2.613435e+00
3.430469e-12 2.518214e+00
3.853529e-12 2.590307e+00
4.328761e-12 2.774296e+00
4.862602e-12 2.662171e+00
5.462277e-12 2.930743e+00
6.135907e-12 2.846809e+00
6.892612e-12 2.917530e+00
7.742637e-12 3.116722e+00
8.697490e-12 3.346609e+00
9.770100e-12 3.101849e+00
1.097499e-11 3.056640e+00
1.232847e-11 3.368614e+00
1.384886e-11 3.575735e+00
1.555676e-11 3.740832e+00
1.747528e-11 3.761737e+00
1.963041e-11 3.844088e+00
2.205131e-11 3.813556e+00
2.477076e-11 4.032288e+00
2.782559e-11 4.195582e+00
3.125716e-11 4.143396e+00
3.511192e-11 4.154543e+00
3.944206e-11 4.376355e+00
4.430621e-11 4.464810e+00
4.977024e-11 4.639297e+00
5.590810e-11 4.642961e+00
6.280291e-11 5.007011e+00
7.054802e-11 4.988236e+00
7.924829e-11 5.170332e+00
8.902151e-11 5.527111e+00
1.000000e-10 5.932037e+00
